Date and Time,Nirayana Longitude(Degrees),Latitude
 2030-02-13 04:39:00,300.0002443258381,-0.23627129661327845
 2030-02-14 04:39:00,301.0109739438225,-0.21918705797716878
 2030-02-15 04:39:00,302.02107626732067,-0.20275419862871324
 2030-02-16 04:39:00,303.03089404541186,-0.18706947716541486
 2030-02-17 04:39:00,304.03999397332365,-0.17197935007292872
 2030-02-18 04:39:00,305.049077746894,-0.1577733886301169
 2030-02-19 04:39:00,306.05733492416,-0.14412166552495856
 2030-02-20 04:39:00,307.0654727061202,-0.13128573593110063
 2030-02-21 04:39:00,308.07305937824333,-0.11906971173820288
 2030-02-22 04:39:00,309.08039623453004,-0.10764468156992185
 2030-02-23 04:39:00,310.0870578717891,-0.09677869353742867
 2030-02-24 04:39:00,311.0937341842425,-0.0867624835896242
 2030-02-25 04:39:00,312.09960440046984,-0.07723495739882537
 2030-02-26 04:39:00,313.10535503574596,-0.068485770698842
 2030-02-27 04:39:00,314.1105343177362,-0.06032351646853205
 2030-02-28 04:39:00,315.11584635566254,-0.052987466173064456
 2030-03-01 04:39:00,316.12005125820224,-0.04602302630537669
 2030-03-02 04:39:00,317.1242327613741,-0.03982225230836705
 2030-03-03 04:39:00,318.12792329616406,-0.0342085514742356
 2030-03-04 04:39:00,319.13105754258027,-0.029105613341113997
 2030-03-05 04:39:00,320.13391958285416,-0.02467257323288497
 2030-03-06 04:39:00,321.13607050063507,-0.0206457430521694
 2030-03-07 04:39:00,322.13741005823385,-0.01702128900689109
 2030-03-08 04:39:00,323.1386338905337,-0.014039174305757518
 2030-03-09 04:39:00,324.1388970339989,-0.01132078222773439
 2030-03-10 04:39:00,325.1388830241115,-0.009132028786899777
 2030-03-11 04:39:00,326.13812791358896,-0.007252695380362212
 2030-03-12 04:39:00,327.1369318062657,-0.00578686838834047
 2030-03-13 04:39:00,328.13521204613147,-0.004675601879070321
 2030-03-14 04:39:00,329.13251426332937,-0.0036691643153405657
 2030-03-15 04:39:00,330.12951971318694,-0.003036066902814806
 2030-03-16 04:39:00,331.12577350239354,-0.0025262171854507093
 2030-03-17 04:39:00,332.1215631110246,-0.002269912139312332
 2030-03-18 04:39:00,333.1164332981085,-0.002016187016581681
 2030-03-19 04:39:00,334.11107565087156,-0.002010446262776296
 2030-03-20 04:39:00,335.10465256807134,-0.001836450099367241
