Date and Time,Nirayana Longitude(Degrees),Latitude
 2029-09-17 02:33:00,149.99962709667264,0.0015745917498334587
 2029-09-18 02:33:00,150.9753352181433,0.0012063030219769913
 2029-09-19 02:33:00,151.95112404649458,0.0008639845657725354
 2029-09-20 02:33:00,152.92732793189404,0.0005875922889153514
 2029-09-21 02:33:00,153.90422577935647,0.0005445935544032327
 2029-09-22 02:33:00,154.88178012172312,0.0005833618813861295
 2029-09-23 02:33:00,155.85950473086226,0.0005386926232931103
 2029-09-24 02:33:00,156.83811528766938,0.0006143986328779814
 2029-09-25 02:33:00,157.81714730604716,0.0005931240314477047
 2029-09-26 02:33:00,158.7965184969635,0.0004228564513079181
 2029-09-27 02:33:00,159.7769221580037,0.00035670695366031276
 2029-09-28 02:33:00,160.75753341861548,-4.0085878915444026e-05
 2029-09-29 02:33:00,161.73902354613756,-0.0004644044015422168
 2029-09-30 02:33:00,162.72093908639272,-0.001160058563669724
 2029-10-01 02:33:00,163.70359129723658,-0.0020409643231765096
 2029-10-02 02:33:00,164.68689836156753,-0.0031604895029556028
 2029-10-03 02:33:00,165.67117197923605,-0.004433821124840227
 2029-10-04 02:33:00,166.65556633580368,-0.0062407841535010704
 2029-10-05 02:33:00,167.6407652155281,-0.008306798515451299
 2029-10-06 02:33:00,168.62668830465262,-0.010684349861475791
 2029-10-07 02:33:00,169.6132666383016,-0.01345085433831327
 2029-10-08 02:33:00,170.6004209712398,-0.01665697813281241
 2029-10-09 02:33:00,171.58767973487267,-0.02048594365573766
 2029-10-10 02:33:00,172.57611213114185,-0.02450635445064245
 2029-10-11 02:33:00,173.56451566585184,-0.029295609335307008
 2029-10-12 02:33:00,174.55393985126202,-0.03437199207468382
 2029-10-13 02:33:00,175.54356614981012,-0.04014829394862794
 2029-10-14 02:33:00,176.53368168396682,-0.046457506639791334
 2029-10-15 02:33:00,177.52423443302757,-0.05339330818027248
 2029-10-16 02:33:00,178.5155450377561,-0.06086808464100835
 2029-10-17 02:33:00,179.50713971620166,-0.06902147251314449
 2029-10-18 02:33:00,180.49935192262433,-0.07778975402532971
 2029-10-19 02:33:00,181.4917209648916,-0.08733161446631449
 2029-10-20 02:33:00,182.48496495080806,-0.09743238230029384
