Date and Time,Nirayana Longitude(Degrees),Latitude
 2029-12-16 04:52:00,239.99993072017534,-1.220561497515701
 2029-12-17 04:52:00,241.0171515864977,-1.227620828685282
 2029-12-18 04:52:00,242.03453466721712,-1.2334388793606965
 2029-12-19 04:52:00,243.0518154218506,-1.2379983390242955
 2029-12-20 04:52:00,244.0694955438972,-1.2412929298904707
 2029-12-21 04:52:00,245.08731240525802,-1.2433367708268508
 2029-12-22 04:52:00,246.1053858395599,-1.244070036182809
 2029-12-23 04:52:00,247.1234545692637,-1.2435296111028358
 2029-12-24 04:52:00,248.1416391805116,-1.2417166871391419
 2029-12-25 04:52:00,249.16006017374147,-1.2386350549716791
 2029-12-26 04:52:00,250.1784564283631,-1.2342471276880678
 2029-12-27 04:52:00,251.19732987904237,-1.2285999561590704
 2029-12-28 04:52:00,252.21603564613142,-1.2216699088921914
 2029-12-29 04:52:00,253.2350723202138,-1.2135382110695845
 2029-12-30 04:52:00,254.25417507727948,-1.2041888177961149
 2029-12-31 04:52:00,255.27346077900447,-1.1936226288607237
 2030-01-01 04:52:00,256.29303924301917,-1.1819390517517354
 2030-01-02 04:52:00,257.3122593918827,-1.1690787435887995
 2030-01-03 04:52:00,258.3319934134192,-1.1551652119030484
 2030-01-04 04:52:00,259.3515844803707,-1.1401630981634672
 2030-01-05 04:52:00,260.3711326519628,-1.1241607951550525
 2030-01-06 04:52:00,261.390737626401,-1.1072158272144816
 2030-01-07 04:52:00,262.4101174224947,-1.0893085346645315
 2030-01-08 04:52:00,263.4297455712313,-1.0705708282250384
 2030-01-09 04:52:00,264.44894884502423,-1.0509584571426207
 2030-01-10 04:52:00,265.46819804191114,-1.0305697543098653
 2030-01-11 04:52:00,266.4871882006129,-1.0094620411659079
 2030-01-12 04:52:00,267.50600085462895,-0.9876787114999769
 2030-01-13 04:52:00,268.5247146132955,-0.965263070342547
 2030-01-14 04:52:00,269.5434004255347,-0.9422892603925215
 2030-01-15 04:52:00,270.5617432325896,-0.9187620317453579
 2030-01-16 04:52:00,271.5798065606329,-0.8947455441900641
 2030-01-17 04:52:00,272.59802726170665,-0.8704074367658294
 2030-01-18 04:52:00,273.61570724435416,-0.8456025058468566
 2030-01-19 04:52:00,274.6336528537985,-0.8206025425021465
 2030-01-20 04:52:00,275.65115939976107,-0.7952489007264567
