Date and Time,Nirayana Longitude(Degrees),Latitude
 1600-05-09 01:28:59,30.000889929177823,0.677270814496098
 1600-05-10 01:28:59,30.96504855492053,0.7022637682157254
 1600-05-11 01:28:59,31.92854641298223,0.727402822036513
 1600-05-12 01:28:59,32.891785073228945,0.7525380984139459
 1600-05-13 01:28:59,33.854398555226645,0.7776731930956885
 1600-05-14 01:28:59,34.816801211206226,0.8026876933303834
 1600-05-15 01:28:59,35.77902178920586,0.8275220613784465
 1600-05-16 01:28:59,36.740715841500055,0.8522264565160903
 1600-05-17 01:28:59,37.70191242329895,0.8766995048340095
 1600-05-18 01:28:59,38.662666300187155,0.9009603301595106
 1600-05-19 01:28:59,39.62300708196014,0.924873232871954
 1600-05-20 01:28:59,40.582994561331226,0.9484546580316673
 1600-05-21 01:28:59,41.54267495908382,0.9716275846934586
 1600-05-22 01:28:59,42.50172039526037,0.9944111556288162
 1600-05-23 01:28:59,43.4605653383475,1.0166544567991556
 1600-05-24 01:28:59,44.41889646270261,1.0384322307037486
 1600-05-25 01:28:59,45.37676688074688,1.0596247651808282
 1600-05-26 01:28:59,46.334632046986506,1.0801809048014117
 1600-05-27 01:28:59,47.29179050774659,1.100126253769808
 1600-05-28 01:28:59,48.24908005044039,1.119324623894113
 1600-05-29 01:28:59,49.20581165456131,1.1378542424461227
 1600-05-30 01:28:59,50.16243463647083,1.1555405038880129
 1600-05-31 01:28:59,51.11865353336605,1.172464199340388
 1600-06-01 01:28:59,52.074928625431404,1.1885204608796878
 1600-06-02 01:28:59,53.0309556101033,1.203658932360754
 1600-06-03 01:28:59,53.986823077999695,1.2178801358572011
 1600-06-04 01:28:59,54.94223596189506,1.2311860137141586
 1600-06-05 01:28:59,55.8976650179004,1.243509907294319
 1600-06-06 01:28:59,56.853196472929675,1.2547597560789139
 1600-06-07 01:28:59,57.808544402713316,1.2649973392844764
 1600-06-08 01:28:59,58.763800208414544,1.2741574033505725
 1600-06-09 01:28:59,59.71867797575525,1.282259173131838
 1600-06-10 01:28:59,60.67365426328002,1.2892165678563063
 1600-06-11 01:28:59,61.62844621790065,1.2950791133907211
 1600-06-12 01:28:59,62.5831512001895,1.2998124194105822
 1600-06-13 01:28:59,63.53786767477096,1.303383968370702
 1600-06-14 01:28:59,64.4919315670216,1.305837391702678
 1600-06-15 01:28:59,65.44620643401564,1.307123591918763
