Date and Time,Nirayana Longitude(Degrees),Latitude
 2029-07-16 18:22:00,90.00013024040851,0.9300230166368976
 2029-07-17 18:22:00,90.95441665697061,0.9077907502114709
 2029-07-18 18:22:00,91.90854351671891,0.8851085163095173
 2029-07-19 18:22:00,92.862557040924,0.8620456997484524
 2029-07-20 18:22:00,93.81688253012072,0.8387473331630929
 2029-07-21 18:22:00,94.77118879309674,0.81514669201758
 2029-07-22 18:22:00,95.72550763957818,0.7913397544148042
 2029-07-23 18:22:00,96.6798849907494,0.7673291573767571
 2029-07-24 18:22:00,97.63472881381423,0.7432938861958241
 2029-07-25 18:22:00,98.58932160832504,0.7190323868211326
 2029-07-26 18:22:00,99.54444161523554,0.6948388113628738
 2029-07-27 18:22:00,100.49936659575877,0.6704987632416222
 2029-07-28 18:22:00,101.45486853879538,0.6463108783105886
 2029-07-29 18:22:00,102.41059594690526,0.6221754442450463
 2029-07-30 18:22:00,103.36656375411681,0.598141501704554
 2029-07-31 18:22:00,104.32279115822519,0.5742258790863493
 2029-08-01 18:22:00,105.2792803774552,0.550501837976916
 2029-08-02 18:22:00,106.23603769407032,0.5270100248048359
 2029-08-03 18:22:00,107.19308181293485,0.5037298021826863
 2029-08-04 18:22:00,108.15039880819558,0.48075460213792726
 2029-08-05 18:22:00,109.10837689125921,0.4582000069097782
 2029-08-06 18:22:00,110.06624725604394,0.43587087474969083
 2029-08-07 18:22:00,111.024759550026,0.41404932717747905
 2029-08-08 18:22:00,111.98352997893636,0.3926157094366471
 2029-08-09 18:22:00,112.94254667001204,0.3715889851477262
 2029-08-10 18:22:00,113.90216061845499,0.3511642479061201
 2029-08-11 18:22:00,114.86198071340613,0.33120594368923933
 2029-08-12 18:22:00,115.82197884399048,0.3117508315787052
 2029-08-13 18:22:00,116.78213300814147,0.29280388605379215
 2029-08-14 18:22:00,117.74279235715898,0.27452458452953016
 2029-08-15 18:22:00,118.70355695569717,0.2567567147169221
 2029-08-16 18:22:00,119.6647715006415,0.23965626677945184
 2029-08-17 18:22:00,120.6260228927749,0.22308472409259336
 2029-08-18 18:22:00,121.58765130807745,0.2071942490264142
 2029-08-19 18:22:00,122.54964062712196,0.19191943069186523
 2029-08-20 18:22:00,123.51193550502697,0.17730154605611034
