Date and Time,Nirayana Longitude(Degrees),Latitude
 2029-08-17 02:39:00,119.99993864864396,0.2346199059555065
 2029-08-18 02:39:00,120.96159839193535,0.21841153843184735
 2029-08-19 02:39:00,121.92325057401686,0.20271732954846866
 2029-08-20 02:39:00,122.88524214988848,0.18765969379921052
 2029-08-21 02:39:00,123.84753592615849,0.17322390137637347
 2029-08-22 02:39:00,124.81008326296836,0.15941913567121177
 2029-08-23 02:39:00,125.7732351864185,0.14633983164505404
 2029-08-24 02:39:00,126.73657678433537,0.1337944832846496
 2029-08-25 02:39:00,127.70042672696468,0.12195537234566503
 2029-08-26 02:39:00,128.66474907469217,0.1107688604283975
 2029-08-27 02:39:00,129.62949661378923,0.10020523549319973
 2029-08-28 02:39:00,130.59463075552677,0.09020508456447843
 2029-08-29 02:39:00,131.56008118372816,0.08078600182863312
 2029-08-30 02:39:00,132.52618869462086,0.072034473054563
 2029-08-31 02:39:00,133.49290039956458,0.06391236976803086
 2029-09-01 02:39:00,134.46015173409356,0.05640494996341386
 2029-09-02 02:39:00,135.42789752573773,0.04944184895829946
 2029-09-03 02:39:00,136.3960706528762,0.04300263849604059
 2029-09-04 02:39:00,137.36460262590074,0.037064020903576994
 2029-09-05 02:39:00,138.33422004029504,0.03183736521962929
 2029-09-06 02:39:00,139.30406644157574,0.027034392125963393
 2029-09-07 02:39:00,140.2740911646547,0.022572089280373457
 2029-09-08 02:39:00,141.24498591141446,0.0187376784848818
 2029-09-09 02:39:00,142.21629444573168,0.01533928403494137
 2029-09-10 02:39:00,143.18834575343388,0.01245131750304902
 2029-09-11 02:39:00,144.16067105950592,0.009901915789742533
 2029-09-12 02:39:00,145.13357604763203,0.00781422564964242
 2029-09-13 02:39:00,146.106633736459,0.005908325780103438
 2029-09-14 02:39:00,147.08049802948952,0.00454576243979362
 2029-09-15 02:39:00,148.05436935341714,0.0032541093063753824
 2029-09-16 02:39:00,149.02892217764546,0.0023423041241560833
 2029-09-17 02:39:00,150.00408771573055,0.0017400582151172518
 2029-09-18 02:39:00,150.9794144495278,0.0012106732662989252
 2029-09-19 02:39:00,151.95520402770757,0.0008713961607965183
 2029-09-20 02:39:00,152.93140850663767,0.0005974127928400833
