jd,theta_na,theta_sa,r
1904188.500000,57.590169,60.618518,1.016531
1904189.500000,58.543448,61.571835,1.016618
1904190.500000,59.496623,62.525047,1.016702
1904191.500000,60.449711,63.478174,1.016782
1904192.500000,61.402730,64.431231,1.016857
1904193.500000,62.355698,65.384237,1.016928
1904194.500000,63.308631,66.337207,1.016994
1904195.500000,64.261539,67.290153,1.017055
1904196.500000,65.214429,68.243081,1.017110
1904197.500000,66.167302,69.195991,1.017159
1904198.500000,67.120153,70.148880,1.017202
1904199.500000,68.072975,71.101740,1.017239
1904200.500000,69.025756,72.054559,1.017269
1904201.500000,69.978485,73.007326,1.017293
1904202.500000,70.931152,73.960031,1.017312
1904203.500000,71.883750,74.912667,1.017324
1904204.500000,72.836273,75.865227,1.017330
1904205.500000,73.788719,76.817711,1.017330
1904206.500000,74.741089,77.770119,1.017325
1904207.500000,75.693387,78.722454,1.017314
1904208.500000,76.645619,79.674725,1.017298
1904209.500000,77.597798,80.626941,1.017277
1904210.500000,78.549936,81.579117,1.017252
1904211.500000,79.502052,82.531271,1.017222
1904212.500000,80.454167,83.483424,1.017188
1904213.500000,81.406304,84.435599,1.017150
1904214.500000,82.358486,85.387818,1.017109
1904215.500000,83.310734,86.340104,1.017064
1904216.500000,84.263068,87.292476,1.017016
1904217.500000,85.215507,88.244952,1.016964
1904218.500000,86.168070,89.197553,1.016909
1904219.500000,87.120781,90.150303,1.016851
1904220.500000,88.073667,91.103227,1.016788
1904221.500000,89.026755,92.056352,1.016722
1904222.500000,89.980067,93.009702,1.016650
1904223.500000,90.933621,93.963294,1.016575
1904224.500000,91.887427,94.917137,1.016494
1904225.500000,92.841488,95.871236,1.016407
1904226.500000,93.795800,96.825586,1.016315
1904227.500000,94.750356,97.780179,1.016218
1904228.500000,95.705145,98.735007,1.016114
1904229.500000,96.660157,99.690057,1.016004
1904230.500000,97.615381,100.645318,1.015889
1904231.500000,98.570808,101.600783,1.015768
1904232.500000,99.526432,102.556444,1.015641
1904233.500000,100.482248,103.512299,1.015509
1904234.500000,101.438255,104.468344,1.015371
1904235.500000,102.394454,105.424581,1.015228
1904236.500000,103.350849,106.381013,1.015080
1904237.500000,104.307444,107.337646,1.014927
1904238.500000,105.264249,108.294489,1.014770
1904239.500000,106.221275,109.251553,1.014608
1904240.500000,107.178536,110.208851,1.014443
1904241.500000,108.136047,111.166400,1.014274
1904242.500000,109.093823,112.124214,1.014103
1904243.500000,110.051880,113.082309,1.013928
1904244.500000,111.010232,114.040699,1.013751
1904245.500000,111.968897,114.999402,1.013571
1904246.500000,112.927896,115.958438,1.013389
1904247.500000,113.887256,116.917836,1.013204
1904248.500000,114.847008,117.877626,1.013017
1904249.500000,115.807187,118.837842,1.012827
1904250.500000,116.767818,119.798512,1.012634
1904251.500000,117.728923,120.759654,1.012438
1904252.500000,118.690513,121.721282,1.012239
1904253.500000,119.652592,122.683399,1.012035
1904254.500000,120.615158,123.646002,1.011827
1904255.500000,121.578203,124.609086,1.011616
1904256.500000,122.541718,125.572639,1.011399
1904257.500000,123.505693,126.536652,1.011179
1904258.500000,124.470117,127.501113,1.010954
1904259.500000,125.434979,128.466013,1.010724
1904260.500000,126.400273,129.431344,1.010490
1904261.500000,127.365991,130.397101,1.010252
1904262.500000,128.332130,131.363277,1.010010
1904263.500000,129.298686,132.329871,1.009763
1904264.500000,130.265658,133.296881,1.009513
1904265.500000,131.233045,134.264306,1.009259
1904266.500000,132.200849,135.232147,1.009002
1904267.500000,133.169072,136.200408,1.008741
1904268.500000,134.137717,137.169091,1.008478
1904269.500000,135.106791,138.138202,1.008213
1904270.500000,136.076297,139.107747,1.007946
1904271.500000,137.046244,140.077731,1.007678
1904272.500000,138.016638,141.048163,1.007409
1904273.500000,138.987493,142.019056,1.007138
1904274.500000,139.958829,142.990430,1.006867
1904275.500000,140.930675,143.962314,1.006596
1904276.500000,141.903063,144.934740,1.006324
1904277.500000,142.876028,145.907742,1.006051
1904278.500000,143.849597,146.881349,1.005778
1904279.500000,144.823791,147.855581,1.005503
1904280.500000,145.798623,148.830450,1.005228
1904281.500000,146.774094,149.805960,1.004951
1904282.500000,147.750204,150.782108,1.004672
1904283.500000,148.726947,151.758888,1.004392
1904284.500000,149.704312,152.736291,1.004109
1904285.500000,150.682291,153.714307,1.003825
1904286.500000,151.660871,154.692926,1.003538
1904287.500000,152.640043,155.672136,1.003249
1904288.500000,153.619798,156.651928,1.002958
1904289.500000,154.600126,157.632294,1.002664
1904290.500000,155.581021,158.613227,1.002369
1904291.500000,156.562474,159.594718,1.002071
1904292.500000,157.544479,160.576760,1.001772
1904293.500000,158.527028,161.559347,1.001471
1904294.500000,159.510113,162.542470,1.001168
1904295.500000,160.493727,163.526122,1.000865
1904296.500000,161.477862,164.510295,1.000560
1904297.500000,162.462509,165.494980,1.000255
1904298.500000,163.447663,166.480172,0.999950
1904299.500000,164.433320,167.465866,0.999646
1904300.500000,165.419479,168.452063,0.999342
1904301.500000,166.406148,169.438770,0.999040
1904302.500000,167.393345,170.426004,0.998739
1904303.500000,168.381092,171.413790,0.998440
1904304.500000,169.369422,172.402157,0.998143
1904305.500000,170.358364,173.391137,0.997848
1904306.500000,171.347945,174.380755,0.997555
1904307.500000,172.338181,175.371030,0.997263
1904308.500000,173.329083,176.361969,0.996973
1904309.500000,174.320653,177.353577,0.996685
1904310.500000,175.312889,178.345851,0.996398
1904311.500000,176.305785,179.338785,0.996111
1904312.500000,177.299332,180.332370,0.995826
1904313.500000,178.293521,181.326596,0.995541
1904314.500000,179.288341,182.321454,0.995257
1904315.500000,180.283780,183.316932,0.994974
1904316.500000,181.279830,184.313019,0.994691
1904317.500000,182.276479,185.309705,0.994408
1904318.500000,183.273716,186.306980,0.994126
1904319.500000,184.271530,187.304832,0.993844
1904320.500000,185.269909,188.303249,0.993563
1904321.500000,186.268838,189.302217,0.993282
1904322.500000,187.268301,190.301717,0.993002
1904323.500000,188.268279,191.301733,0.992723
1904324.500000,189.268751,192.302242,0.992445
1904325.500000,190.269695,193.303225,0.992169
1904326.500000,191.271095,194.304662,0.991895
1904327.500000,192.272934,195.306539,0.991623
1904328.500000,193.275204,196.308847,0.991354
1904329.500000,194.277906,197.311587,0.991088
1904330.500000,195.281051,198.314770,0.990826
1904331.500000,196.284657,199.318414,0.990568
1904332.500000,197.288748,200.322542,0.990314
1904333.500000,198.293347,201.327179,0.990065
1904334.500000,199.298474,202.332344,0.989820
1904335.500000,200.304142,203.338050,0.989579
1904336.500000,201.310358,204.344303,0.989343
1904337.500000,202.317123,205.351106,0.989111
1904338.500000,203.324433,206.358453,0.988882
1904339.500000,204.332282,207.366341,0.988658
1904340.500000,205.340664,208.374761,0.988437
1904341.500000,206.349570,209.383704,0.988219
1904342.500000,207.358989,210.393161,0.988005
1904343.500000,208.368912,211.403122,0.987794
1904344.500000,209.379328,212.413576,0.987586
1904345.500000,210.390226,213.424512,0.987381
1904346.500000,211.401594,214.435918,0.987179
1904347.500000,212.413419,215.447780,0.986979
1904348.500000,213.425683,216.460082,0.986783
1904349.500000,214.438367,217.472804,0.986588
1904350.500000,215.451447,218.485921,0.986397
1904351.500000,216.464895,219.499407,0.986208
1904352.500000,217.478678,220.513228,0.986022
1904353.500000,218.492766,221.527354,0.985839
1904354.500000,219.507127,222.541753,0.985660
1904355.500000,220.521739,223.556403,0.985485
1904356.500000,221.536586,224.571287,0.985314
1904357.500000,222.551661,225.586400,0.985148
1904358.500000,223.566968,226.601745,0.984987
1904359.500000,224.582517,227.617332,0.984832
1904360.500000,225.598323,228.633175,0.984682
1904361.500000,226.614400,229.649290,0.984539
1904362.500000,227.630761,230.665689,0.984401
1904363.500000,228.647414,231.682380,0.984270
1904364.500000,229.664361,232.699365,0.984145
1904365.500000,230.681603,233.716645,0.984026
1904366.500000,231.699137,234.734216,0.983912
1904367.500000,232.716957,235.752074,0.983805
1904368.500000,233.735058,236.770213,0.983703
1904369.500000,234.753434,237.788627,0.983607
1904370.500000,235.772079,238.807310,0.983515
1904371.500000,236.790984,239.826252,0.983429
1904372.500000,237.810141,240.845447,0.983348
1904373.500000,238.829541,241.864885,0.983271
1904374.500000,239.849174,242.884556,0.983198
1904375.500000,240.869025,243.904445,0.983130
1904376.500000,241.889079,244.924537,0.983066
1904377.500000,242.909313,245.944808,0.983006
1904378.500000,243.929700,246.965233,0.982950
1904379.500000,244.950205,247.985776,0.982898
1904380.500000,245.970791,249.006400,0.982849
1904381.500000,246.991417,250.027064,0.982804
1904382.500000,248.012049,251.047734,0.982764
1904383.500000,249.032656,252.068379,0.982728
1904384.500000,250.053219,253.088979,0.982696
1904385.500000,251.073725,254.109523,0.982670
1904386.500000,252.094173,255.130009,0.982649
1904387.500000,253.114564,256.150438,0.982634
1904388.500000,254.134903,257.170815,0.982625
1904389.500000,255.155197,258.191147,0.982623
1904390.500000,256.175451,259.211438,0.982627
1904391.500000,257.195668,260.231693,0.982638
1904392.500000,258.215849,261.251912,0.982655
1904393.500000,259.235994,262.272094,0.982679
1904394.500000,260.256101,263.292239,0.982709
1904395.500000,261.276169,264.312345,0.982746
1904396.500000,262.296196,265.332410,0.982790
1904397.500000,263.316181,266.352433,0.982839
1904398.500000,264.336121,267.372411,0.982894
1904399.500000,265.356015,268.392342,0.982955
1904400.500000,266.375858,269.412223,0.983021
1904401.500000,267.395648,270.432051,0.983093
1904402.500000,268.415378,271.451819,0.983169
1904403.500000,269.435040,272.471518,0.983250
1904404.500000,270.454619,273.491135,0.983335
1904405.500000,271.474096,274.510650,0.983424
1904406.500000,272.493445,275.530037,0.983518
1904407.500000,273.512633,276.549262,0.983614
1904408.500000,274.531619,277.568287,0.983715
1904409.500000,275.550365,278.587070,0.983819
1904410.500000,276.568832,279.605576,0.983926
1904411.500000,277.586992,280.623773,0.984037
1904412.500000,278.604823,281.641642,0.984152
1904413.500000,279.622311,282.659168,0.984271
1904414.500000,280.639450,283.676345,0.984395
1904415.500000,281.656235,284.693168,0.984523
1904416.500000,282.672664,285.709634,0.984656
1904417.500000,283.688735,286.725743,0.984795
1904418.500000,284.704448,287.741494,0.984939
1904419.500000,285.719804,288.756888,0.985089
1904420.500000,286.734804,289.771926,0.985245
1904421.500000,287.749449,290.786608,0.985406
1904422.500000,288.763741,291.800938,0.985573
1904423.500000,289.777683,292.814918,0.985745
1904424.500000,290.791280,293.828552,0.985923
1904425.500000,291.804534,294.841845,0.986107
1904426.500000,292.817453,295.854801,0.986295
1904427.500000,293.830040,296.867426,0.986489
1904428.500000,294.842300,297.879724,0.986687
1904429.500000,295.854237,298.891699,0.986889
1904430.500000,296.865853,299.903352,0.987096
1904431.500000,297.877145,300.914682,0.987306
1904432.500000,298.888108,301.925683,0.987520
1904433.500000,299.898728,302.936341,0.987737
1904434.500000,300.908986,303.946636,0.987957
1904435.500000,301.918852,304.956541,0.988179
1904436.500000,302.928294,305.966021,0.988403
1904437.500000,303.937277,306.975041,0.988629
1904438.500000,304.945767,307.983569,0.988858
1904439.500000,305.953741,308.991581,0.989088
1904440.500000,306.961180,309.999057,0.989319
1904441.500000,307.968071,311.005986,0.989553
1904442.500000,308.974404,312.012358,0.989790
1904443.500000,309.980171,313.018162,0.990028
1904444.500000,310.985364,314.023393,0.990270
1904445.500000,311.989977,315.028044,0.990515
1904446.500000,312.994006,316.032110,0.990763
1904447.500000,313.997450,317.035592,0.991014
1904448.500000,315.000311,318.038491,0.991269
1904449.500000,316.002594,319.040812,0.991528
1904450.500000,317.004304,320.042560,0.991790
1904451.500000,318.005450,321.043743,0.992056
1904452.500000,319.006041,322.044373,0.992325
1904453.500000,320.006090,323.044459,0.992598
1904454.500000,321.005607,324.044014,0.992874
1904455.500000,322.004607,325.043051,0.993153
1904456.500000,323.003101,326.041584,0.993435
1904457.500000,324.001103,327.039623,0.993720
1904458.500000,324.998622,328.037180,0.994007
1904459.500000,325.995665,329.034261,0.994296
1904460.500000,326.992234,330.030868,0.994587
1904461.500000,327.988325,331.026997,0.994880
1904462.500000,328.983927,332.022637,0.995173
1904463.500000,329.979022,333.017769,0.995467
1904464.500000,330.973585,334.012370,0.995761
1904465.500000,331.967592,335.006415,0.996054
1904466.500000,332.961019,335.999880,0.996348
1904467.500000,333.953850,336.992749,0.996640
1904468.500000,334.946071,337.985007,0.996933
1904469.500000,335.937672,338.976646,0.997224
1904470.500000,336.928642,339.967654,0.997515
1904471.500000,337.918970,340.958020,0.997806
1904472.500000,338.908644,341.947731,0.998097
1904473.500000,339.897655,342.936780,0.998388
1904474.500000,340.885997,343.925160,0.998680
1904475.500000,341.873668,344.912869,0.998972
1904476.500000,342.860673,345.899912,0.999265
1904477.500000,343.847016,346.886293,0.999558
1904478.500000,344.832709,347.872023,0.999853
1904479.500000,345.817763,348.857115,1.000149
1904480.500000,346.802193,349.841583,1.000445
1904481.500000,347.786016,350.825444,1.000743
1904482.500000,348.769250,351.808716,1.001042
1904483.500000,349.751914,352.791418,1.001341
1904484.500000,350.734029,353.773570,1.001641
1904485.500000,351.715612,354.755191,1.001942
1904486.500000,352.696683,355.736300,1.002242
1904487.500000,353.677255,356.716909,1.002543
1904488.500000,354.657338,357.697030,1.002844
1904489.500000,355.636937,358.676668,1.003144
1904490.500000,356.616052,359.655820,1.003443
1904491.500000,357.594674,0.634480,1.003740
