jd,theta_na,theta_sa,r
2269532.500000,141.671284,158.575194,1.007152
2269533.500000,142.642906,159.546854,1.006882
2269534.500000,143.614962,160.518948,1.006612
2269535.500000,144.587457,161.491482,1.006340
2269536.500000,145.560404,162.464466,1.006067
2269537.500000,146.533820,163.437920,1.005794
2269538.500000,147.507734,164.411873,1.005521
2269539.500000,148.482180,165.386357,1.005248
2269540.500000,149.457192,166.361407,1.004975
2269541.500000,150.432801,167.337054,1.004701
2269542.500000,151.409029,168.313320,1.004427
2269543.500000,152.385887,169.290217,1.004152
2269544.500000,153.363382,170.267750,1.003877
2269545.500000,154.341513,171.245919,1.003600
2269546.500000,155.320275,172.224719,1.003322
2269547.500000,156.299661,173.204143,1.003043
2269548.500000,157.279661,174.184181,1.002762
2269549.500000,158.260268,175.164826,1.002479
2269550.500000,159.241472,176.146068,1.002195
2269551.500000,160.223264,177.127899,1.001908
2269552.500000,161.205638,178.110310,1.001620
2269553.500000,162.188585,179.093296,1.001330
2269554.500000,163.172099,180.076848,1.001039
2269555.500000,164.156171,181.060958,1.000746
2269556.500000,165.140792,182.045618,1.000451
2269557.500000,166.125953,183.030817,1.000155
2269558.500000,167.111641,184.016543,0.999858
2269559.500000,168.097844,185.002784,0.999561
2269560.500000,169.084549,185.989527,0.999263
2269561.500000,170.071746,186.976762,0.998965
2269562.500000,171.059425,187.964480,0.998667
2269563.500000,172.047585,188.952678,0.998371
2269564.500000,173.036231,189.941361,0.998076
2269565.500000,174.025376,190.930545,0.997782
2269566.500000,175.015045,191.920252,0.997491
2269567.500000,176.005267,192.910512,0.997201
2269568.500000,176.996072,193.901355,0.996914
2269569.500000,177.987486,194.892807,0.996630
2269570.500000,178.979526,195.884886,0.996347
2269571.500000,179.972204,196.877602,0.996067
2269572.500000,180.965523,197.870959,0.995788
2269573.500000,181.959482,198.864956,0.995512
2269574.500000,182.954077,199.859589,0.995236
2269575.500000,183.949302,200.854852,0.994963
2269576.500000,184.945148,201.850736,0.994690
2269577.500000,185.941607,202.847234,0.994418
2269578.500000,186.938672,203.844337,0.994148
2269579.500000,187.936333,204.842036,0.993878
2269580.500000,188.934581,205.840322,0.993609
2269581.500000,189.933407,206.839186,0.993341
2269582.500000,190.932800,207.838618,0.993074
2269583.500000,191.932748,208.838603,0.992807
2269584.500000,192.933235,209.839128,0.992542
2269585.500000,193.934242,210.840174,0.992277
2269586.500000,194.935749,211.841718,0.992013
2269587.500000,195.937729,212.843737,0.991750
2269588.500000,196.940160,213.846206,0.991489
2269589.500000,197.943017,214.849101,0.991230
2269590.500000,198.946282,215.852405,0.990973
2269591.500000,199.949945,216.856105,0.990720
2269592.500000,200.954002,217.860201,0.990469
2269593.500000,201.958463,218.864700,0.990222
2269594.500000,202.963343,219.869618,0.989979
2269595.500000,203.968663,220.874976,0.989741
2269596.500000,204.974446,221.880797,0.989507
2269597.500000,205.980710,222.887099,0.989277
2269598.500000,206.987467,223.893894,0.989052
2269599.500000,207.994724,224.901190,0.988832
2269600.500000,209.002483,225.908987,0.988616
2269601.500000,210.010742,226.917284,0.988404
2269602.500000,211.019498,227.926078,0.988197
2269603.500000,212.028744,228.935363,0.987994
2269604.500000,213.038476,229.945133,0.987794
2269605.500000,214.048687,230.955381,0.987598
2269606.500000,215.059368,231.966100,0.987406
2269607.500000,216.070512,232.977283,0.987217
2269608.500000,217.082110,233.988919,0.987031
2269609.500000,218.094152,235.000999,0.986848
2269610.500000,219.106625,236.013511,0.986668
2269611.500000,220.119515,237.026438,0.986491
2269612.500000,221.132801,238.039763,0.986317
2269613.500000,222.146459,239.053459,0.986146
2269614.500000,223.160459,240.067497,0.985977
2269615.500000,224.174767,241.081843,0.985811
2269616.500000,225.189348,242.096462,0.985649
2269617.500000,226.204170,243.111323,0.985490
2269618.500000,227.219207,244.126397,0.985334
2269619.500000,228.234439,245.141668,0.985183
2269620.500000,229.249859,246.157126,0.985036
2269621.500000,230.265467,247.172772,0.984894
2269622.500000,231.281271,248.188614,0.984757
2269623.500000,232.297282,249.204663,0.984626
2269624.500000,233.313511,250.220930,0.984501
2269625.500000,234.329968,251.237426,0.984382
2269626.500000,235.346661,252.254157,0.984269
2269627.500000,236.363592,253.271126,0.984163
2269628.500000,237.380761,254.288333,0.984062
2269629.500000,238.398166,255.305776,0.983968
2269630.500000,239.415805,256.323454,0.983879
2269631.500000,240.433676,257.341362,0.983796
2269632.500000,241.451774,258.359498,0.983719
2269633.500000,242.470096,259.377859,0.983647
2269634.500000,243.488637,260.396438,0.983580
2269635.500000,244.507393,261.415232,0.983518
2269636.500000,245.526357,262.434234,0.983461
2269637.500000,246.545521,263.453436,0.983409
2269638.500000,247.564873,264.472826,0.983361
2269639.500000,248.584399,265.492390,0.983317
2269640.500000,249.604078,266.512108,0.983277
2269641.500000,250.623883,267.531951,0.983241
2269642.500000,251.643782,268.551888,0.983209
2269643.500000,252.663734,269.571878,0.983180
2269644.500000,253.683701,270.591883,0.983155
2269645.500000,254.703644,271.611864,0.983134
2269646.500000,255.723533,272.631792,0.983117
2269647.500000,256.743347,273.651644,0.983104
2269648.500000,257.763072,274.671407,0.983096
2269649.500000,258.782703,275.691076,0.983093
2269650.500000,259.802238,276.710649,0.983096
2269651.500000,260.821679,277.730128,0.983104
2269652.500000,261.841028,278.749516,0.983118
2269653.500000,262.860287,279.768813,0.983139
2269654.500000,263.879458,280.788022,0.983166
2269655.500000,264.898541,281.807143,0.983199
2269656.500000,265.917536,282.826177,0.983239
2269657.500000,266.936444,283.845122,0.983285
2269658.500000,267.955263,284.863980,0.983337
2269659.500000,268.973996,285.882751,0.983396
2269660.500000,269.992643,286.901436,0.983460
2269661.500000,271.011206,287.920037,0.983531
2269662.500000,272.029685,288.938554,0.983607
2269663.500000,273.048081,289.956988,0.983689
2269664.500000,274.066392,290.975337,0.983775
2269665.500000,275.084615,291.993599,0.983867
2269666.500000,276.102745,293.011766,0.983963
2269667.500000,277.120769,294.029829,0.984064
2269668.500000,278.138671,295.047769,0.984168
2269669.500000,279.156428,296.065564,0.984276
2269670.500000,280.174007,297.083181,0.984388
2269671.500000,281.191371,298.100583,0.984503
2269672.500000,282.208480,299.117731,0.984622
2269673.500000,283.225300,300.134588,0.984743
2269674.500000,284.241799,301.151126,0.984868
2269675.500000,285.257957,302.167322,0.984996
2269676.500000,286.273759,303.183162,0.985128
2269677.500000,287.289196,304.198637,0.985264
2269678.500000,288.304259,305.213738,0.985403
2269679.500000,289.318942,306.228460,0.985548
2269680.500000,290.333240,307.242796,0.985697
2269681.500000,291.347149,308.256743,0.985851
2269682.500000,292.360667,309.270299,0.986010
2269683.500000,293.373793,310.283463,0.986175
2269684.500000,294.386530,311.296239,0.986345
2269685.500000,295.398881,312.308627,0.986521
2269686.500000,296.410849,313.320633,0.986701
2269687.500000,297.422441,314.332263,0.986887
2269688.500000,298.433663,315.343524,0.987078
2269689.500000,299.444524,316.354423,0.987274
2269690.500000,300.455031,317.364968,0.987475
2269691.500000,301.465191,318.375167,0.987680
2269692.500000,302.475011,319.385025,0.987889
2269693.500000,303.484495,320.394546,0.988103
2269694.500000,304.493643,321.403733,0.988320
2269695.500000,305.502452,322.412580,0.988541
2269696.500000,306.510912,323.421078,0.988764
2269697.500000,307.519006,324.429210,0.988991
2269698.500000,308.526709,325.436951,0.989219
2269699.500000,309.533990,326.444271,0.989450
2269700.500000,310.540819,327.451137,0.989682
2269701.500000,311.547164,328.457521,0.989915
2269702.500000,312.553003,329.463398,0.990150
2269703.500000,313.558317,330.468750,0.990387
2269704.500000,314.563094,331.473566,0.990625
2269705.500000,315.567322,332.477832,0.990865
2269706.500000,316.570989,333.481537,0.991107
2269707.500000,317.574083,334.484668,0.991351
2269708.500000,318.576592,335.487216,0.991598
2269709.500000,319.578511,336.489173,0.991847
2269710.500000,320.579835,337.490535,0.992099
2269711.500000,321.580564,338.491303,0.992354
2269712.500000,322.580703,339.491479,0.992613
2269713.500000,323.580257,340.491072,0.992874
2269714.500000,324.579237,341.490089,0.993139
2269715.500000,325.577652,342.488543,0.993407
2269716.500000,326.575516,343.486445,0.993678
2269717.500000,327.572843,344.483810,0.993952
2269718.500000,328.569647,345.480652,0.994229
2269719.500000,329.565943,346.476986,0.994509
2269720.500000,330.561745,347.472826,0.994791
2269721.500000,331.557064,348.468184,0.995075
2269722.500000,332.551909,349.463067,0.995362
2269723.500000,333.546286,350.457482,0.995650
2269724.500000,334.540192,351.451426,0.995939
2269725.500000,335.533620,352.444893,0.996230
2269726.500000,336.526556,353.437867,0.996520
2269727.500000,337.518980,354.430329,0.996811
2269728.500000,338.510871,355.422258,0.997101
2269729.500000,339.502210,356.413635,0.997391
2269730.500000,340.492983,357.404446,0.997680
2269731.500000,341.483177,358.394678,0.997968
2269732.500000,342.472783,359.384322,0.998255
2269733.500000,343.461788,0.373365,0.998541
2269734.500000,344.450177,1.361793,0.998826
2269735.500000,345.437936,2.349590,0.999111
2269736.500000,346.425050,3.336742,0.999395
2269737.500000,347.411510,4.323240,0.999680
2269738.500000,348.397312,5.309080,0.999964
2269739.500000,349.382457,6.294263,1.000249
2269740.500000,350.366949,7.278794,1.000534
2269741.500000,351.350800,8.262682,1.000820
