jd,theta_na,theta_sa,r
1209915.500000,133.084921,110.085225,1.007270
1209916.500000,134.056352,111.056694,1.006983
1209917.500000,135.028273,112.028652,1.006693
1209918.500000,136.000694,113.001111,1.006403
1209919.500000,136.973627,113.974080,1.006111
1209920.500000,137.947081,114.947572,1.005819
1209921.500000,138.921067,115.921595,1.005526
1209922.500000,139.895597,116.896162,1.005233
1209923.500000,140.870687,117.871289,1.004940
1209924.500000,141.846356,118.846996,1.004647
1209925.500000,142.822632,119.823308,1.004353
1209926.500000,143.799541,120.800254,1.004060
1209927.500000,144.777111,121.777862,1.003766
1209928.500000,145.755363,122.756151,1.003471
1209929.500000,146.734308,123.735133,1.003175
1209930.500000,147.713947,124.714809,1.002878
1209931.500000,148.694275,125.695174,1.002580
1209932.500000,149.675276,126.676213,1.002279
1209933.500000,150.656934,127.657908,1.001977
1209934.500000,151.639228,128.640238,1.001674
1209935.500000,152.622138,129.623186,1.001368
1209936.500000,153.605646,130.606731,1.001060
1209937.500000,154.589739,131.590862,1.000751
1209938.500000,155.574406,132.575565,1.000440
1209939.500000,156.559638,133.560834,1.000128
1209940.500000,157.545429,134.546663,0.999815
1209941.500000,158.531777,135.533048,0.999501
1209942.500000,159.518677,136.519985,0.999186
1209943.500000,160.506128,137.507474,0.998871
1209944.500000,161.494129,138.495512,0.998556
1209945.500000,162.482679,139.484098,0.998242
1209946.500000,163.471776,140.473233,0.997928
1209947.500000,164.461422,141.462916,0.997616
1209948.500000,165.451616,142.453147,0.997304
1209949.500000,166.442360,143.443928,0.996995
1209950.500000,167.433659,144.435264,0.996688
1209951.500000,168.425524,145.427166,0.996383
1209952.500000,169.417973,146.419653,0.996081
1209953.500000,170.411033,147.412750,0.995781
1209954.500000,171.404732,148.406486,0.995484
1209955.500000,172.399097,149.400888,0.995189
1209956.500000,173.394147,150.395976,0.994896
1209957.500000,174.389892,151.391758,0.994606
1209958.500000,175.386332,152.388235,0.994317
1209959.500000,176.383458,153.385398,0.994030
1209960.500000,177.381254,154.383232,0.993744
1209961.500000,178.379704,155.381719,0.993459
1209962.500000,179.378788,156.380840,0.993175
1209963.500000,180.378485,157.380573,0.992892
1209964.500000,181.378775,158.380901,0.992610
1209965.500000,182.379642,159.381805,0.992329
1209966.500000,183.381070,160.383270,0.992049
1209967.500000,184.383045,161.385283,0.991769
1209968.500000,185.385555,162.387830,0.991491
1209969.500000,186.388588,163.390899,0.991215
1209970.500000,187.392131,164.394480,0.990940
1209971.500000,188.396174,165.398560,0.990667
1209972.500000,189.400704,166.403127,0.990396
1209973.500000,190.405707,167.408168,0.990128
1209974.500000,191.411172,168.413669,0.989862
1209975.500000,192.417086,169.419620,0.989600
1209976.500000,193.423438,170.426010,0.989341
1209977.500000,194.430221,171.432830,0.989086
1209978.500000,195.437431,172.440077,0.988835
1209979.500000,196.445074,173.447758,0.988589
1209980.500000,197.453165,174.455885,0.988347
1209981.500000,198.461725,175.464483,0.988111
1209982.500000,199.470782,176.473577,0.987880
1209983.500000,200.480359,177.483191,0.987653
1209984.500000,201.490471,178.493340,0.987432
1209985.500000,202.501126,179.504033,0.987215
1209986.500000,203.512321,180.515264,0.987003
1209987.500000,204.524046,181.527026,0.986796
1209988.500000,205.536287,182.539305,0.986592
1209989.500000,206.549029,183.552084,0.986392
1209990.500000,207.562253,184.565345,0.986195
1209991.500000,208.575940,185.579069,0.986002
1209992.500000,209.590071,186.593237,0.985813
1209993.500000,210.604627,187.607831,0.985626
1209994.500000,211.619591,188.622832,0.985443
1209995.500000,212.634944,189.638223,0.985263
1209996.500000,213.650671,190.653986,0.985086
1209997.500000,214.666751,191.670104,0.984912
1209998.500000,215.683168,192.686557,0.984742
1209999.500000,216.699899,193.703326,0.984575
1210000.500000,217.716923,194.720387,0.984412
1210001.500000,218.734217,195.737718,0.984253
1210002.500000,219.751756,196.755294,0.984099
1210003.500000,220.769518,197.773093,0.983948
1210004.500000,221.787482,198.791095,0.983803
1210005.500000,222.805631,199.809281,0.983663
1210006.500000,223.823957,200.827644,0.983529
1210007.500000,224.842457,201.846182,0.983400
1210008.500000,225.861143,202.864904,0.983278
1210009.500000,226.880031,203.883830,0.983162
1210010.500000,227.899143,204.902979,0.983053
1210011.500000,228.918497,205.922370,0.982950
1210012.500000,229.938106,206.942016,0.982855
1210013.500000,230.957974,207.961921,0.982765
1210014.500000,231.978096,208.982081,0.982683
1210015.500000,232.998466,210.002488,0.982606
1210016.500000,234.019072,211.023130,0.982535
1210017.500000,235.039901,212.043997,0.982469
1210018.500000,236.060941,213.065074,0.982409
1210019.500000,237.082176,214.086346,0.982354
1210020.500000,238.103590,215.107797,0.982304
1210021.500000,239.125166,216.129411,0.982258
1210022.500000,240.146889,217.151171,0.982217
1210023.500000,241.168740,218.173059,0.982181
1210024.500000,242.190700,219.195056,0.982148
1210025.500000,243.212749,220.217142,0.982120
1210026.500000,244.234865,221.239295,0.982097
1210027.500000,245.257022,222.261490,0.982077
1210028.500000,246.279192,223.283697,0.982062
1210029.500000,247.301346,224.305887,0.982051
1210030.500000,248.323450,225.328029,0.982044
1210031.500000,249.345475,226.350092,0.982043
1210032.500000,250.367394,227.372048,0.982046
1210033.500000,251.389185,228.393875,0.982055
1210034.500000,252.410833,229.415561,0.982070
1210035.500000,253.432335,230.437100,0.982090
1210036.500000,254.453695,231.458497,0.982117
1210037.500000,255.474926,232.479765,0.982150
1210038.500000,256.496043,233.500919,0.982190
1210039.500000,257.517060,234.521974,0.982237
1210040.500000,258.537986,235.542936,0.982292
1210041.500000,259.558823,236.563811,0.982352
1210042.500000,260.579570,237.584595,0.982420
1210043.500000,261.600223,238.605285,0.982494
1210044.500000,262.620777,239.625876,0.982575
1210045.500000,263.641225,240.646362,0.982661
1210046.500000,264.661562,241.666736,0.982753
1210047.500000,265.681781,242.686991,0.982851
1210048.500000,266.701870,243.707118,0.982953
1210049.500000,267.721822,244.727107,0.983061
1210050.500000,268.741622,245.746944,0.983173
1210051.500000,269.761258,246.766618,0.983289
1210052.500000,270.780715,247.786112,0.983410
1210053.500000,271.799975,248.805409,0.983535
1210054.500000,272.819017,249.824488,0.983663
1210055.500000,273.837815,250.843323,0.983796
1210056.500000,274.856341,251.861886,0.983931
1210057.500000,275.874562,252.880144,0.984071
1210058.500000,276.892444,253.898064,0.984214
1210059.500000,277.909954,254.915611,0.984361
1210060.500000,278.927064,255.932758,0.984511
1210061.500000,279.943750,256.949481,0.984666
1210062.500000,280.959998,257.965766,0.984825
1210063.500000,281.975801,258.981607,0.984988
1210064.500000,282.991163,259.997006,0.985157
1210065.500000,284.006089,261.011969,0.985330
1210066.500000,285.020591,262.026508,0.985509
1210067.500000,286.034677,263.040631,0.985694
1210068.500000,287.048354,264.054345,0.985885
1210069.500000,288.061625,265.067653,0.986081
1210070.500000,289.074493,266.080559,0.986283
1210071.500000,290.086960,267.093063,0.986490
1210072.500000,291.099029,268.105170,0.986702
1210073.500000,292.110704,269.116881,0.986920
1210074.500000,293.121986,270.128200,0.987142
1210075.500000,294.132878,271.139129,0.987369
1210076.500000,295.143379,272.149668,0.987600
1210077.500000,296.153490,273.159816,0.987834
1210078.500000,297.163205,274.169568,0.988072
1210079.500000,298.172520,275.178921,0.988313
1210080.500000,299.181426,276.187864,0.988557
1210081.500000,300.189912,277.196387,0.988804
1210082.500000,301.197963,278.204475,0.989053
1210083.500000,302.205558,279.212107,0.989304
1210084.500000,303.212673,280.219259,0.989558
1210085.500000,304.219277,281.225901,0.989812
1210086.500000,305.225341,282.232002,0.990069
1210087.500000,306.230833,283.237531,0.990327
1210088.500000,307.235728,284.242463,0.990587
1210089.500000,308.240006,285.246778,0.990848
1210090.500000,309.243653,286.250462,0.991111
1210091.500000,310.246666,287.253512,0.991377
1210092.500000,311.249043,288.255926,0.991644
1210093.500000,312.250786,289.257707,0.991915
1210094.500000,313.251902,290.258860,0.992188
1210095.500000,314.252394,291.259389,0.992465
1210096.500000,315.252268,292.259300,0.992745
1210097.500000,316.251530,293.258599,0.993028
1210098.500000,317.250187,294.257294,0.993315
1210099.500000,318.248248,295.255392,0.993605
1210100.500000,319.245724,296.252905,0.993898
1210101.500000,320.242628,297.249846,0.994194
1210102.500000,321.238971,298.246226,0.994493
1210103.500000,322.234766,299.242058,0.994795
1210104.500000,323.230023,300.237353,0.995098
1210105.500000,324.224750,301.232117,0.995403
1210106.500000,325.218954,302.226358,0.995710
1210107.500000,326.212638,303.220079,0.996019
1210108.500000,327.205803,304.213281,0.996328
1210109.500000,328.198445,305.205961,0.996638
1210110.500000,329.190559,306.198111,0.996948
1210111.500000,330.182131,307.189721,0.997258
1210112.500000,331.173145,308.180772,0.997567
1210113.500000,332.163577,309.171241,0.997876
1210114.500000,333.153403,310.161105,0.998184
1210115.500000,334.142600,311.150338,0.998492
1210116.500000,335.131147,312.138923,0.998798
1210117.500000,336.119030,313.126843,0.999103
1210118.500000,337.106241,314.114091,0.999407
1210119.500000,338.092774,315.100661,0.999710
1210120.500000,339.078627,316.086552,1.000012
1210121.500000,340.063799,317.071760,1.000315
1210122.500000,341.048287,318.056286,1.000617
1210123.500000,342.032093,319.040129,1.000919
1210124.500000,343.015221,320.023294,1.001222
1210125.500000,343.997679,321.005789,1.001525
1210126.500000,344.979477,321.987624,1.001829
1210127.500000,345.960631,322.968815,1.002134
1210128.500000,346.941158,323.949380,1.002439
1210129.500000,347.921079,324.929337,1.002745
1210130.500000,348.900413,325.908708,1.003051
1210131.500000,349.879180,326.887513,1.003357
1210132.500000,350.857400,327.865770,1.003663
1210133.500000,351.835089,328.843496,1.003969
1210134.500000,352.812261,329.820706,1.004274
1210135.500000,353.788930,330.797412,1.004579
1210136.500000,354.765103,331.773622,1.004882
1210137.500000,355.740788,332.749344,1.005184
1210138.500000,356.715985,333.724578,1.005484
1210139.500000,357.690690,334.699320,1.005781
1210140.500000,358.664895,335.673563,1.006077
1210141.500000,359.638588,336.647292,1.006369
1210142.500000,0.611751,337.620492,1.006658
1210143.500000,1.584369,338.593148,1.006944
1210144.500000,2.556431,339.565247,1.007226
1210145.500000,3.527929,340.536783,1.007504
1210146.500000,4.498858,341.507749,1.007779
1210147.500000,5.469213,342.478141,1.008050
1210148.500000,6.438989,343.447954,1.008318
1210149.500000,7.408179,344.417181,1.008582
1210150.500000,8.376776,345.385815,1.008844
1210151.500000,9.344776,346.353853,1.009103
1210152.500000,10.312182,347.321296,1.009360
1210153.500000,11.279002,348.288153,1.009614
1210154.500000,12.245248,349.254436,1.009867
1210155.500000,13.210940,350.220165,1.010117
1210156.500000,14.176099,351.185361,1.010366
1210157.500000,15.140750,352.150049,1.010613
1210158.500000,16.104917,353.114253,1.010858
1210159.500000,17.068626,354.078000,1.011101
1210160.500000,18.031901,355.041312,1.011343
1210161.500000,18.994765,356.004213,1.011581
1210162.500000,19.957239,356.966724,1.011818
1210163.500000,20.919340,357.928862,1.012052
1210164.500000,21.881084,358.890644,1.012283
1210165.500000,22.842485,359.852082,1.012510
1210166.500000,23.803550,0.813184,1.012735
1210167.500000,24.764284,1.773955,1.012955
1210168.500000,25.724687,2.734396,1.013172
1210169.500000,26.684756,3.694502,1.013384
1210170.500000,27.644485,4.654268,1.013591
1210171.500000,28.603867,5.613687,1.013792
1210172.500000,29.562899,6.572756,1.013989
1210173.500000,30.521580,7.531474,1.014180
1210174.500000,31.479907,8.489839,1.014365
1210175.500000,32.437876,9.447844,1.014544
1210176.500000,33.395476,10.405482,1.014718
1210177.500000,34.352696,11.362739,1.014887
1210178.500000,35.309524,12.319605,1.015051
1210179.500000,36.265953,13.276070,1.015210
1210180.500000,37.221980,14.232135,1.015364
1210181.500000,38.177614,15.187806,1.015514
1210182.500000,39.132867,16.143096,1.015660
1210183.500000,40.087759,17.098025,1.015802
1210184.500000,41.042312,18.052615,1.015941
1210185.500000,41.996552,19.006892,1.016076
1210186.500000,42.950506,19.960883,1.016208
1210187.500000,43.904200,20.914615,1.016336
1210188.500000,44.857662,21.868113,1.016461
1210189.500000,45.810915,22.821404,1.016582
1210190.500000,46.763984,23.774510,1.016700
1210191.500000,47.716890,24.727453,1.016814
1210192.500000,48.669652,25.680252,1.016924
1210193.500000,49.622287,26.632924,1.017030
1210194.500000,50.574809,27.585484,1.017131
1210195.500000,51.527231,28.537943,1.017229
1210196.500000,52.479559,29.490308,1.017321
1210197.500000,53.431799,30.442586,1.017408
1210198.500000,54.383956,31.394779,1.017490
1210199.500000,55.336032,32.346892,1.017565
1210200.500000,56.288031,33.298929,1.017634
1210201.500000,57.239958,34.250892,1.017697
1210202.500000,58.191810,35.202783,1.017754
1210203.500000,59.143584,36.154593,1.017804
1210204.500000,60.095264,37.106311,1.017847
1210205.500000,61.046835,38.057919,1.017883
1210206.500000,61.998280,39.009401,1.017914
1210207.500000,62.949587,39.960745,1.017938
1210208.500000,63.900752,40.911947,1.017957
1210209.500000,64.851780,41.863012,1.017971
1210210.500000,65.802681,42.813950,1.017979
1210211.500000,66.753473,43.764779,1.017982
1210212.500000,67.704176,44.715520,1.017981
1210213.500000,68.654814,45.666195,1.017976
1210214.500000,69.605412,46.616831,1.017966
1210215.500000,70.555996,47.567452,1.017953
1210216.500000,71.506591,48.518083,1.017935
1210217.500000,72.457220,49.468750,1.017914
1210218.500000,73.407908,50.419474,1.017888
1210219.500000,74.358674,51.370278,1.017859
1210220.500000,75.309540,52.321182,1.017826
1210221.500000,76.260525,53.272203,1.017788
1210222.500000,77.211645,54.223361,1.017747
1210223.500000,78.162917,55.174670,1.017701
1210224.500000,79.114356,56.126145,1.017651
1210225.500000,80.065974,57.077801,1.017596
1210226.500000,81.017786,58.029650,1.017535
1210227.500000,81.969803,58.981704,1.017469
1210228.500000,82.922035,59.933973,1.017398
1210229.500000,83.874488,60.886464,1.017320
