jd,theta_na,theta_sa,r
2451989.500000,336.554416,0.434142,0.996161
2451990.500000,337.547519,1.427283,0.996446
2451991.500000,338.540094,2.419896,0.996730
2451992.500000,339.532129,3.411970,0.997015
2451993.500000,340.523615,4.403493,0.997299
2451994.500000,341.514538,5.394455,0.997583
2451995.500000,342.504889,6.384845,0.997865
2451996.500000,343.494655,7.374649,0.998147
2451997.500000,344.483822,8.363854,0.998429
2451998.500000,345.472375,9.352446,0.998709
2451999.500000,346.460300,10.340409,0.998990
2452000.500000,347.447583,11.327730,0.999270
2452001.500000,348.434211,12.314397,0.999550
2452002.500000,349.420179,13.300403,0.999830
2452003.500000,350.405484,14.285746,1.000111
2452004.500000,351.390136,15.270436,1.000392
2452005.500000,352.374150,16.254488,1.000675
2452006.500000,353.357551,17.237928,1.000959
2452007.500000,354.340368,18.220783,1.001243
2452008.500000,355.322631,19.203084,1.001529
2452009.500000,356.304364,20.184856,1.001816
2452010.500000,357.285588,21.166119,1.002103
2452011.500000,358.266317,22.146886,1.002390
2452012.500000,359.246559,23.127166,1.002678
2452013.500000,0.226320,24.106965,1.002965
2452014.500000,1.205600,25.086283,1.003252
2452015.500000,2.184400,26.065122,1.003538
2452016.500000,3.162719,27.043479,1.003823
2452017.500000,4.140557,28.021355,1.004106
2452018.500000,5.117911,28.998748,1.004388
2452019.500000,6.094780,29.975655,1.004667
2452020.500000,7.071162,30.952076,1.004944
2452021.500000,8.047054,31.928005,1.005219
2452022.500000,9.022451,32.903441,1.005490
2452023.500000,9.997347,33.878375,1.005759
2452024.500000,10.971734,34.852801,1.006024
2452025.500000,11.945601,35.826706,1.006286
2452026.500000,12.918930,36.800074,1.006545
2452027.500000,13.891706,37.772888,1.006801
2452028.500000,14.863911,38.745131,1.007054
2452029.500000,15.835530,39.716789,1.007304
2452030.500000,16.806557,40.687853,1.007552
2452031.500000,17.776989,41.658324,1.007798
2452032.500000,18.746838,42.628212,1.008042
2452033.500000,19.716122,43.597534,1.008284
2452034.500000,20.684866,44.566316,1.008525
2452035.500000,21.653100,45.534589,1.008764
2452036.500000,22.620854,46.502381,1.009002
2452037.500000,23.588156,47.469721,1.009240
2452038.500000,24.555028,48.436631,1.009475
2452039.500000,25.521489,49.403130,1.009709
2452040.500000,26.487553,50.369233,1.009942
2452041.500000,27.453234,51.334952,1.010172
2452042.500000,28.418539,52.300296,1.010401
2452043.500000,29.383479,53.265274,1.010626
2452044.500000,30.348062,54.229895,1.010849
