jd,theta_na,theta_sa,r
2460101.500000,50.876992,75.067575,1.014595
2460102.500000,51.833857,76.024478,1.014733
2460103.500000,52.790511,76.981171,1.014869
2460104.500000,53.746973,77.937671,1.015001
2460105.500000,54.703262,78.893999,1.015129
2460106.500000,55.659400,79.850175,1.015254
2460107.500000,56.615402,80.806215,1.015374
2460108.500000,57.571282,81.762134,1.015489
2460109.500000,58.527046,82.717936,1.015599
2460110.500000,59.482694,83.673622,1.015704
2460111.500000,60.438220,84.629187,1.015803
2460112.500000,61.393616,85.584621,1.015896
2460113.500000,62.348868,86.539912,1.015984
2460114.500000,63.303965,87.495046,1.016065
2460115.500000,64.258895,88.450015,1.016141
2460116.500000,65.213649,89.404807,1.016210
2460117.500000,66.168222,90.359419,1.016275
2460118.500000,67.122612,91.313847,1.016333
2460119.500000,68.076820,92.268093,1.016386
2460120.500000,69.030848,93.222160,1.016434
2460121.500000,69.984704,94.176054,1.016477
2460122.500000,70.938398,95.129787,1.016515
2460123.500000,71.891943,96.083369,1.016548
2460124.500000,72.845354,97.036819,1.016577
2460125.500000,73.798651,97.990154,1.016603
2460126.500000,74.751855,98.943396,1.016624
2460127.500000,75.704985,99.896565,1.016642
2460128.500000,76.658062,100.849680,1.016656
2460129.500000,77.611103,101.802759,1.016667
2460130.500000,78.564126,102.755821,1.016675
2460131.500000,79.517154,103.708887,1.016680
2460132.500000,80.470211,104.661982,1.016681
2460133.500000,81.423327,105.615137,1.016678
2460134.500000,82.376531,106.568379,1.016672
2460135.500000,83.329849,107.521735,1.016661
2460136.500000,84.283298,108.475223,1.016645
2460137.500000,85.236890,109.428853,1.016624
2460138.500000,86.190626,110.382628,1.016598
2460139.500000,87.144505,111.336545,1.016566
2460140.500000,88.098517,112.290595,1.016529
2460141.500000,89.052653,113.244769,1.016486
2460142.500000,90.006901,114.199055,1.016436
2460143.500000,90.961251,115.153444,1.016381
2460144.500000,91.915695,116.107927,1.016320
2460145.500000,92.870228,117.062498,1.016252
2460146.500000,93.824846,118.017154,1.016180
2460147.500000,94.779548,118.971894,1.016101
2460148.500000,95.734335,119.926720,1.016017
2460149.500000,96.689213,120.881636,1.015927
2460150.500000,97.644185,121.836646,1.015833
2460151.500000,98.599259,122.791759,1.015734
2460152.500000,99.554447,123.746985,1.015630
2460153.500000,100.509759,124.702336,1.015522
2460154.500000,101.465209,125.657824,1.015410
2460155.500000,102.420812,126.613465,1.015295
2460156.500000,103.376579,127.569270,1.015176
2460157.500000,104.332525,128.525255,1.015055
2460158.500000,105.288669,129.481437,1.014930
2460159.500000,106.245033,130.437839,1.014803
2460160.500000,107.201647,131.394492,1.014673
2460161.500000,108.158547,132.351430,1.014541
2460162.500000,109.115766,133.308687,1.014405
2460163.500000,110.073335,134.266295,1.014265
2460164.500000,111.031276,135.224273,1.014122
2460165.500000,111.989600,136.182636,1.013976
2460166.500000,112.948313,137.141387,1.013825
2460167.500000,113.907412,138.100525,1.013669
2460168.500000,114.866892,139.060043,1.013509
2460169.500000,115.826744,140.019934,1.013344
2460170.500000,116.786960,140.980187,1.013174
2460171.500000,117.747529,141.940795,1.012999
2460172.500000,118.708444,142.901749,1.012819
2460173.500000,119.669700,143.863042,1.012634
2460174.500000,120.631291,144.824672,1.012445
2460175.500000,121.593215,145.786634,1.012250
2460176.500000,122.555470,146.748928,1.012051
2460177.500000,123.518057,147.711553,1.011847
2460178.500000,124.480974,148.674508,1.011639
2460179.500000,125.444223,149.637796,1.011427
2460180.500000,126.407806,150.601417,1.011211
2460181.500000,127.371724,151.565374,1.010992
2460182.500000,128.335983,152.529670,1.010769
2460183.500000,129.300585,153.494311,1.010544
2460184.500000,130.265537,154.459301,1.010317
2460185.500000,131.230847,155.424649,1.010088
2460186.500000,132.196529,156.390370,1.009857
2460187.500000,133.162608,157.356487,1.009625
2460188.500000,134.129113,158.323030,1.009392
2460189.500000,135.096080,159.290036,1.009157
2460190.500000,136.063547,160.257541,1.008921
2460191.500000,137.031542,161.225575,1.008683
2460192.500000,138.000089,162.194160,1.008444
2460193.500000,138.969199,163.163309,1.008203
2460194.500000,139.938878,164.133026,1.007959
2460195.500000,140.909126,165.103312,1.007714
2460196.500000,141.879937,166.074161,1.007465
2460197.500000,142.851305,167.045567,1.007214
2460198.500000,143.823223,168.017523,1.006960
2460199.500000,144.795682,168.990021,1.006703
2460200.500000,145.768675,169.963053,1.006443
2460201.500000,146.742197,170.936613,1.006180
2460202.500000,147.716240,171.910694,1.005913
2460203.500000,148.690800,172.885293,1.005644
2460204.500000,149.665872,173.860403,1.005372
2460205.500000,150.641450,174.836020,1.005097
2460206.500000,151.617529,175.812136,1.004819
2460207.500000,152.594100,176.788746,1.004539
2460208.500000,153.571156,177.765840,1.004256
2460209.500000,154.548688,178.743410,1.003972
2460210.500000,155.526688,179.721449,1.003686
2460211.500000,156.505149,180.699948,1.003399
2460212.500000,157.484067,181.678905,1.003111
2460213.500000,158.463444,182.658320,1.002824
2460214.500000,159.443291,183.638205,1.002536
2460215.500000,160.423625,184.618577,1.002249
2460216.500000,161.404475,185.599466,1.001963
2460217.500000,162.385874,186.580903,1.001677
2460218.500000,163.367855,187.562923,1.001393
2460219.500000,164.350445,188.545551,1.001109
2460220.500000,165.333663,189.528807,1.000826
2460221.500000,166.317520,190.512703,1.000544
2460222.500000,167.302021,191.497242,1.000262
2460223.500000,168.287165,192.482424,0.999981
2460224.500000,169.272949,193.468246,0.999699
2460225.500000,170.259368,194.454704,0.999418
2460226.500000,171.246415,195.441789,0.999136
2460227.500000,172.234084,196.429497,0.998854
2460228.500000,173.222368,197.417819,0.998571
2460229.500000,174.211259,198.406748,0.998288
2460230.500000,175.200751,199.396278,0.998005
2460231.500000,176.190836,200.386402,0.997720
2460232.500000,177.181506,201.377110,0.997435
2460233.500000,178.172750,202.368393,0.997149
2460234.500000,179.164556,203.360237,0.996863
2460235.500000,180.156908,204.352627,0.996577
2460236.500000,181.149787,205.345544,0.996290
2460237.500000,182.143172,206.338968,0.996003
2460238.500000,183.137044,207.332878,0.995717
2460239.500000,184.131383,208.327256,0.995432
2460240.500000,185.126178,209.322088,0.995148
2460241.500000,186.121420,210.317369,0.994866
2460242.500000,187.117114,211.313101,0.994585
2460243.500000,188.113273,212.309298,0.994308
2460244.500000,189.109917,213.305981,0.994033
2460245.500000,190.107073,214.303175,0.993761
2460246.500000,191.104766,215.300906,0.993493
2460247.500000,192.103016,216.299195,0.993228
2460248.500000,193.101838,217.298055,0.992966
2460249.500000,194.101239,218.297495,0.992708
2460250.500000,195.101223,219.297517,0.992453
2460251.500000,196.101789,220.298121,0.992200
2460252.500000,197.102933,221.299304,0.991951
2460253.500000,198.104653,222.301062,0.991704
2460254.500000,199.106943,223.303390,0.991460
2460255.500000,200.109797,224.306282,0.991219
2460256.500000,201.113209,225.309733,0.990979
2460257.500000,202.117172,226.313735,0.990742
2460258.500000,203.121680,227.318280,0.990506
2460259.500000,204.126722,228.323361,0.990273
2460260.500000,205.132288,229.328965,0.990041
2460261.500000,206.138364,230.335079,0.989811
