jd,theta_na,theta_sa,r
2342072.736209,1.622128,21.295758,1.003659
2342077.736209,6.507479,26.181300,1.005078
2342082.736209,11.380471,31.054483,1.006435
2342087.736209,16.240002,35.914205,1.007712
2342092.736209,21.085072,40.759467,1.008932
2342097.736209,25.917768,45.592354,1.010115
2342102.736209,30.740616,50.415393,1.011247
2342107.736209,35.554857,55.229824,1.012296
2342112.736209,40.360876,60.036034,1.013229
2342117.736209,45.157448,64.832798,1.014037
2342122.736209,49.944515,69.620055,1.014748
2342127.736209,54.724752,74.400484,1.015384
2342132.736209,59.500564,79.176487,1.015931
2342137.736209,64.273718,83.949832,1.016360
2342142.736209,69.044571,88.720876,1.016643
2342147.736209,73.811759,93.488255,1.016781
2342152.736209,78.576192,98.252879,1.016809
2342157.736209,83.340398,103.017276,1.016747
2342162.736209,88.106847,107.783916,1.016585
2342167.736209,92.877549,112.554809,1.016299
2342172.736209,97.652188,117.329640,1.015864
2342177.736209,102.429717,122.107360,1.015293
2342182.736209,107.211307,126.889141,1.014626
2342187.736209,111.999172,131.677197,1.013883
2342192.736209,116.795910,136.474126,1.013058
2342197.736209,121.603158,141.281565,1.012129
2342202.736209,126.419860,146.098458,1.011077
2342207.736209,131.245300,150.924089,1.009927
2342212.736209,136.080265,155.759245,1.008718
2342217.736209,140.926754,160.605926,1.007474
2342222.736209,145.787241,165.466603,1.006192
2342227.736209,150.662391,170.341944,1.004848
2342232.736209,155.550785,175.230529,1.003432
2342237.736209,160.451390,180.131326,1.001975
2342242.736209,165.364501,185.044627,1.000519
2342247.736209,170.291871,189.972189,0.999086
2342252.736209,175.235339,194.915848,0.997674
2342257.736209,180.194550,199.875250,0.996257
2342262.736209,185.167703,204.848594,0.994833
2342267.736209,190.153017,209.834099,0.993436
2342272.736209,195.150387,214.831660,0.992104
2342277.736209,200.161123,219.842587,0.990860
2342282.736209,205.186077,224.867732,0.989697
2342287.736209,210.224263,229.906109,0.988586
2342292.736209,215.273066,234.955103,0.987531
2342297.736209,220.330167,240.012396,0.986561
2342302.736209,225.395134,245.077554,0.985712
2342307.736209,230.468637,250.151247,0.985002
2342312.736209,235.550862,255.233664,0.984416
2342317.736209,240.640310,260.323303,0.983923
2342322.736209,245.733613,265.416797,0.983524
2342327.736209,250.828393,270.511768,0.983245
2342332.736209,255.923974,275.607540,0.983115
2342337.736209,261.020576,280.704333,0.983146
2342342.736209,266.118414,285.802363,0.983312
2342347.736209,271.215374,290.899513,0.983579
2342352.736209,276.308096,295.992427,0.983945
2342357.736209,281.394499,301.079021,0.984428
2342362.736209,286.473834,306.158547,0.985053
2342367.736209,291.546654,311.231558,0.985824
2342372.736209,296.613381,316.298475,0.986702
2342377.736209,301.671680,321.356966,0.987656
2342382.736209,306.718933,326.404410,0.988676
2342387.736209,311.753473,331.439141,0.989776
2342392.736209,316.774866,336.460725,0.990979
2342397.736209,321.784723,341.470773,0.992278
2342402.736209,326.783401,346.469642,0.993632
2342407.736209,331.769124,351.455556,0.995005
2342412.736209,336.740187,356.426811,0.996388
2342417.736209,341.695268,1.382082,0.997794
2342422.736209,346.634917,6.321923,0.999245
2342427.736209,351.561594,11.248791,1.000726
2342432.736209,356.475658,16.163046,1.002194
2342437.736209,1.376309,21.063888,1.003619
2342442.736209,6.262416,25.950186,1.004988
2342447.736209,11.133046,30.821007,1.006321
2342452.736209,15.990134,35.678286,1.007639
2342457.736209,20.836230,40.524573,1.008922
2342462.736209,25.672099,45.360633,1.010131
2342467.736209,30.497720,50.186445,1.011239
2342472.736209,35.312023,55.000939,1.012238
2342477.736209,40.114872,59.803979,1.013156
2342482.736209,44.909075,64.598374,1.014011
2342487.736209,49.697000,69.386489,1.014783
2342492.736209,54.479983,74.169664,1.015440
2342497.736209,59.258191,78.948063,1.015957
2342502.736209,64.030441,83.720504,1.016335
2342507.736209,68.797629,88.487883,1.016609
2342512.736209,73.562558,93.253003,1.016796
2342517.736209,78.327643,98.018279,1.016880
2342522.736209,83.094518,102.785345,1.016832
2342527.736209,87.862921,107.553939,1.016632
2342532.736209,92.631878,112.323087,1.016294
2342537.736209,97.402776,117.094176,1.015855
2342542.736209,102.178124,121.869715,1.015334
2342547.736209,106.960459,126.652242,1.014717
2342552.736209,111.751169,131.443142,1.013981
2342557.736209,116.549352,136.241516,1.013110
2342562.736209,121.354396,141.046751,1.012129
