jd,theta_na,theta_sa,r
2342128.500000,55.454534,75.130295,1.015474
2342129.500000,56.409863,76.085662,1.015588
2342130.500000,57.365043,77.040881,1.015699
2342131.500000,58.320090,77.995966,1.015805
2342132.500000,59.275017,78.950931,1.015907
2342133.500000,60.229839,79.905791,1.016005
2342134.500000,61.184567,80.860557,1.016097
2342135.500000,62.139211,81.815240,1.016185
2342136.500000,63.093778,82.769845,1.016267
2342137.500000,64.048270,83.724375,1.016343
2342138.500000,65.002683,84.678826,1.016414
2342139.500000,65.957006,85.633187,1.016478
2342140.500000,66.911223,86.587442,1.016536
2342141.500000,67.865315,87.541573,1.016588
2342142.500000,68.819263,88.495559,1.016633
2342143.500000,69.773053,89.449387,1.016673
2342144.500000,70.726679,90.403051,1.016707
2342145.500000,71.680143,91.356554,1.016735
2342146.500000,72.633455,92.309904,1.016759
2342147.500000,73.586629,93.263116,1.016777
2342148.500000,74.539684,94.216209,1.016792
2342149.500000,75.492640,95.169204,1.016802
2342150.500000,76.445520,96.122122,1.016808
2342151.500000,77.398345,97.074985,1.016811
2342152.500000,78.351137,98.027815,1.016810
2342153.500000,79.303915,98.980632,1.016805
2342154.500000,80.256701,99.933456,1.016797
2342155.500000,81.209514,100.886306,1.016786
2342156.500000,82.162372,101.839203,1.016770
2342157.500000,83.115297,102.792166,1.016752
2342158.500000,84.068306,103.745214,1.016729
2342159.500000,85.021421,104.698366,1.016702
2342160.500000,85.974660,105.651644,1.016671
2342161.500000,86.928042,106.605064,1.016635
2342162.500000,87.881586,107.558646,1.016595
2342163.500000,88.835305,108.512404,1.016550
2342164.500000,89.789211,109.466348,1.016500
2342165.500000,90.743309,110.420484,1.016445
2342166.500000,91.697598,111.374811,1.016383
2342167.500000,92.652069,112.329321,1.016316
2342168.500000,93.606706,113.283996,1.016243
2342169.500000,94.561491,114.238819,1.016163
2342170.500000,95.516404,115.193770,1.016077
2342171.500000,96.471430,116.148834,1.015986
2342172.500000,97.426562,117.104004,1.015888
2342173.500000,98.381799,118.059280,1.015785
2342174.500000,99.337147,119.014666,1.015676
2342175.500000,100.292612,119.970169,1.015563
2342176.500000,101.248206,120.925802,1.015445
2342177.500000,102.203942,121.881575,1.015323
2342178.500000,103.159833,122.837505,1.015197
2342179.500000,104.115897,123.793607,1.015067
2342180.500000,105.072149,124.749898,1.014935
2342181.500000,106.028609,125.706396,1.014799
2342182.500000,106.985295,126.663119,1.014660
2342183.500000,107.942225,127.620088,1.014518
2342184.500000,108.899420,128.577321,1.014372
2342185.500000,109.856901,129.534840,1.014225
2342186.500000,110.814689,130.492666,1.014074
2342187.500000,111.772805,131.450821,1.013920
2342188.500000,112.731273,132.409328,1.013762
2342189.500000,113.690115,133.368207,1.013602
2342190.500000,114.649350,134.327481,1.013438
2342191.500000,115.608997,135.287166,1.013271
2342192.500000,116.569069,136.247276,1.013100
2342193.500000,117.529574,137.207819,1.012924
2342194.500000,118.490513,138.168796,1.012744
2342195.500000,119.451878,139.130200,1.012560
2342196.500000,120.413656,140.092016,1.012370
2342197.500000,121.375828,141.054226,1.012176
2342198.500000,122.338377,142.016813,1.011976
2342199.500000,123.301287,142.979761,1.011772
2342200.500000,124.264549,143.943062,1.011562
2342201.500000,125.228159,144.906710,1.011348
2342202.500000,126.192115,145.870704,1.011129
