jd,theta_na,theta_sa,r
1831034.540000,317.570707,317.835538,0.992103
1831039.540000,322.567940,322.832959,0.993463
1831044.540000,327.551441,327.816649,0.994902
1831049.540000,332.522373,332.787769,0.996385
1831054.540000,337.479938,337.745523,0.997875
1831059.540000,342.422459,342.688233,0.999347
1831064.540000,347.348506,347.614469,1.000810
1831069.540000,352.258334,352.524485,1.002290
1831074.540000,357.154363,357.420703,1.003779
1831079.540000,2.037940,2.304469,1.005246
1831084.540000,6.908908,7.175625,1.006651
1831089.540000,11.766318,12.033224,1.007974
1831094.540000,16.609035,16.876130,1.009231
1831099.540000,21.438533,21.705817,1.010445
1831104.540000,26.257621,26.525093,1.011609
1831109.540000,31.067829,31.335490,1.012694
1831114.540000,35.869677,36.137527,1.013662
1831119.540000,40.662314,40.930353,1.014499
1831124.540000,45.445130,45.713357,1.015230
1831129.540000,50.220551,50.488967,1.015878
1831134.540000,54.991248,55.259853,1.016437
1831139.540000,59.759080,60.027874,1.016882
1831144.540000,64.524869,64.793852,1.017178
1831149.540000,69.287357,69.556528,1.017323
1831154.540000,74.046865,74.316225,1.017347
1831159.540000,78.805961,79.075509,1.017274
1831164.540000,83.567116,83.836854,1.017102
1831169.540000,88.332544,88.602469,1.016809
1831174.540000,93.102580,93.372695,1.016364
1831179.540000,97.875822,98.146126,1.015777
1831184.540000,102.653217,102.923709,1.015083
1831189.540000,107.436904,107.707585,1.014308
1831194.540000,112.229338,112.500208,1.013455
1831199.540000,117.032691,117.303749,1.012499
1831204.540000,121.846263,122.117510,1.011420
1831209.540000,126.668955,126.940390,1.010235
1831214.540000,131.501531,131.773155,1.008985
1831219.540000,136.345624,136.617437,1.007696
1831224.540000,141.203730,141.475732,1.006374
1831229.540000,146.077203,146.349394,1.004993
1831234.540000,150.964539,151.236918,1.003541
1831239.540000,155.864692,156.137260,1.002043
1831244.540000,160.777722,161.050478,1.000539
1831249.540000,165.704903,165.977849,0.999058
1831254.540000,170.648448,170.921583,0.997603
1831259.540000,175.608393,175.881716,0.996150
1831264.540000,180.582871,180.856383,0.994690
1831269.540000,185.570244,185.843944,0.993253
1831274.540000,190.569841,190.843730,0.991876
1831279.540000,195.582709,195.856787,0.990590
1831284.540000,200.610175,200.884441,0.989391
1831289.540000,205.651288,205.925744,0.988253
1831294.540000,210.703729,210.978372,0.987171
1831299.540000,215.765057,216.039889,0.986172
1831304.540000,220.834161,221.109182,0.985290
1831309.540000,225.911797,226.187007,0.984553
1831314.540000,230.998298,231.273697,0.983947
1831319.540000,236.092306,236.367893,0.983443
1831324.540000,241.190858,241.466634,0.983036
1831329.540000,246.291098,246.567063,0.982746
1831334.540000,251.391884,251.668037,0.982604
1831339.540000,256.493586,256.769929,0.982628
1831344.540000,261.596271,261.872802,0.982797
1831349.540000,266.698339,266.975059,0.983076
1831354.540000,271.796560,272.073469,0.983456
1831359.540000,276.888275,277.165372,0.983950
1831364.540000,281.972600,282.249886,0.984587
1831369.540000,287.049892,287.327366,0.985374
1831374.540000,292.120652,292.398315,0.986279
1831379.540000,297.183150,297.461002,0.987265
1831384.540000,302.234581,302.512622,0.988319
1831389.540000,307.272928,307.551157,0.989450
1831394.540000,312.297670,312.576088,0.990683
1831399.540000,317.309973,317.588580,0.992017
1831404.540000,322.310725,322.589521,0.993412
1831409.540000,327.298482,327.577466,0.994833
1831414.540000,332.271318,332.550491,0.996262
1831419.540000,337.227853,337.507214,0.997709
1831424.540000,342.168214,342.447764,0.999198
1831429.540000,347.094708,347.374447,1.000720
1831434.540000,352.008309,352.288237,1.002236
1831439.540000,356.908285,357.188402,1.003711
1831444.540000,1.793537,2.073842,1.005126
1831449.540000,6.663034,6.943528,1.006499
1831454.540000,11.518072,11.798755,1.007852
1831459.540000,16.361518,16.642389,1.009172
1831464.540000,21.194462,21.475522,1.010424
1831469.540000,26.016981,26.298230,1.011574
1831474.540000,30.828272,31.109710,1.012610
1831479.540000,35.627722,35.909348,1.013555
1831484.540000,40.417796,40.699611,1.014432
1831489.540000,45.201237,45.483241,1.015228
1831494.540000,49.979482,50.261674,1.015912
1831499.540000,54.753079,55.035460,1.016455
1831504.540000,59.520964,59.803534,1.016851
1831509.540000,64.283380,64.566139,1.017133
1831514.540000,69.043196,69.326144,1.017323
1831519.540000,73.802910,74.086046,1.017410
1831524.540000,78.564347,78.847671,1.017368
1831529.540000,83.327843,83.611357,1.017171
1831534.540000,88.092102,88.375804,1.016827
1831539.540000,92.858176,93.142066,1.016373
1831544.540000,97.628616,97.912696,1.015831
1831549.540000,102.405860,102.690128,1.015196
1831554.540000,107.191803,107.476260,1.014443
1831559.540000,111.985943,112.270589,1.013553
1831564.540000,116.787195,117.072029,1.012544
1831569.540000,121.596669,121.881692,1.011458
1831574.540000,126.416457,126.701669,1.010317
1831579.540000,131.248966,131.534367,1.009119
1831584.540000,136.095527,136.381116,1.007841
1831589.540000,140.954777,141.240555,1.006471
1831594.540000,145.825787,146.111754,1.005036
1831599.540000,150.709116,150.995271,1.003579
1831604.540000,155.606485,155.892829,1.002123
1831609.540000,160.520010,160.806542,1.000666
1831614.540000,165.449890,165.736612,0.999187
1831619.540000,170.394296,170.681206,0.997677
1831624.540000,175.351823,175.638922,0.996172
1831629.540000,180.322414,180.609702,0.994710
1831634.540000,185.307427,185.594904,0.993315
1831639.540000,190.308220,190.595885,0.991984
1831644.540000,195.323920,195.611774,0.990691
1831649.540000,200.352243,200.640285,0.989435
1831654.540000,205.391002,205.679233,0.988248
1831659.540000,210.439709,210.728129,0.987167
1831664.540000,215.499264,215.787873,0.986213
1831669.540000,220.570068,220.858866,0.985375
1831674.540000,225.650685,225.939671,0.984624
1831679.540000,230.738091,231.027266,0.983960
1831684.540000,235.829691,236.119055,0.983411
1831689.540000,240.924785,241.214337,0.983008
1831694.540000,246.023785,246.313526,0.982766
1831699.540000,251.126637,251.416566,0.982665
1831704.540000,256.231573,256.521691,0.982670
1831709.540000,261.335093,261.625400,0.982780
1831714.540000,266.434780,266.725276,0.983016
1831719.540000,271.529949,271.820633,0.983403
1831724.540000,276.620856,276.911729,0.983949
1831729.540000,281.707744,281.998806,0.984621
1831734.540000,286.788522,287.079773,0.985383
1831739.540000,291.860023,292.151462,0.986230
1831744.540000,296.920390,297.212018,0.987175
1831749.540000,301.969151,302.260968,0.988241
1831754.540000,307.007185,307.299191,0.989426
1831759.540000,312.035140,312.327334,0.990690
1831764.540000,317.050986,317.343369,0.991995
1831769.540000,322.052499,322.345070,0.993334
1831774.540000,327.038416,327.331177,0.994717
1831779.540000,332.008783,332.301732,0.996166
1831784.540000,336.965646,337.258784,0.997670
1831789.540000,341.909690,342.203017,0.999187
1831794.540000,346.839561,347.133076,1.000681
1831799.540000,351.753978,352.047683,1.002142
1831804.540000,356.652079,356.945972,1.003585
1831809.540000,1.534941,1.829022,1.005031
1831814.540000,6.405387,6.699657,1.006464
1831819.540000,11.264111,11.558570,1.007842
1831824.540000,16.110670,16.405317,1.009135
1831829.540000,20.944275,21.239112,1.010334
1831834.540000,25.764423,26.059448,1.011461
1831839.540000,30.573459,30.868673,1.012537
1831844.540000,35.374183,35.669585,1.013543
1831849.540000,40.167600,40.463191,1.014443
1831854.540000,44.953894,45.249674,1.015211
1831859.540000,49.732225,50.028194,1.015844
1831864.540000,54.502795,54.798953,1.016372
1831869.540000,59.268639,59.564985,1.016816
1831874.540000,64.032264,64.328799,1.017157
1831879.540000,68.795093,69.091817,1.017366
1831884.540000,73.557336,73.854248,1.017420
1831889.540000,78.317933,78.615034,1.017328
1831894.540000,83.077961,83.375251,1.017126
1831899.540000,87.840297,88.137775,1.016833
1831904.540000,92.607358,92.905025,1.016435
1831909.540000,97.380693,97.678549,1.015907
1831914.540000,102.159939,102.457983,1.015232
1831919.540000,106.944127,107.242360,1.014429
1831924.540000,111.734636,112.033058,1.013540
1831929.540000,116.533920,116.832531,1.012582
1831934.540000,121.344345,121.643145,1.011547
1831939.540000,126.167052,126.466040,1.010412
1831944.540000,131.000912,131.300089,1.009167
1831949.540000,135.845143,136.144508,1.007840
1831954.540000,140.700717,141.000272,1.006476
1831959.540000,145.569776,145.869519,1.005091
1831964.540000,150.454344,150.754276,1.003679
1831969.540000,155.354655,155.654776,1.002220
1831974.540000,160.269048,160.569357,1.000709
1831979.540000,165.196389,165.496887,0.999182
1831984.540000,170.137121,170.437808,0.997682
1831989.540000,175.092998,175.393873,0.996225
1831994.540000,180.065307,180.366371,0.994804
1831999.540000,185.053269,185.354522,0.993399
1832004.540000,190.054755,190.356197,0.992008
1832009.540000,195.067841,195.369471,0.990672
1832014.540000,200.092626,200.394445,0.989427
1832019.540000,205.130250,205.432258,0.988289
1832024.540000,210.181082,210.483279,0.987247
1832029.540000,215.243674,215.546059,0.986275
1832034.540000,220.315107,220.617681,0.985377
1832039.540000,225.392988,225.695751,0.984588
1832044.540000,230.477152,230.780103,0.983939
1832049.540000,235.568075,235.871215,0.983440
1832054.540000,240.665548,240.968877,0.983074
1832059.540000,245.767737,246.071255,0.982809
1832064.540000,250.870989,251.174695,0.982648
1832069.540000,255.973099,256.276994,0.982619
1832074.540000,261.073702,261.377786,0.982748
1832079.540000,266.172953,266.477226,0.983037
1832084.540000,271.270781,271.575242,0.983458
1832089.540000,276.364919,276.669569,0.983974
1832094.540000,281.451826,281.756665,0.984588
1832099.540000,286.529853,286.834881,0.985320
1832104.540000,291.598643,291.903859,0.986188
1832109.540000,296.658768,296.964173,0.987189
1832114.540000,301.710604,302.016197,0.988283
1832119.540000,306.751672,307.057454,0.989435
1832124.540000,311.779392,312.085363,0.990641
1832129.540000,316.792679,317.098838,0.991919
1832134.540000,321.791547,322.097895,0.993283
1832139.540000,326.777663,327.084200,0.994723
1832144.540000,331.751498,332.058224,0.996193
1832149.540000,336.711073,337.017987,0.997660
1832154.540000,341.654902,341.962005,0.999121
1832159.540000,346.582310,346.889602,1.000589
1832164.540000,351.494197,351.801678,1.002082
1832169.540000,356.393197,356.700867,1.003582
1832174.540000,1.279681,1.587539,1.005043
1832179.540000,6.152640,6.460687,1.006436
1832184.540000,11.011257,11.319493,1.007759
1832189.540000,15.855211,16.163635,1.009032
1832194.540000,20.686646,20.995259,1.010270
1832199.540000,25.508353,25.817155,1.011453
1832204.540000,30.320927,30.629917,1.012539
1832209.540000,35.124132,35.433311,1.013505
1832214.540000,39.917300,40.226668,1.014353
1832219.540000,44.700699,45.010255,1.015109
1832224.540000,49.477369,49.787114,1.015790
1832229.540000,54.249802,54.559736,1.016373
1832234.540000,59.019029,59.329151,1.016825
1832239.540000,63.785021,64.095333,1.017126
1832244.540000,68.547013,68.857513,1.017287
1832249.540000,73.306095,73.616784,1.017341
1832254.540000,78.065351,78.376229,1.017305
1832259.540000,82.827158,83.138224,1.017156
1832264.540000,87.592707,87.903962,1.016869
1832269.540000,92.361651,92.673095,1.016431
1832274.540000,97.133259,97.444892,1.015859
1832279.540000,101.909105,102.220927,1.015195
1832284.540000,106.691886,107.003896,1.014453
1832289.540000,111.483964,111.796163,1.013615
1832294.540000,116.286193,116.598580,1.012660
1832299.540000,121.097661,121.410237,1.011580
1832304.540000,125.917810,126.230574,1.010405
1832309.540000,130.747959,131.060913,1.009178
1832314.540000,135.590565,135.903707,1.007911
1832319.540000,140.447627,140.760958,1.006592
1832324.540000,145.319263,145.632782,1.005202
1832329.540000,150.204073,150.517781,1.003739
1832334.540000,155.101265,155.415162,1.002241
1832339.540000,160.011658,160.325744,1.000751
1832344.540000,164.937428,165.251703,0.999280
1832349.540000,169.879775,170.194238,0.997816
1832354.540000,174.837951,175.152603,0.996344
1832359.540000,179.810106,180.124947,0.994865
1832364.540000,184.794655,185.109684,0.993421
1832369.540000,189.792164,190.107382,0.992051
1832374.540000,194.804137,195.119544,0.990765
1832379.540000,199.830821,200.146417,0.989551
1832384.540000,204.870808,205.186592,0.988387
1832389.540000,209.921450,210.237423,0.987281
1832394.540000,214.980553,215.296715,0.986273
1832399.540000,220.048498,220.364849,0.985395
1832404.540000,225.125911,225.442451,0.984653
1832409.540000,230.212383,230.529111,0.984029
1832414.540000,235.306081,235.622998,0.983498
1832419.540000,240.403398,240.720504,0.983065
1832424.540000,245.502285,245.819579,0.982767
1832429.540000,250.602803,250.920286,0.982628
1832434.540000,255.705021,256.022693,0.982647
1832439.540000,260.808522,261.126383,0.982796
1832444.540000,265.910997,266.229046,0.983046
1832449.540000,271.008614,271.326851,0.983402
1832454.540000,276.099916,276.418342,0.983891
1832459.540000,281.184747,281.503362,0.984529
1832464.540000,286.263365,286.582169,0.985310
1832469.540000,291.335794,291.654787,0.986196
1832474.540000,296.399285,296.718466,0.987153
1832479.540000,301.450868,301.770238,0.988186
1832484.540000,306.489645,306.809204,0.989315
1832489.540000,311.515651,311.835398,0.990550
1832494.540000,316.530088,316.850024,0.991880
1832499.540000,321.533204,321.853329,0.993259
1832504.540000,326.522466,326.842780,0.994653
1832509.540000,331.496135,331.816638,0.996068
1832514.540000,336.453714,336.774405,0.997518
1832519.540000,341.395979,341.716859,0.999014
1832524.540000,346.325206,346.646274,1.000538
1832529.540000,351.241507,351.562764,1.002041
1832534.540000,356.143297,356.464743,1.003496
1832539.540000,1.029667,1.351302,1.004907
1832544.540000,5.900504,6.222327,1.006290
1832549.540000,10.757733,11.079745,1.007658
1832554.540000,15.604025,15.926226,1.008988
1832559.540000,20.439593,20.761982,1.010233
1832564.540000,25.263771,25.586350,1.011372
1832569.540000,30.075972,30.398739,1.012414
1832574.540000,34.876635,35.199591,1.013378
1832579.540000,39.668684,39.991828,1.014280
1832584.540000,44.454556,44.777889,1.015092
1832589.540000,49.234915,49.558437,1.015776
1832594.540000,54.009444,54.333155,1.016317
1832599.540000,58.777632,59.101531,1.016728
1832604.540000,63.540670,63.864758,1.017038
1832609.540000,68.301719,68.625996,1.017259
1832614.540000,73.063078,73.387544,1.017367
1832619.540000,77.825633,78.150288,1.017329
1832624.540000,82.588927,82.913770,1.017139
1832629.540000,87.352553,87.677585,1.016815
1832634.540000,92.118250,92.443470,1.016394
1832639.540000,96.888849,97.214258,1.015888
1832644.540000,101.666709,101.992307,1.015272
1832649.540000,106.452388,106.778175,1.014524
1832654.540000,111.245093,111.571069,1.013642
1832659.540000,116.044584,116.370748,1.012653
1832664.540000,120.852477,121.178830,1.011599
1832669.540000,125.671401,125.997943,1.010490
1832674.540000,130.503401,130.830131,1.009304
1832679.540000,135.348362,135.675281,1.008026
1832684.540000,140.205164,140.532271,1.006658
1832689.540000,145.073415,145.400711,1.005237
1832694.540000,149.954227,150.281712,1.003804
1832699.540000,154.850125,155.177799,1.002367
1832704.540000,159.762264,160.090126,1.000910
1832709.540000,164.689829,165.017880,0.999419
1832714.540000,169.631316,169.959556,0.997901
1832719.540000,174.585590,174.914018,0.996397
1832724.540000,179.553529,179.882147,0.994948
1832729.540000,184.537072,184.865878,0.993558
1832734.540000,189.536314,189.865309,0.992212
1832739.540000,194.549884,194.879067,0.990896
1832744.540000,199.575534,199.904907,0.989618
1832749.540000,204.611348,204.940910,0.988423
1832754.540000,209.658171,209.987921,0.987345
1832759.540000,214.716886,215.046825,0.986383
1832764.540000,219.786855,220.116982,0.985520
1832769.540000,224.866284,225.196600,0.984737
1832774.540000,229.951843,230.282348,0.984044
1832779.540000,235.041596,235.372290,0.983483
1832784.540000,240.136085,240.466967,0.983076
1832789.540000,245.235348,245.566419,0.982820
1832794.540000,250.338618,250.669878,0.982690
1832799.540000,255.443605,255.775053,0.982661
1832804.540000,260.546384,260.878021,0.982743
1832809.540000,265.645629,265.977455,0.982968
1832814.540000,270.741462,271.073477,0.983353
1832819.540000,275.833848,276.166051,0.983885
1832824.540000,280.922390,281.254782,0.984532
1832829.540000,286.004218,286.336799,0.985262
1832834.540000,291.076022,291.408792,0.986086
1832839.540000,296.137054,296.470012,0.987029
1832844.540000,301.187422,301.520568,0.988097
1832849.540000,306.227838,306.561173,0.989275
1832854.540000,311.258236,311.591760,0.990519
1832859.540000,316.275680,316.609393,0.991800
1832864.540000,321.278144,321.612046,0.993126
1832869.540000,326.265272,326.599362,0.994515
1832874.540000,331.237778,331.572057,0.995973
1832879.540000,336.197442,336.531910,0.997477
1832884.540000,341.144145,341.478801,0.998981
1832889.540000,346.075771,346.410616,1.000457
1832894.540000,350.991267,351.326301,1.001915
1832899.540000,355.890709,356.225932,1.003372
1832904.540000,0.775850,1.111262,1.004834
1832909.540000,5.649082,5.984682,1.006273
1832914.540000,10.510287,10.846076,1.007644
1832919.540000,15.358395,15.694372,1.008926
1832924.540000,20.192795,20.528961,1.010132
1832929.540000,25.014173,25.350528,1.011280
1832934.540000,29.825262,30.161806,1.012378
1832939.540000,34.628380,34.965113,1.013397
1832944.540000,39.423842,39.760763,1.014294
1832949.540000,44.211043,44.548153,1.015060
1832954.540000,48.989629,49.326928,1.015709
1832959.540000,53.761001,54.098489,1.016264
1832964.540000,58.528265,58.865942,1.016737
1832969.540000,63.293601,63.631465,1.017095
1832974.540000,68.057645,68.395699,1.017306
1832979.540000,72.819741,73.157984,1.017366
1832984.540000,77.579819,77.918250,1.017296
1832989.540000,82.339802,82.678421,1.017127
1832994.540000,87.102564,87.441373,1.016866
1832999.540000,91.870420,92.209417,1.016486
1833004.540000,96.643689,96.982875,1.015962
1833009.540000,101.421573,101.760948,1.015297
1833014.540000,106.204242,106.543805,1.014518
1833019.540000,110.993567,111.333319,1.013662
1833024.540000,115.792243,116.132183,1.012736
1833029.540000,120.602387,120.942516,1.011713
1833034.540000,125.423631,125.763949,1.010579
1833039.540000,130.255073,130.595580,1.009341
1833044.540000,135.096786,135.437482,1.008033
1833049.540000,139.950140,140.291024,1.006695
1833054.540000,144.817876,145.158950,1.005333
1833059.540000,149.701177,150.042439,1.003923
1833064.540000,154.599071,154.940522,1.002455
1833069.540000,159.510413,159.852052,1.000941
1833074.540000,164.434592,164.776420,0.999423
1833079.540000,169.372688,169.714705,0.997939
1833084.540000,174.327040,174.669246,0.996489
1833089.540000,179.297620,179.640015,0.995056
1833094.540000,184.283036,184.625619,0.993629
1833099.540000,189.281489,189.624261,0.992224
1833104.540000,194.291459,194.634419,0.990884
1833109.540000,199.314103,199.657252,0.989644
1833114.540000,204.350626,204.693964,0.988498
1833119.540000,209.400166,209.743692,0.987430
1833124.540000,214.460956,214.804671,0.986426
1833129.540000,219.530106,219.874010,0.985502
1833134.540000,224.605826,224.949919,0.984700
1833139.540000,229.689102,230.033383,0.984046
1833144.540000,234.780017,235.124487,0.983530
1833149.540000,239.877481,240.222140,0.983129
1833154.540000,244.979227,245.324075,0.982826
1833159.540000,250.081502,250.426539,0.982635
1833164.540000,255.183054,255.528279,0.982592
1833169.540000,260.284328,260.629742,0.982713
1833174.540000,265.385072,265.730674,0.982983
1833179.540000,270.484444,270.830235,0.983370
1833184.540000,275.579557,275.925537,0.983851
1833189.540000,280.666914,281.013083,0.984440
1833194.540000,285.745882,286.092239,0.985164
1833199.540000,290.816672,291.163218,0.986031
1833204.540000,295.879567,296.226302,0.987018
1833209.540000,300.934063,301.280987,0.988088
1833214.540000,305.977015,306.324127,0.989213
1833219.540000,311.006121,311.353422,0.990406
1833224.540000,316.021117,316.368607,0.991689
1833229.540000,321.022698,321.370377,0.993062
1833234.540000,326.012094,326.359961,0.994499
1833239.540000,330.988874,331.336930,0.995956
1833244.540000,335.950524,336.298769,0.997409
1833249.540000,340.895805,341.244238,0.998869
1833254.540000,345.824920,346.173542,1.000356
1833259.540000,350.739507,351.088318,1.001867
1833264.540000,355.641508,355.990507,1.003375
1833269.540000,0.530509,0.879698,1.004832
1833274.540000,5.405089,5.754466,1.006220
1833279.540000,10.264524,10.614090,1.007555
1833284.540000,15.109747,15.459502,1.008855
1833289.540000,19.943298,20.293241,1.010118
1833294.540000,24.767247,25.117379,1.011315
1833299.540000,29.581588,29.931908,1.012402
1833304.540000,34.385472,34.735982,1.013370
1833309.540000,39.178582,39.529281,1.014237
1833314.540000,43.962613,44.313499,1.015024
1833319.540000,48.740515,49.091590,1.015732
1833324.540000,53.514287,53.865552,1.016331
1833329.540000,58.284370,58.635823,1.016785
1833334.540000,63.049871,63.401513,1.017091
1833339.540000,67.811000,68.162830,1.017275
1833344.540000,72.569918,72.921937,1.017360
1833349.540000,77.329452,77.681660,1.017351
1833354.540000,82.091785,82.444182,1.017216
1833359.540000,86.857108,87.209693,1.016929
1833364.540000,91.624485,91.977259,1.016497
1833369.540000,96.394536,96.747498,1.015947
1833374.540000,101.169360,101.522512,1.015311
1833379.540000,105.951632,106.304972,1.014593
1833384.540000,110.743513,111.097042,1.013763
1833389.540000,115.544422,115.898139,1.012803
1833394.540000,120.353569,120.707475,1.011728
1833399.540000,125.171536,125.525631,1.010572
1833404.540000,129.999934,130.354218,1.009368
1833409.540000,134.841579,135.196051,1.008120
1833414.540000,139.697751,140.052413,1.006800
1833419.540000,144.567269,144.922120,1.005399
1833424.540000,149.449325,149.804364,1.003937
1833429.540000,154.343860,154.699088,1.002451
1833434.540000,159.252139,159.607555,1.000978
1833439.540000,164.176788,164.532393,0.999516
1833444.540000,169.117741,169.473535,0.998042
1833449.540000,174.073529,174.429512,0.996551
1833454.540000,179.042814,179.398985,0.995065
1833459.540000,184.024583,184.380943,0.993624
1833464.540000,189.020193,189.376741,0.992263
1833469.540000,194.031187,194.387924,0.990975
1833474.540000,199.056535,199.413461,0.989738
1833479.540000,204.094472,204.451587,0.988549
1833484.540000,209.142629,209.499933,0.987425
1833489.540000,214.199481,214.556973,0.986412
1833494.540000,219.266359,219.624040,0.985534
1833499.540000,224.343462,224.701332,0.984778
1833504.540000,229.429438,229.787496,0.984122
1833509.540000,234.522020,234.880267,0.983557
1833514.540000,239.617844,239.976280,0.983101
1833519.540000,244.715733,245.074358,0.982793
1833524.540000,249.816451,250.175265,0.982648
1833529.540000,254.919609,255.278611,0.982647
1833534.540000,260.023951,260.383142,0.982762
1833539.540000,265.126590,265.485969,0.982978
1833544.540000,270.224069,270.583637,0.983310
1833549.540000,275.315835,275.675592,0.983792
1833554.540000,280.402199,280.762145,0.984426
1833559.540000,285.483115,285.843250,0.985189
1833564.540000,290.557557,290.917880,0.986047
1833569.540000,295.622312,295.982824,0.986977
1833574.540000,300.674893,301.035594,0.987995
1833579.540000,305.715094,306.075984,0.989127
1833584.540000,310.743583,311.104661,0.990368
1833589.540000,315.761083,316.122350,0.991688
1833594.540000,320.766717,321.128172,0.993049
1833599.540000,325.757745,326.119389,0.994427
1833604.540000,330.732756,331.094589,0.995840
1833609.540000,335.691981,336.054003,0.997306
1833614.540000,340.637000,340.999210,0.998816
1833619.540000,345.569188,345.931588,1.000341
1833624.540000,350.487809,350.850397,1.001837
1833629.540000,355.391174,355.753951,1.003285
