ahargana,longitude
1244080,10.814301657395838
1244085,15.669288790919245
1244090,20.509962053044546
1244095,25.336969070696487
1244100,30.151058489999038
1244105,34.953074316929666
1244110,39.74394956228839
1244115,44.52469924574561
1244120,49.29641281716404
1244125,54.06024605612873
1244130,58.81741251258602
1244135,63.569174552801634
1244140,68.31683407578373
1244145,73.06172296459441
1244150,77.80519334040191
1244155,82.54860768157641
1244160,87.2933288755733
1244165,92.04071026797652
1244170,96.79208577417613
1244175,101.54876011905174
1244180,106.31199927011328
1244185,111.08302112958724
1244190,115.86298655083618
1244195,120.65299074414398
1244200,125.4540551363186
1244205,130.26711974618672
1244210,135.0930361394961
1244215,139.93256101848806
1244220,144.78635050346253
1244225,149.6549551558854
1244230,154.5388157883599
1244235,159.43826010038745
1244240,164.35350017179033
1244245,169.28463083790743
1244250,174.23162896236292
1244255,179.1943536146878
1244260,184.1725471500656
1244265,189.16583718312546
1244270,194.1737394333724
1244275,199.1956614174981
1244280,204.23090695285566
1244285,209.27868143079
1244290,214.3380978124582
1244295,219.40818329478972
1244300,224.48788659016932
1244305,229.57608576024703
1244310,234.6715965419187
1244315,239.7731811020508
1244320,244.879557155295
1244325,249.98940738232474
1244330,255.10138907965435
1244335,260.21414397809747
1244340,265.3263081634273
1244345,270.43652203406447
1244350,275.5434402304816
1244355,280.64574147098864
1244360,285.7421382284887
1244365,290.83138618272585
1244370,295.91229338272734
1244375,300.98372905317166
1244380,306.04463198247345
1244385,311.0940184254435
1244390,316.1309894608405
1244395,321.1547377428443
1244400,326.16455358972604
1244405,331.15983035676874
1244410,336.1400690453507
1244415,341.1048821058796
1244420,346.05399639889964
1244425,350.9872552860997
1244430,355.90461983115677
1244435,0.8061690977193052
1244440,5.692099544053699
1244445,10.562723517022306
1244450,15.418466862498128
1244455,20.259865674263008
1244460,25.08756221242312
1244465,29.902300029369048
1244470,34.70491834765807
1244475,39.4963457396624
1244480,44.27759316337541
1244485,49.04974641256544
1244490,53.81395804113846
1244495,58.57143882690316
1244500,63.32344883572458
1244505,68.07128815340357
1244510,72.81628734968801
1244515,77.55979774005947
1244520,82.30318151075609
1244525,87.04780177241368
1244530,91.7950126076458
1244535,96.54614917787805
1244540,101.30251795480413
1244545,106.06538714206967
1244550,110.8359773517229
1244555,115.61545260320412
1244560,120.40491170676852
1244565,125.2053800980575
1244570,130.01780218598125
1244575,134.84303427531032
1244580,139.68183812258627
1244585,144.53487518048692
1244590,149.40270158140325
1244595,154.28576390568946
1244600,159.1843957740181
1244605,164.09881529511836
1244610,169.02912339586774
1244615,173.9753030467231
1244620,178.93721939250088
1244625,183.9146207862515
1244630,188.9071407162906
1244635,193.9143006077085
1244640,198.93551347153482
1244645,203.97008836720124
1244650,209.0172356371572
1244655,214.07607286655687
1244660,219.14563151607
1244665,224.22486417057752
1244670,229.312652346826
1244675,234.4078147948211
1244680,239.5091162319563
1244685,244.61527644427372
1244690,249.72497968983302
1244695,254.8368843387462
1244700,259.9496326843909
1244705,265.0618608603782
1244710,270.17220879792654
1244715,275.2793301585015
1244720,280.38190217536993
1244725,285.4786353412071
1244730,290.56828287288727
1244735,295.6496498905331
1244740,300.7216022445307
1244745,305.7830749259041
1244750,310.83307999622
1244755,315.87071397470925
1244760,320.8951646225126
1244765,325.90571706697904
1244770,330.901759212841
1244775,335.88278639207255
1244780,340.84840520880476
1244785,345.7983365457385
1244790,350.73241770007365
1244795,355.6506036307793
1244800,0.5529673040460921
1244805,5.43969913370278
1244810,10.311105522074937
1244815,15.167606515495924
1244820,20.00973259707554
1244825,24.83812064720703
1244830,29.65350910964795
1244835,34.456732406286136
1244840,39.24871465257269
1244845,44.03046272460188
1244850,48.803058738103154
1244855,53.56765199907233
1244860,58.325450488932404
1244865,63.077711948325444
1244870,67.82573462446388
1244875,72.57084774738583
1244880,77.31440180059779
1244885,82.0577586517263
1244890,86.80228160761901
1244895,91.54932546158184
1244900,96.30022659491468
1244905,101.05629320047268
1244910,105.81879569275202
1244915,110.58895737014618
1244920,115.36794539478092
1244925,120.15686215501252
1244930,124.95673707497998
1244935,129.76851893440144
1244940,134.59306875996882
1244945,139.43115334726792
1244950,144.28343946759574
1244955,149.15048881309326
1244960,154.0327537227371
1244965,158.9305737312098
1244970,163.84417297232227
1244975,168.77365846209258
1244980,173.71901927816018
1244985,178.6801266435617
1244990,183.65673491404672
1244995,188.6484834592866
1245000,193.6548994198986
1245005,198.67540131287126
1245010,203.70930345390232
1245015,208.75582115250938
1245020,213.81407663560924
1245025,218.88310564669192
1245030,223.96186466471738
1245035,229.04923868342814
1245040,234.14404948933125
1245045,239.24506437489228
1245050,244.35100522238847
1245055,249.4605578932525
1245060,254.57238185763927
1245065,259.6851199977094
1245070,264.7974085217483
1245075,269.9078869203722
1245080,275.0152079020591
1245085,280.1180472416533
1245090,285.2151134766129
1245095,290.3051573855252
1245100,295.3869811834181
1245105,300.4594473685731
1245110,305.52148715603215
1245115,310.5721084340713
1245120,315.6104031802293
1245125,320.6355542791805
1245130,325.64684168184596
1245135,330.64364785486254
1245140,335.6254624707709
1245145,340.59188629613806
1245150,345.5426342412139
1245155,350.4775375420498
1245160,355.39654505399545
1245165,0.2997236439579751
1245170,5.187257677583309
1245175,10.059447606541594
1245180,14.91670766871144
1245185,19.759562725872104
1245190,24.588644265755065
1245195,29.404685608206393
1245200,34.20851635824823
1245205,39.001056155522214
1245210,43.78330777407863
1245215,48.55634963020728
1245220,53.3213277588715
1245225,58.07944732138746
1245230,62.83196370855168
1245235,67.58017330316633
1245240,72.32540396966134
1245245,77.06900533313666
1245250,81.81233891566039
1245255,86.55676819426537
1245260,91.30364864612747
1245265,96.05431784623795
1245270,100.8100856829303
1245275,105.57222475670136
1245280,110.34196102781536
1245285,115.12046477810794
1245290,119.9088419522589
1245295,124.70812594201601
1245300,129.5192698790241
1245305,134.3431394945443
1245310,139.18050660736887
1245315,144.03204329451404
1245320,148.89831679610293
1245325,153.77978520048936
1245330,158.67679394957312
1245335,163.5895731973224
1245340,168.51823604685993
1245345,173.46277768339672
1245350,178.42307541050587
1245355,183.3988895918395
1245360,188.3898654858097
1245365,193.39553595788726
1245370,198.4153250435282
1245375,203.44855232828195
1245380,208.49443810460045
1245385,213.5521092588392
1245390,218.62060583681262
1245395,223.6988882320588
1245400,228.7858449376557
1245405,233.88030080011748
1245410,238.98102571097175
1245415,244.0867436740464
1245420,249.19614217993598
1245425,254.30788182475467
1245430,259.4206061066737
1245435,264.53295133497835
1245440,269.6435565862907
1245445,274.7510736426459
1245450,279.8541768460942
1245455,284.9515728044311
1245460,290.0420098827533
1245465,295.1242874143491
1245470,300.1972645681527
1245475,305.25986880453377
1245480,310.3111038580075
1245485,315.350057183351
1245490,320.3759068049353
1245495,325.3879275118502
1245500,330.3854963452006
1245505,335.3680973286739
1245510,340.33532539911164
1245515,345.2868895003235
1245520,350.2226148108415
1245525,355.14244408311845
1245530,0.04643808356865975
1245535,4.934775125870329
1245540,9.80774970455602
1245545,14.665770241223372
1245550,19.50935596528927
1245555,24.339132958981935
1245560,29.155829403537624
1245565,33.96027007005046
1245570,38.75337010403062
1245575,43.53612815757594
1245580,48.309618925728785
1245585,53.074985149834056
1245590,57.833429147272646
1245595,62.58620393394177
1245600,67.33460400339199
1245605,72.07995582809687
1245610,76.82360814833343
1245615,81.56692211414337
1245620,86.31126134576975
1245625,91.05798197789659
1245630,95.80842275300259
1245635,100.56389522934435
1245640,105.32567416805603
1245645,110.09498816722409
1245650,114.87301060520318
1245655,119.66085096067512
1245660,124.45954657298725
1245665,129.27005490627
1245670,134.09324637891046
1245675,138.92989781745405
1245680,143.7806865906669
1245685,148.64618547525635
1245690,153.5268582997546
1245695,158.42305640587858
1245700,163.335015963193
1245705,168.26285615960222
1245710,173.2065782876587
1245715,178.166065734649
1245720,183.14108487671638
1245725,188.13128686827875
1245730,193.13621030937114
1245735,198.1552847653174
1245740,203.1878351054978
1245745,208.2330866210676
1245750,213.29017087557506
1245755,218.3581322360764
1245760,223.43593503161821
1245765,228.52247127672007
1245770,233.61656890084492
1245775,238.71700041954074
1245780,243.82249198295636
1245785,248.93173273660796
1245790,254.04338442897514
1245795,259.15609120043734
1245800,264.2684894881133
1245805,269.37921798141554
1245810,274.4869275619884
1245815,279.59029116525113
1245820,284.68801349475615
1245825,289.77884052644174
1245830,294.86156873628016
1245835,299.9350539861685
1245840,304.9982200031843
1245845,310.0500663881937
1245850,315.0896760912222
1245855,320.1162222930997
1245860,325.12897463578304
1245865,330.1273047476823
1245870,335.1106910138287
1245875,340.078722549792
1245880,345.031102338909
1245885,349.9676495054539
1245890,354.8883007008151
1245895,359.7931105893367
1245900,4.68225142906874
1245905,9.556011751530257
1245910,14.414794153358562
1245915,19.259112221175965
1245920,24.089586619133815
1245925,28.90694037478079
1245930,33.71199340879529
1245935,38.50565635416018
1245940,43.28892372071426
1245945,48.062866461467465
1245950,52.82862400114383
1245955,57.587395789412334
1245960,62.34043244273336
1245965,67.08902653965102
1245970,71.83450313483291
1245975,76.57821005733224
1245980,81.32150805870289
1245985,86.06576087542072
1245990,90.8123252733045
1245995,95.56254113609586
1246000,100.31772166591533
1246005,105.07914376008004
1246010,109.84803862992882
1246015,114.62558272708753
1246020,119.4128890423307
1246025,124.21099884156735
1246030,129.0208739023664
1246035,133.8433893128675
1246040,138.67932689133642
1246045,143.52936928469623
1246050,148.39409479456944
1246055,153.27397297986457
1246060,158.16936107556816
1246065,163.0805012616721
1246070,168.00751880841435
1246075,172.9504211158268
1246080,177.90909765697623
1246085,182.88332082545432
1246090,187.87274767899615
1246095,192.87692256129762
1246100,197.89528057933816
1246105,202.92715190003753
1246110,207.97176682892498
1246115,213.02826162390085
1246120,218.09568499310626
1246125,223.17300522144907
1246130,228.25911786693123
1246135,233.35285396535758
1246140,238.45298868019214
1246145,243.55825033314335
1246150,248.66732975054947
1246155,253.77888985913188
1246160,258.8915754681739
1246165,264.0040231692892
1246170,269.11487129096304
1246175,274.22276984153564
1246180,279.3263903754737
1246185,284.42443571753995
1246190,289.5156494793968
1246195,294.59882530316077
1246200,299.6728157665712
1246205,304.7365408850316
1246210,309.7889961454447
1246215,314.82926001168516
1246220,319.85650083773015
1246225,324.8699831332031
1246230,329.8690731262674
1246235,334.85324357460445
1246240,339.82207778058523
1246245,344.77527277316256
1246250,349.7126416262299
1246255,354.6341148910846
1246260,359.539741129042
1246265,4.429686539149216
1246270,9.304233683671306
1246275,14.163779326210438
1246280,19.00883140011357
1246285,23.840005138508833
1246290,28.65801840124383
1246295,33.46368624170588
1246300,38.257914762041416
1246305,43.04169431007826
1246310,47.81609207512567
1246315,52.582244142822795
1246320,57.34134707156031
1246325,62.0946490533935
1246330,66.84344072661332
1246335,71.58904570209891
1246340,76.33281087129491
1246345,81.07609656034019
1246350,85.82026659590922
1246355,90.56667834809832
1246360,95.31667281566746
1246365,100.07156481898687
1246370,104.83263336611635
1246375,109.60111225750343
1246380,114.37818099490002
1246385,119.16495605872218
1246390,123.96248262080549
1246395,128.77172675286917
1246400,133.59356819486038
1246405,138.42879374159588
1246410,143.27809130397836
1246415,148.14204469676574
1246420,153.0211291998121
1246425,157.91570793373347
1246430,162.82602908414236
1246435,167.7522240012013
1246440,172.69430619194233
1246445,177.65217121764596
1246450,182.62559749402283
1246455,187.61424798881802
1246460,192.61767279936365
1246465,197.63531258547485
1246470,202.66650282521425
1246475,207.71047885405795
1246480,212.76638164183126
1246485,217.8332642565122
1246490,222.91009895965166
1246495,227.99578487487807
1246500,233.089156167167
1246505,238.18899067225323
1246510,243.29401890843585
1246515,248.40293340823612
1246520,253.51439830349128
1246525,258.6270590985636
1246530,263.7395525662202
1246535,268.8505167008169
1246540,273.9586006634734
1246545,279.0624746539159
1246550,284.1608396437738
1246555,289.25243690485087
1246560,294.33605726942756
1246565,299.4105500538561
1246570,304.4748315830493
1246575,309.5278932507194
1246580,314.5688090527723
1246585,319.59674253311414
1246590,324.61095308393595
1246595,329.6108015462072
1246600,334.5957550606828
1246605,339.5653911252247
1246610,344.5194008207765
1246615,349.4575911743591
1246620,354.37988663877013
1246625,359.28632967129863
1246630,4.177080408252029
1246635,9.052415437497325
1246640,13.912725681156974
1246645,18.758513408935617
1246650,23.590388410580818
1246655,28.409063363364794
1246660,33.21534843708531
1246665,38.010145184989426
1246670,42.79443977274379
1246675,47.56929560483634
1246680,52.335845405259974
1246685,57.09528281713937
1246690,61.84885358414871
1246695,66.59784637863906
1246700,71.3435833417442
1246705,76.08741040093196
1246710,80.83068743047924
1246715,85.57477832027796
1246720,90.32104101830704
1246725,95.07081761223819
1246730,99.82542451457492
1246735,104.58614281911507
1246740,109.35420889106656
1246745,114.13080525862974
1246750,118.91705187029834
1246755,123.71399778265037
1246760,128.5226133421852
1246765,133.343782923104
1246770,138.17829828054664
1246775,143.0268525755937
1246780,147.89003512441036
1246785,152.76832691776448
1246790,157.66209695462743
1246795,162.57159942114077
1246800,167.49697174436636
1246805,172.4382335387133
1246810,177.39528645549441
1246815,182.3679149370864
1246820,187.35578786831505
1246825,192.3584611090129
1246830,197.37538088339622
1246835,202.40588799416872
1246840,207.4492228223951
1246845,212.50453106680388
1246850,217.5708701743824
1246855,222.6472164038634
1246860,227.73247246607235
1246865,232.82547567894073
1246870,237.925006574274
1246875,243.02979789195322
1246880,248.13854389652292
1246885,253.24990995077033
1246890,258.36254228080855
1246895,263.4750778673833
1246900,268.58615439701555
1246905,273.6944202102117
1246910,278.79854417802426
1246915,283.89722544413064
1246920,288.98920296595173
1246925,294.07326478949443
1246930,299.1482569925546
1246935,304.2130922313102
1246940,309.26675782612466
1246945,314.3083233237073
1246950,319.33694747476915
1246955,324.3518845692367
1246960,329.3524900735462
1246965,334.3382255225614
1246970,339.3086626182765
1246975,344.26348649962887
1246980,349.202498151386
1246985,354.1256159290688
1246990,359.0328761850672
1246995,3.9244329898231625
1247000,8.800556950808915
1247005,13.661633140829348
1247010,18.508158155854662
1247015,23.340736329520873
1247020,28.1600751422349
1247025,32.96697986384099
1247030,37.762347480234126
1247035,42.54715995580456
1247040,47.32247688869076
1247045,52.089427618740075
1247050,56.849202850350736
1247055,61.60304585393544
1247060,66.35224331072845
1247065,71.0981158661873
1247070,75.84200845760932
1247075,80.58528048049767
1247080,85.32929586145228
1247085,90.07541309977185
1247090,94.82497534544055
1247095,99.57930057789699
1247100,104.33967195116203
1247105,109.10732837080923
1247110,113.88345536823086
1247115,118.66917633741822
1247120,123.46554419891012
1247125,128.27353355469458
1247130,133.09403339510388
1247135,137.92784041975602
1247140,142.775653025844
1247145,147.63806601861657
1247150,152.51556609057772
1247155,157.40852811117622
1247160,162.31721226186897
1247165,167.2417620439585
1247170,172.18220317850074
1247175,177.1384434090246
1247180,182.11027320916176
1247185,187.09736738727264
1247190,192.09928757493438
1247195,197.11548557205268
1247200,202.14530751936468
1247205,207.18799885856328
1247210,212.24271003517242
1247215,217.3085028937751
1247220,222.38435771074947
1247225,227.46918080612915
1247230,232.56181267351494
1247235,237.66103656504035
1247240,242.76558746728983
1247245,247.87416140213122
1247250,252.98542498962343
1247255,258.0980252041196
1247260,263.21059926065647
1247265,268.32178456523883
1247270,273.4302286638724
1247275,278.534599125026
1247280,283.6335932901468
1247285,288.72594782677396
1247290,293.81044801876226
1247295,298.88593672840994
1247300,303.9513229644799
1247305,309.00558999440955
1247310,314.0478029344017
1247315,319.0771157589406
1247320,324.0927776704574
1247325,329.0941387746228
1247330,334.08065501105665
1247335,339.05189229464384
1247340,344.00752982893266
1247345,348.94736256019337
1247350,353.8713027485116
1247355,358.77938064079467
1247360,3.6717442381288707
1247365,8.548658162205514
1247370,13.410501628630113
1247375,18.257765549178323
1247380,23.091048789718492
1247385,27.91105361912121
1247390,32.71858039100882
1247395,37.51452150603672
1247400,42.29985470732776
1247405,47.07563576569253
1247410,51.84299061455437
1247415,56.603106995703534
1247420,61.357225681930224
1247425,66.1066313380523
1247430,70.85264308794675
1247435,75.59660485209142
1247440,80.33987552125781
1247445,85.08381903177089
1247450,89.82979440767666
1247455,94.57914583512732
1247460,99.33319283432398
1247465,104.0932205944318
1247470,108.86047053710773
1247475,113.63613117314905
1247480,118.4213293198762
1247485,123.2171217407762
1247490,128.02448727347328
1247495,132.84431950717723
1247500,137.6774200695641
1247505,142.52449257977017
1247510,147.38613732017973
1247515,152.26284667477103
1247520,157.1550013759571
1247525,162.0628675953368
1247530,166.98659490518037
1247535,171.9262151328249
1247540,176.8816421159104
1247545,181.85267236329312
1247550,186.83898661419212
1247555,191.84015228056177
1247560,196.8556267491736
1247565,201.8847615120848
1247570,206.92680708705976
1247575,211.98091868321265
1247580,217.04616256172645
1247585,222.12152303718116
1247590,227.2059100602561
1247595,232.2981673233829
1247600,237.39708082306237
1247605,242.50138781715413
1247610,247.60978611113592
1247615,252.7209436081291
1247620,257.83350805720323
1247625,262.9461169345035
1247630,268.0574073918232
1247635,273.16602620730345
1247640,278.2706396731117
1247645,283.36994335371065
1247650,288.46267165180825
1247655,293.54760711310945
1247660,298.6235894070275
1247665,303.68952391730926
1247670,308.74438987846
1247675,313.78724799495023
1247680,318.81724748209894
1247685,323.8336324702101
1247690,328.83574771706327
1247695,333.82304357829463
1247700,338.79508019072034
1247705,343.75153082874317
1247710,348.6921844045101
1247715,353.6169470844742
1247720,358.5258430091128
1247725,3.4190141077697414
1247730,8.296719010601304
1247735,13.159331068250877
1247740,18.00733549843635
1247745,22.841325686745524
1247750,27.661998676428286
1247755,32.470149888872164
1247760,37.26666712121533
1247765,42.052523875880894
1247770,46.82877207528547
1247775,51.59653422373822
1247780,56.3569950775442
1247785,61.11139288707966
1247790,65.86101027548254
1247795,70.60716481917194
1247800,75.3511993956479
1247805,80.09447236405576
1247810,84.83834764393525
1247815,89.58418475765568
1247820,94.33332890090144
1247825,99.08710110890938
