ahargana,longitude
1261250,13.575679765625615
1261255,18.422457513059303
1261260,23.255276805752967
1261265,28.074843341802964
1261270,32.88196071014625
1261275,37.67752432926032
1261280,42.46251472088243
1261285,47.23799017550181
1261290,52.005078869476776
1261295,56.76497049591675
1261300,61.51890747320482
1261305,66.2681757949226
1261310,71.01409558879071
1261315,75.75801144692726
1261320,80.50128259527457
1261325,85.24527296665946
1261330,89.9913412429836
1261335,94.74083093185432
1261340,99.49506054299722
1261345,104.25531392986872
1261350,109.02283086195126
1261355,113.7987978933453
1261360,118.58433959193057
1261365,123.38051019614481
1261370,128.18828575985506
1261375,133.0085568497346
1261380,137.84212185389876
1261385,142.68968095851713
1261390,147.5518308449314
1261395,152.42906015485858
1261400,157.32174576540373
1261405,162.23014990889175
1261410,167.15441816505702
1261415,172.09457834519935
1261420,177.05054027821615
1261425,182.02209650306438
1261430,187.00892385760312
1261435,192.0105859508166
1261440,197.02653649364092
1261445,202.05612345698302
1261450,207.09859401826856
1261455,212.15310025158857
1261460,217.21870551113213
1261465,222.29439145313185
1261470,227.37906563816244
1261475,232.47156965174585
1261480,237.57068768282815
1261485,242.67515549249646
1261490,247.78366971045818
1261495,252.89489739288962
1261500,258.00748577633584
1261505,263.12007216220684
1261510,268.2312938664961
1261515,273.3397981694034
1261520,278.4442521995442
1261525,283.5433526875401
1261530,288.6358355225198
1261535,293.7204850485844
1261540,298.7961430324683
1261545,303.86171723993016
1261550,308.9161895556045
1261555,313.9586235835205
1261560,318.98817166726116
1261565,324.00408127144436
1261570,329.0057006697625
1261575,333.99248388928464
1261580,338.963994866106
1261585,343.9199107738673
1261590,348.8600244926017
1261595,353.7842461966107
1261600,358.69260404263775
1261605,3.585243954072142
1261610,8.462428502308558
1261615,13.32453489635009
1261620,18.172052100122144
1261625,23.00557710505907
1261630,27.82581039299452
1261635,32.63355063109718
1261640,37.42968864660739
1261645,42.21520073296123
1261650,46.99114134626091
1261655,51.7586352486173
1261660,56.51886916279517
1261665,61.27308300085648
1261670,66.02256073163095
1261675,70.76862095224023
1261680,75.512607229131
1261685,80.25587827410018
1261690,84.99979802072922
1261695,89.74572566656974
1261700,94.4950057465479
1261705,99.2489583019796
1261710,104.00886921297685
1261715,108.77598075657095
1261720,113.55148245837927
1261725,118.3365023021131
1261730,123.1320983617911
1261735,127.93925092037229
1261740,132.75885513694337
1261745,137.591714322304
1261750,142.43853387969355
1261755,147.29991596358084
1261760,152.17635490340592
1261765,157.06823343674512
1261770,161.97581978404722
1261775,166.89926559530315
1261780,171.83860478755696
1261785,176.79375328476542
1261790,181.764509662555
1261795,186.75055669156623
1261800,191.7514637643662
1261805,196.76669018255672
1261810,201.79558927288784
1261815,206.83741329423032
1261820,211.89131908977237
1261825,216.95637443689847
1261830,222.03156503683522
1261835,227.11580208840874
1261840,232.20793038399793
1261845,237.306736864964
1261850,242.4109595723563
1261855,247.51929692791086
1261860,252.63041727997452
1261865,257.74296864886793
1261870,262.8555886063994
1261875,267.9669142231322
1261880,273.07559202063334
1261885,278.1802878599906
1261890,283.2796967037754
1261895,288.37255218498024
1261900,293.45763591761374
1261905,298.53378648356266
1261910,303.59990803068365
1261915,308.6549784178246
1261920,313.6980568437277
1261925,318.728290898672
1261930,323.74492298054065
1261935,328.7472960193468
1261940,333.7348584621654
1261945,338.7071684699231
1261950,343.66389728955886
1261955,348.6048317686155
1261960,353.52987598824257
1261965,358.43905199873245
1261970,3.3324996503942104
1261975,8.210475521421323
1261980,13.073350953225024
1261985,17.92160921242913
1261990,22.755841805717743
1261995,27.576743984612822
1262000,32.38510947837529
1262005,37.181824504762126
1262010,41.967861109980824
1262015,46.74426989438612
1262020,51.51217218348938
1262025,56.272751706218735
1262030,61.027245844013976
1262035,65.77693651538605
1262040,70.52314076114762
1262045,75.26720109592192
1262050,80.01047569046904
1262055,84.75432845261489
1262060,89.50011906897626
1262065,94.24919307515574
1262070,99.00287201879694
1262075,103.76244378106678
1262080,108.52915312204382
1262085,113.3041925154779
1262090,118.08869333818299
1262095,122.88371747880778
1262100,127.69024942992273
1262105,132.5091889246972
1262110,137.34134418054447
1262115,142.18742580346614
1262120,147.0480414084782
1262125,151.9236910032967
1262130,156.81476317781244
1262135,161.72153213509722
1262140,166.64415559228445
1262145,171.58267357162995
1262150,176.5370080935487
1262155,181.50696377463504
1262160,186.4922293249777
1262165,191.49237992920092
1262170,196.50688049076328
1262175,201.5350897054017
1262180,206.57626492823832
1262185,211.62956778923424
1262190,216.6940705073583
1262195,221.76876284911626
1262200,226.85255967343858
1262205,231.94430900213712
1262210,237.04280055312933
1262215,242.14677467245258
1262220,247.2549315990979
1262225,252.36594099985135
1262230,257.47845170526705
1262235,262.59110158385334
1262240,267.702527488073
1262245,272.8113752070046
1262250,277.9163093603518
1262255,283.01602316843207
1262260,288.1092480326983
1262265,293.1947628613052
1262270,298.27140307431984
1262275,303.3380692236805
1262280,308.3937351625449
1262285,313.4374557034246
1262290,318.46837370047956
1262295,323.4857264998611
1262300,328.4888517019198
1262305,333.47719218464675
1262310,338.4503003428325
1262315,343.4078415036147
1262320,348.3495964860909
1262325,353.27546328039404
1262330,358.1854578300753
1262335,3.0797139091651724
1262340,7.95848209755642
1262345,12.822127861465656
1262350,17.671128760023674
1262355,22.506070803764693
1262360,27.3276439994695
1262365,32.13663712244819
1262370,36.93393176329451
1262375,41.72049570118489
1262380,46.497375659917004
1262385,51.26568950611442
1262390,56.02661795158935
1262395,60.78139582243003
1262400,65.53130296177251
1262405,70.2776548282801
1262410,75.02179285814634
1262415,79.76507465515809
1262420,84.50886407440306
1262425,89.25452126496991
1262430,94.00339273695113
1262435,98.75680151808217
1262440,103.51603746542158
1262445,108.2823477977072
1262450,113.05692791290758
1262455,117.84091255862319
1262460,122.635367416952
1262465,127.44128117003557
1262470,132.2595581076651
1262475,137.09101133722265
1262480,141.9363566530618
1262485,146.7962071185419
1262490,151.67106840912464
1262495,156.56133495922333
1262500,161.4672869489097
1262505,166.38908815938493
1262510,171.32678471696732
1262515,176.2803047402953
1262520,181.24945889094147
1262525,186.23394182449135
1262530,191.23333452697656
1262535,196.24710751429512
1262540,201.27462486420777
1262545,206.3151490432972
1262550,211.36784648487523
1262555,216.43179386830062
1262560,221.5059850457354
1262565,226.5893385574928
1262570,231.6807056778406
1262575,236.77887892517404
1262580,241.8826009749942
1262585,246.99057390975838
1262590,252.1014687404289
1262595,257.2139351342369
1262600,262.3266112831969
1262605,267.43813384798534
1262610,272.5471479118596
1262615,277.6523168793043
1262620,282.75233225421
1262625,287.84592323112696
1262630,292.9318660366436
1262635,298.0089929520935
1262640,303.0762009550424
1262645,308.13245991414016
1262650,313.1768202743021
1262655,318.20842017084635
1262660,323.22649191379315
1262665,328.2303677869536
1262670,333.21948511075675
1262675,338.1933905231715
1262680,343.1517434380605
1262685,348.0943186507393
1262690,353.0210080624197
1262695,357.9318215092583
1262700,2.8268866869123364
1262705,7.706448171506551
1262710,12.570865546579713
1262715,17.420610654175796
1262720,22.256263996423083
1262725,27.078510321519364
1262730,31.888133435037258
1262735,36.68601028233804
1262740,41.47310435632442
1262745,46.25045848334079
1262750,51.019187048898665
1262755,55.78046772399619
1262760,60.53553275563566
1262765,65.28565988608449
1262770,70.03216296604434
1262775,74.77638232716448
1262780,79.51967497938674
1262785,84.26340469855174
1262790,89.00893206977624
1262795,93.75760455096584
1262800,98.51074662415888
1262805,103.26965009694923
1262810,108.03556462182624
1262815,112.80968849795997
1262820,117.59315982088427
1262825,122.3870480448945
1262830,127.19234602206319
1262835,132.00996258029687
1262840,136.8407157006846
1262845,141.6853263515805
1262850,146.544413031891
1262855,151.41848707466272
1262860,156.3079487507596
1262865,161.2130842115082
1262870,166.13406329848698
1262875,171.070938241783
1262880,176.02364325940852
1262885,180.99199506180108
1262890,185.9756942564675
1262895,190.97432763908617
1262900,195.9873713489604
1262905,201.01419485897162
1262910,206.0540657617702
1262915,211.10615531100487
1262920,216.16954466497705
1262925,221.24323178129876
1262930,226.32613890388706
1262935,231.41712058192357
1262940,236.514972158152
1262945,241.6184386624797
1262950,246.72622404599127
1262955,251.83700069004692
1262960,256.9494191251535
1262965,262.06211789312255
1262970,267.1737334896715
1262975,272.282910318746
1262980,277.3883105957981
1262985,282.48862413364174
1262990,287.5825779456173
1262995,292.6689456005745
1263000,297.7465562642574
1263005,302.8143033619761
1263010,307.87115279811985
1263015,312.91615066923123
1263020,317.9484304093218
1263025,322.9672193074799
1263030,327.97184434470574
1263035,332.9617372953334
1263040,337.9364390494461
1263045,342.8956031152692
1263050,347.83899826862654
1263055,352.76651032402924
1263060,357.6781430102002
1263065,2.5740179414740716
1263070,7.454373685353905
1263075,12.319563935498163
1263080,17.17005480690159
1263085,22.00642128162464
1263090,26.829342835383073
1263095,31.639598287843867
1263100,36.43805992211486
1263105,41.22568692518416
1263110,46.00351820511983
1263115,50.77266464416168
1263120,55.534300849325426
1263125,60.28965646389092
1263130,65.0400071042756
1263135,69.7866649875934
1263140,74.5309693143814
1263145,79.27427647434779
1263150,84.01795013742107
1263155,88.76335129782156
1263160,93.51182833552029
1263165,98.26470716057092
1263170,103.02328150571144
1263175,107.78880343270653
1263180,112.56247411790766
1263185,117.34543498234177
1263190,122.13875923133857
1263195,126.94344386670387
1263200,131.76040223634416
1263205,136.59045717853934
1263210,141.43433482070694
1263215,146.29265908536152
1263220,151.16594695237785
1263225,156.05460452088013
1263230,160.95892390758263
1263235,165.8790810111178
1263240,170.8151341639414
1263245,175.76702368495407
1263250,180.73457233738645
1263255,185.717486686474
1263260,190.71535934615923
1263265,195.72767208983822
1263270,200.75379979800107
1263275,205.79301520487388
1263280,210.84449440083452
1263285,215.90732304159394
1263290,220.98050321043613
1263295,226.06296087602266
1263300,231.15355388535153
1263305,236.2510804295038
1263310,241.35428791718468
1263315,246.46188219374238
1263320,251.57253703696276
1263325,256.68490386670237
1263330,261.79762160187363
1263335,266.9093265995557
1263340,272.0186626109039
1263345,277.1242906885453
1263350,282.2248989801052
1263355,287.3192123424295
1263360,292.40600171101386
1263365,297.4840931593823
1263370,302.55237658226645
1263375,307.60981394062253
1263380,312.6554470017585
1263385,317.68840451550477
1263390,322.7079087663182
1263395,327.7132814457201
1263400,332.70394879352756
1263405,337.6794459614849
1263410,342.63942055894705
1263415,347.5836353471562
1263420,352.51197005643144
1263425,357.4244223076578
1263430,2.321107631513848
1263435,7.202258581986043
1263440,12.068222955286034
1263445,16.91946113048226
1263450,21.756542557530345
1263455,26.58014142586939
1263460,31.39103155366888
1263465,36.19008054389375
1263470,40.97824325853863
1263475,45.75655466664601
1263480,50.52612212524758
1263485,55.28811715378958
1263490,60.04376676771487
1263495,64.79434443248945
1263500,69.54116070556947
1263505,74.28555363077793
1263510,79.02887895073847
1263515,83.77250020280421
1263520,88.5177787638405
1263525,93.26606390917401
1263530,98.01868295103371
1263535,102.7769315220344
1263540,107.54206406822178
1263545,112.31528461953086
1263550,117.09773789982175
1263555,121.89050084374702
1263560,126.6945745835248
1263565,131.51087696838206
1263570,136.34023567717884
1263575,141.18338198184074
1263580,146.04094521547796
1263585,150.9134479944049
1263590,155.8013022376975
1263595,160.70480602163204
1263600,165.6241412979579
1263605,170.55937250046367
1263610,175.51044605016463
1263615,180.4771907663926
1263620,185.45931917878752
1263625,190.4564297275612
1263630,195.46800983077662
1263635,200.49343978941448
1263640,205.53199749368144
1263645,210.58286388748286
1263650,215.64512914248797
1263655,220.71779948729173
1263660,225.79980463687616
1263665,230.89000575872916
1263670,235.98720391569748
1263675,241.09014892064954
1263680,246.19754853829158
1263685,251.30807796883835
1263690,256.42038954806395
1263695,261.53312259825975
1263700,266.6449133646992
1263705,271.75440497228027
1263710,276.86025733720265
1263715,281.9611569673122
1263720,287.0558265882229
1263725,292.1430345263388
1263730,297.2216037858848
1263735,302.290420753769
1263740,307.34844346790993
1263745,312.3947093856015
1263750,317.4283425902099
1263755,322.44856037695604
1263760,327.4546791618211
1263765,332.4461196619596
1263770,337.42241129994324
1263775,342.38319579364
1263780,347.3282298945777
1263785,352.2573872510269
1263790,357.17065937673834
1263795,2.0681557160338
1263800,6.950102804611301
1263805,11.816842534273352
1263810,16.668829538431215
1263815,21.506627723495058
1263820,26.33090597893746
1263825,31.142433105936576
1263830,35.942072009515364
1263835,40.73077320767871
1263840,45.50956770976834
1263845,50.27955932526207
1263850,55.04191646345667
1263855,59.79786348741542
1263860,64.54867168658991
1263865,69.29564993321094
1263870,74.04013508785985
1263875,78.78348221970951
1263880,83.5270547070343
1263885,88.27221428240648
1263890,93.0203110902557
1263895,97.77267381896381
1263900,102.53059997524655
1263905,107.29534636534179
1263910,112.06811984864432
1263915,116.85006842912654
1263920,121.64227274946093
1263925,126.44573805192339
1263930,131.2613866687727
1263935,136.09005110290457
1263940,140.93246775561437
1263945,145.78927135796923
1263950,150.6609901520609
1263955,155.54804186849051
1263960,160.4507305366594
1263965,165.36924415835014
1263970,170.3036532670352
1263975,175.2539103869452
1263980,180.219850397193
1263985,185.20119179738705
1263990,190.19753886238965
1263995,195.208384665558
1264000,200.23311494063697
1264005,205.2710127486173
1264010,210.32126390346897
1264015,215.38296311077653
1264020,220.4551207650151
1264025,225.53667034848937
1264030,230.62647637178912
1264035,235.72334279341143
1264040,240.8260218546935
1264045,245.93322326526766
1264050,251.04362367392525
1264055,256.1558763584003
1264060,261.2686210711435
1264065,266.38049397228747
1264070,271.4901375870165
1264075,276.59621072101237
1264080,281.69739826879703
1264085,286.79242084954456
1264090,291.8800442048774
1264095,296.95908829320376
1264100,302.0284360154161
1264105,307.0870415073709
1264110,312.13393793581827
1264115,317.16824473496507
1264120,322.18917422679147
1264125,327.19603756561463
1264130,332.1882499573947
1264135,337.16533510580757
1264140,342.1269288442396
1264145,347.0727819194944
1264150,352.0027619005524
1264155,356.91685419387744
1264160,1.8151621553498671
1264165,6.697906297893205
1264170,11.565422601572642
1264175,16.41815994501326
1264180,21.256676679588367
1264185,26.081636381219226
1264190,30.89380281821825
1264195,35.6940341809172
1264200,40.48327662393774
1264205,45.262557176320264
1264210,50.032976078183765
1264215,54.795698605202126
1264220,59.551946444040176
1264225,64.30298868326898
1264230,69.05013248388312
1264235,73.7947134971889
1264240,78.53808609239616
1264245,83.28161346172726
1264250,88.0266576674624
1264255,92.7745696963935
1264260,97.52667958700846
1264265,102.2842866947893
1264270,107.04865016108636
1264275,111.82097965105275
1264280,116.60242642615091
1264285,121.39407481522395
1264290,126.19693415065022
1264295,131.01193122918653
1264300,135.83990336064429
1264305,140.6815920614113
1264310,145.53763744728542
1264315,150.40857337536005
1264320,155.2948233792171
1264325,160.19669743531418
1264330,165.114389591282
1264335,170.04797647899036
1264340,174.99741672702544
1264345,179.9625512773426
1264350,184.94310460545506
1264355,189.9386868289737
1264360,194.94879668656316
1264365,199.9728253578968
1264370,205.0100610889521
1264375,210.059694580206
1264380,215.12082508953318
1264385,220.1924671967702
1264390,225.27355817297985
1264395,230.36296589457345
1264400,235.45949723902243
1264405,240.56190690090222
1264410,245.66890656013533
1264415,250.77917433970245
1264420,255.89136448634187
1264425,261.0041172089274
1264430,266.1160686091169
1264435,271.2258606389356
1264440,276.33215101998474
1264445,281.433623058929
1264450,286.5289952938414
1264455,291.61703090608796
1264460,296.6965468312921
1264465,301.76642250670994
1264470,306.82560818701586
1264475,311.8731327674659
1264480,316.9081110515081
1264485,321.92975040347113
1264490,326.9373567299881
1264495,331.93033973790006
1264500,336.9082174213847
1264505,341.8706197369694
1264510,346.8172914320109
1264515,351.74809399859095
1264520,356.66300673635044
1264525,1.5621269106056275
1264530,6.445669006656315
1264535,11.313963086595951
1264540,16.1674522647634
1264545,21.006689326115044
1264550,25.832332519541467
1264555,30.645140565192506
1264560,35.44596692109183
1264565,40.23575335964794
1264570,45.01552290923297
1264575,49.786372218392685
1264580,54.54946340623795
1264585,59.306015458906316
1264590,64.05729523878841
1264595,68.804608170609
1264600,73.54928866991358
1264605,78.29269037944913
1264610,83.03617627888872
1264615,87.78110873327029
1264620,92.52883954546527
1264625,97.28070007815481
1264630,102.03799150974575
1264635,106.80197529205303
1264640,111.57386387207767
1264645,116.35481174561272
1264650,121.14590690670688
1264655,125.94816275733226
1264660,130.76251054012423
1264665,135.5897923550783
1264670,140.43075481833463
1264675,145.28604341756872
1264680,150.15619761398725
1264685,155.0416467356533
1264690,159.9427066994031
1264695,164.85957759489418
1264700,169.79234215081954
1264705,174.74096510064138
1264710,179.70529345308137
1264715,184.6850576648792
1264720,189.67987370437382
1264725,194.68924598593665
1264730,199.7125711472261
1264735,204.74914263380575
1264740,209.79815604917422
1264745,214.85871522127982
1264750,219.92983893522623
1264755,225.01046827203083
1264760,230.0994744960764
1264765,235.19566742809388
1264770,240.29780424011543
1264775,245.40459860768254
1264780,250.51473015406128
1264785,255.62685412100282
1264790,260.73961120056896
1264795,265.8516374626101
1264800,270.9615743127266
1264805,276.06807841438643
1264810,281.1698315124013
1264815,286.265550088949
1264820,291.3539947892047
1264825,296.4339795501081
1264830,301.5043803672148
1264835,306.5641436349703
1264840,311.6122939967699
1264845,316.6479416427868
1264850,321.6702889958876
1264855,326.67863672927155
1264860,331.67238906234735
1264865,336.6510582898056
1264870,341.61426849889097
1264875,346.56175844242125
1264880,351.49338353908087
1264885,356.4091169817843
1264890,1.3090499432855154
1264895,6.193390877020855
1264900,11.062463920024904
1264905,15.91670641345429
1264910,20.756665564580025
1264915,25.582994282048517
1264920,30.39644622216898
1264925,35.19787009361201
1264930,39.98820326766671
1264935,44.76846475126966
1264940,49.5397475801984
1264945,54.303210693641816
1264950,59.06007035313035
1264955,63.81159117008753
1264960,68.55907680701874
1264965,73.3038604177185
1264970,78.04729489214134
1264975,82.79074297044482
1264980,87.53556729394191
1264985,92.28312045512878
1264990,97.03473511446984
1264995,101.79171424836974
1265000,106.55532159394531
1265005,111.32677235608443
1265010,116.10722424216898
1265015,120.89776888946669
1265020,125.69942374943386
1265025,130.51312449187978
1265030,135.33971799015947
1265035,140.17995594472512
1265040,145.03448920216982
1265045,149.9038628168126
1265050,154.78851190209326
1265055,159.68875830940135
1265060,164.60480816599022
1265065,169.53675029567646
1265070,174.4845555376877
1265075,179.44807697032456
1265080,184.42705103724532
1265085,189.42109956554378
1265090,194.42973265508445
1265095,199.45235241395727
1265100,204.488257501642
1265105,209.53664844057465
1265110,214.59663364747888
1265115,219.6672361320487
1265120,224.7474008063813
1265125,229.83600234542553
1265130,234.93185353638896
1265135,240.03371405344097
1265140,245.14029959320493
1265145,250.2502913047925
1265150,255.36234545146797
1265155,260.4751032350678
1265160,265.58720072030275
1265165,270.6972787925831
1265170,275.8039930842281
1265175,280.9060238037189
1265180,286.00208540258114
1265185,291.0909360144167
1265190,296.1713866006235
1265195,301.24230973756386
1265200,306.3026479806476
1265205,311.35142174061986
1265210,316.3877366124558
1265215,321.41079009367803
1265220,326.4198776379073
1265225,331.4143979899147
1265230,336.3938577545295
1265235,341.35787515740975
1265240,346.3061829623564
1265245,351.23863051729734
1265250,356.1551849091357
1265255,1.055931216352974
1265260,5.941071855918116
1265265,10.810925033327933
1265270,15.66592230761519
1265275,20.506605297209028
1265280,25.33362155692391
1265285,30.1477196646117
1265290,34.949743562155376
1265295,39.74062620090266
1265300,44.52138254613898
1265305,49.29310199879338
1265310,54.056940295309104
1265315,58.81411094873705
1265320,63.565876294313625
1265325,68.31353820688044
1265330,73.05842855235518
1265335,77.80189944111099
1265340,82.54531334777323
1265345,87.29003316296945
1265350,92.037412242352
1265355,96.78878451820937
1265360,101.54545473903805
1265365,106.30868890252623
1265370,111.07970494759616
1265375,115.85966376994155
1265380,120.64966062847091
1265385,125.45071700377989
1265390,130.26377297406228
1265395,135.0896801686336
1265400,139.9291953576798
1265405,144.78297473316482
1265410,149.65156893140667
1265415,154.53541884248799
1265420,159.4348522454315
1265425,164.35008130101792
1265430,169.28120092652685
1265435,174.22818806722282
1265440,179.19090187416606
1265445,184.169084783339
1265450,189.16236448799955
1265455,194.17025678417255
1265460,199.1921692622196
1265465,204.22740580976395
1265470,209.27517188450216
1265475,214.3345805095404
1265480,219.4046589389083
1265485,224.48435593700515
1265490,229.57254961137073
1265495,234.66805573935886
1265500,239.7696365217424
1265505,244.87600970114437
1265510,249.98585797907302
1265515,255.0978386662794
1265520,260.2105935009523
1265525,265.32275856933063
1265530,270.4329742633877
1265535,275.5398952102783
1265540,280.64220010821185
1265545,285.7386014035105
1265550,290.8278547423583
1265555,295.90876813431527
1265560,300.98021075895144
1265565,306.0411213534029
1265570,311.0905161160645
1265575,316.12749606437336
1265580,321.1512537867227
1265585,326.1610795316114
1265590,331.15636658107866
1265595,336.13661586033345
1265600,341.10143974142636
1265605,346.0505650042926
1265610,350.98383492936205
1265615,355.9012104982029
1265620,0.8027706929513556
1265625,5.688711890605381
1265630,10.559346358277011
1265635,15.415099864050484
1265640,20.25650842646875
1265645,25.08421423351327
1265650,29.898960769099727
1265655,34.701587191463055
1265660,39.4930220134312
1265665,44.27427613802234
1265670,49.04643530978131
1265675,53.81065203948202
1265680,58.568137067399554
1265685,63.32015042835217
1265690,68.06799218363074
1265695,72.81299288517306
1265700,77.55650383746833
1265705,82.29988722265227
1265710,87.04450615417514
1265715,91.79171472452109
1265720,96.54284811134778
1265725,101.29921280977932
1265730,106.06207705314635
1265735,110.8326614900274
1265740,115.61213018204334
1265745,120.40158198762258
1265750,125.20204239607922
1265755,130.01445587511776
1265760,134.8396787930047
1265765,139.67847297402
1265770,144.53149994232575
1265775,149.39931590517565
1265780,154.28236751995811
1265785,159.18098848677457
1265790,164.09539699557877
1265795,169.02569405483533
1265800,173.97186271697473
1265805,178.93376820838222
1265810,183.9111589626474
1265815,188.90366854698087
1265820,193.91081846312474
1265825,198.93202179593973
1265830,203.96658767548396
1265835,209.013726510439
1265840,214.07255594831412
1265845,219.1421075069719
1265850,224.22133382375682
1265855,229.3091164617735
1265860,234.40427421163116
1265865,239.50557182512688
1265870,244.61172911627332
1265875,249.72143036448117
1265880,254.8333339544518
1265885,259.94608218729473
1265890,265.0583111976144
1265895,270.16866091019926
1265900,275.2757849735511
1265905,280.37836060152347
1265910,285.4750982602119
1265915,290.5647511335989
1265920,295.6461243026562
1265925,300.71808357262563
1265930,305.7795638837063
1265935,310.8295772413142
1265940,315.8672201036016
1265945,320.8916801663092
1265950,325.9022424868735
1265955,330.89829489711684
1265960,335.8793326528163
1265965,340.84496228001933
1265970,345.794904581058
1265975,350.72899677175207
1265980,355.6471937291365
1265985,0.5495683375419276
1265990,5.436310929639099
1265995,10.307727827918136
1266000,15.164239000807534
1266005,20.006374856192835
1266010,24.83477220184637
1266015,29.650169412850655
1266020,34.453400846864504
1266025,39.24539055922576
1266030,44.027145371100914
1266035,48.79974734870509
1266040,53.56434575427851
1266045,58.32214853154837
1266050,63.07441338977708
1266055,67.82243855132445
1266060,72.56755322822626
1266065,77.31110789232653
1266070,82.05446440679192
1266075,86.79898608124185
1266080,91.54602771818182
1266085,96.29692571510779
1266090,101.05298828780317
1266095,105.81548588027209
1266100,110.58564182679791
1266105,115.36462333153499
1266110,120.15353283071876
1266115,124.95339980188537
1266120,129.76517308345225
1266125,134.58971376505534
1266130,139.42778870980982
1266135,144.28006476063737
1266140,149.14710368406634
1266145,154.0293578963076
1266150,158.9271670113815
1266155,163.84075524393725
1266160,168.77022969171378
1266165,173.715579514328
1266170,178.67667601642162
1266175,183.65327363451752
1266180,188.64501181695127
1266185,193.6514177811208
1266190,198.6719101183381
1266195,203.7058032147814
1266200,208.75231244674848
1266205,213.8105601035821
1266210,218.8795819863938
1266215,223.9583346265503
1266220,229.04570306461855
1266225,234.14050912802279
1266230,239.24152014395887
1266235,244.3474580231822
1266240,249.45700864848357
1266245,254.56883150495946
1266250,259.68156948319853
1266255,264.7938587924977
1266260,269.90433891774023
1266265,275.0116625547938
1266270,280.1145054590987
1266275,285.21157614204327
1266280,290.3016253496536
1266285,295.38345525812394
1266290,300.4559283210631
1266295,305.51797570263636
1266300,310.5686052352362
1266305,315.6069088359032
1266310,320.6320693237975
1266315,325.643366580457
1266320,330.6401829996092
1266325,335.62200817790193
1266330,340.58844280359665
1266335,345.5392017068176
1266340,350.47411604228205
1266345,355.3931345835817
1266350,0.2963241154176899
1266355,5.1838689223900065
1266360,10.056069376088262
1266365,14.913339636695378
1266370,19.756204490299144
1266375,24.585295352158738
1266380,29.40134547324375
1266385,34.20518439380204
1266390,38.99773169327351
1266395,43.77999009051078
1266400,48.55303795200044
1266405,53.318021268802674
1266410,58.07614516390115
1266415,62.828664996380965
1266420,67.57687712416529
1266425,72.32210939301656
1266430,77.06571141633276
1266435,81.80904471136465
1266440,86.55347275724388
1266445,91.30035104014755
1266450,96.05101715091142
1266455,100.8067810004523
1266460,105.56891521859734
1266465,110.33864580085967
1266470,115.11714307095076
1266475,119.90551302097535
1266480,124.70478909611987
1266485,129.51592448615332
1266490,134.339784985367
1266495,139.17714247987493
1266500,144.0286691178142
1266505,148.8949322137012
1266510,153.7763899329992
1266515,158.6733877968517
1266520,163.5861560401659
1266525,168.51480784742876
1266530,173.4593384858293
1266535,178.41962534090888
1266540,183.3954288568301
1266545,188.3863943710983
1266550,193.39205482609526
1266555,198.41183433142606
1266560,203.44505254347277
1266565,208.49092982167986
1266570,213.54859311506536
1266575,218.61708252749276
1266580,223.69535850484942
1266585,228.7823095875029
1266590,233.87676066302822
1266595,238.97748165834793
1266600,244.08319660576663
1266605,249.1925930179221
1266610,254.3043315062228
1266615,259.41705557728454
1266620,264.529401541932
1266625,269.6400084714112
1266630,274.7475281355013
1266635,279.8506348573666
1266640,284.94803521873484
1266645,290.03847755247284
1266650,295.1207611536922
1266655,300.19374514662013
1266660,305.2563569413733
1266665,310.30760021684955
1266670,315.34656236723777
1266675,320.37242135178496
1266680,325.3844518903943
1266685,330.3820309514307
1266690,335.3646424829947
1266695,340.3318813434016
1266700,345.28345639658056
1266705,350.21919273961294
1266710,355.13903304337356
1266715,0.04303799221560212
1266720,4.931385818557771
1266725,9.804370936931779
1266730,14.662401690802968
1266735,19.505997233915913
1266740,24.335783575854883
1266745,29.152488828780918
1266750,33.95693769894917
1266755,38.7500452711014
1266760,43.53281014187004
1266765,48.306306956524
1266770,53.07167841188291
1266775,57.8301267869922
1266780,62.58290506570531
1266785,67.33130771603639
1266790,72.07666119160018
1266795,76.8203142206173
1266800,81.5636279479547
1266805,86.30796599575409
1266810,91.05468450702945
1266815,95.80512223990975
1266820,100.56059077473142
1266825,105.32236490178008
1266830,110.09167325422436
1266835,114.86968925182491
1266840,119.65752242055201
1266845,124.4562101525959
1266850,129.26670997011286
1266855,134.08989235428533
1266860,138.9265341987703
1266865,143.77731294343212
1266870,148.64280143889337
1266875,153.52346359066775
1266880,158.41965081994428
1266885,163.33159937683718
1266890,168.25942853090933
1266895,173.20313965669334
1266900,178.16261622314846
1266905,183.1376246871576
1266910,188.12781628232855
1266915,193.13272968573477
1266920,198.15179453717275
1266925,203.18433577670672
1266930,208.22957876286182
1266935,213.28665512191628
1266940,218.3546092794006
1266945,223.4324056171579
1266950,228.51893619712538
1266955,233.61302899030824
1266960,238.71345654763664
1266965,243.81894504824191
1266970,248.92818366002905
1266975,254.03983414712397
1266980,259.15254065887666
1266985,264.26493963396337
1266990,269.37566975677805
1266995,274.483381897403
1267000,279.58674897238126
1267005,284.68447565987805
1267010,289.7753079039327
1267015,294.8580421423213
1267020,299.93153419270794
1267025,304.9947077322046
1267030,310.04656230632804
1267035,315.0861808049298
1267040,320.11273634360424
1267045,325.1254984954871
1267050,330.1238388162537
1267055,335.10723561565715
1267060,340.07527793101775
1267065,345.0276686657071
1267070,349.9642268627614
1267075,354.8848890916796
1267080,359.7897099348934
