jul_day,true_long (na),true_long (sa),ayanamsha,vakya_sign,min,sec,trd
2460422.156846,7.820531,24.202873,-,10,46,5.392139
2460430.156846,15.605745,24.203179,-,12,53,13.632382
2460438.156846,23.363090,24.203486,-,14,33,33.435304
2460446.156846,31.092146,24.203792,-,16,15,23.936618
2460453.024425,37.702795,24.204056,-,17,49,56.356171
2460461.024425,45.382112,24.204362,-,19,14,27.551128
2460469.024425,53.046157,24.204669,-,20,9,26.213122
2460477.024425,60.694234,24.204975,-,21,6,55.333167
2460484.297502,67.634496,24.205254,-,21,55,48.769200
2460492.297502,75.262803,24.205561,-,22,18,5.788873
2460500.297502,82.892767,24.205867,-,22,12,7.820473
2460508.297502,90.522569,24.206174,-,22,12,42.825171
2460515.749619,97.633087,24.206459,-,22,0,53.159677
2460523.749619,105.279448,24.206766,-,21,13,6.113495
2460531.749619,112.943622,24.207073,-,20,8,58.341539
2460539.749619,120.624067,24.207379,-,19,10,23.918130
2460547.100280,127.699185,24.207661,-,18,2,56.117944
2460555.100280,135.428539,24.207968,-,16,14,19.512841
2460563.100280,143.188102,24.208274,-,14,25,34.322648
2460571.100280,150.975996,24.208581,-,12,43,34.970213
2460578.099326,157.816470,24.208849,-,11,0,42.434133
2460586.099326,165.672212,24.209156,-,8,39,19.682502
2460594.099326,173.564252,24.209462,-,6,28,39.448219
2460602.099326,181.488386,24.209769,-,4,33,6.979740
2460608.599278,187.953801,24.210018,-,2,46,18.943457
2460616.599278,195.946206,24.210325,-,0,27,20.614478
2460624.599278,203.971512,24.210631,+,1,31,6.226358
2460632.599278,212.023200,24.210938,+,3,6,4.567816
2460638.591719,218.073593,24.211167,+,4,24,56.136513
2460646.591719,226.175619,24.211474,+,6,7,17.515114
2460654.591719,234.297489,24.211781,+,7,18,44.077037
2460662.591719,242.431355,24.212087,+,8,1,54.911185
2460668.201683,248.142830,24.212302,+,8,34,11.283538
2460676.201683,256.296837,24.212609,+,9,14,25.523543
2460684.201683,264.451683,24.212915,+,9,17,26.621184
2460692.201683,272.599199,24.213222,+,8,51,3.516222
2460697.648710,278.142539,24.213431,+,8,33,8.345988
2460705.648710,286.276825,24.213737,+,8,3,25.751431
2460713.648710,294.392808,24.214044,+,6,57,32.348234
2460721.648710,302.483128,24.214351,+,5,25,9.221919
2460727.190589,308.073339,24.214563,+,4,24,1.120823
2460735.190589,316.122629,24.214870,+,2,57,26.763320
2460743.190589,324.139899,24.215176,+,1,2,10.377281
2460751.190589,332.119656,24.215483,-,1,12,52.524614
2460757.062055,337.954943,24.215708,-,2,42,12.208411
2460765.062055,345.878076,24.216014,-,4,36,43.276513
2460773.062055,353.764138,24.216321,-,6,50,10.691545
2460781.062055,1.610402,24.216628,-,9,13,27.096519
