jul_day,true_long (na),true_long (sa),ayanamsha,vakya_sign,min,sec,trd
2460787.417136,7.819825,24.216871,-,10,48,37.790195
2460795.417136,15.609807,24.217178,-,12,36,3.826644
2460803.417136,23.366479,24.217484,-,14,35,58.821360
2460811.417136,31.090884,24.217791,-,16,32,8.674441
2460818.285668,37.703825,24.218054,-,17,46,13.791335
2460826.285668,45.388279,24.218361,-,18,55,57.959338
2460834.285668,53.050376,24.218667,-,20,16,26.977200
2460842.285668,60.695140,24.218974,-,21,18,51.053021
2460849.557739,67.637378,24.219253,-,21,45,26.437992
2460857.557739,75.270363,24.219559,-,22,1,15.059149
2460865.557739,82.897236,24.219866,-,22,23,15.548318
2460873.557739,90.525075,24.220173,-,22,19,46.797625
2460881.007312,97.637956,24.220458,-,21,43,21.560516
2460889.007312,105.286972,24.220765,-,21,3,32.480479
2460897.007312,112.947588,24.221071,-,20,21,47.010866
2460905.007312,120.627516,24.221378,-,19,12,15.576787
2460912.354709,127.704971,24.221659,-,17,42,6.331657
2460920.354709,135.434782,24.221966,-,16,12,40.863788
2460928.354709,143.190136,24.222273,-,14,40,43.417181
2460936.354709,150.979394,24.222579,-,12,38,40.260829
2460943.350972,157.821509,24.222847,-,10,42,34.145758
2460951.350972,165.676179,24.223154,-,8,43,11.245343
2460959.350972,173.563382,24.223461,-,6,46,4.165063
2460967.350972,181.490091,24.223767,-,4,23,50.746687
2460973.850170,187.957820,24.224016,-,2,31,50.838392
2460981.850170,195.947893,24.224323,-,0,35,44.346213
2460989.850170,203.968354,24.224629,+,1,13,39.596162
2460997.850170,212.022851,24.224936,+,3,16,11.378969
2461003.844067,218.077272,24.225166,+,4,38,10.822292
2461011.844067,226.176172,24.225472,+,5,56,2.357308
2461019.844067,234.293518,24.225779,+,7,2,26.730190
2461027.844067,242.430280,24.226086,+,8,12,20.660546
2461033.456434,248.146775,24.226301,+,8,48,23.367190
2461041.456434,256.297606,24.226607,+,9,2,59.522023
2461049.456434,264.448189,24.226914,+,9,2,5.875603
2461057.456434,272.598869,24.227220,+,9,2,26.889925
2461062.905389,278.146930,24.227429,+,8,48,56.782457
2461070.905389,286.278485,24.227736,+,7,53,36.069430
2461078.905389,294.390315,24.228043,+,6,42,35.277150
2461086.905389,302.484102,24.228349,+,5,37,37.984774
2461092.447981,308.077967,24.228562,+,4,40,40.911059
2461100.447981,316.124934,24.228868,+,2,49,4.779560
2461108.447981,324.138110,24.229175,+,0,47,26.154412
2461116.447981,332.121523,24.229481,-,0,59,42.803218
2461122.319046,337.959443,24.229706,-,2,26,0.307459
2461130.319046,345.880077,24.230013,-,4,45,43.089693
2461138.319046,353.762331,24.230320,-,7,3,53.072903
2461146.319046,1.612316,24.230626,-,9,0,3.345811
