Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 1600-06-09 08:31:59,    5h33m14.7s, +23°20'57.2", -26.71, —, 1.016028, —
Vigorous (Sun), 1600-06-10 08:31:59,    5h37m24.2s, +23°23'24.2", -26.71, —, 1.016117, —
Vigorous (Sun), 1600-06-11 08:31:59,    5h41m33.7s, +23°25'26.4", -26.71, —, 1.016200, —
Vigorous (Sun), 1600-06-12 08:31:59,    5h45m43.3s, +23°27'03.8", -26.71, —, 1.016277, —
Vigorous (Sun), 1600-06-13 08:31:59,    5h49m53.0s, +23°28'16.3", -26.71, —, 1.016347, —
Vigorous (Sun), 1600-06-14 08:31:59,    5h54m02.7s, +23°29'04.0", -26.71, —, 1.016411, —
Vigorous (Sun), 1600-06-15 08:31:59,    5h58m12.3s, +23°29'26.9", -26.71, —, 1.016470, —
Vigorous (Sun), 1600-06-16 08:31:59,    6h02m22.0s, +23°29'24.9", -26.71, —, 1.016523, —
Vigorous (Sun), 1600-06-17 08:31:59,    6h06m31.5s, +23°28'58.1", -26.71, —, 1.016571, —
Vigorous (Sun), 1600-06-18 08:31:59,    6h10m41.0s, +23°28'06.4", -26.71, —, 1.016613, —
Vigorous (Sun), 1600-06-19 08:31:59,    6h14m50.4s, +23°26'50.1", -26.71, —, 1.016651, —
Vigorous (Sun), 1600-06-20 08:31:59,    6h18m59.6s, +23°25'09.0", -26.71, —, 1.016684, —
Vigorous (Sun), 1600-06-21 08:31:59,    6h23m08.7s, +23°23'03.2", -26.71, —, 1.016713, —
Vigorous (Sun), 1600-06-22 08:31:59,    6h27m17.7s, +23°20'32.9", -26.71, —, 1.016737, —
Vigorous (Sun), 1600-06-23 08:31:59,    6h31m26.4s, +23°17'38.0", -26.71, —, 1.016758, —
Vigorous (Sun), 1600-06-24 08:31:59,    6h35m34.9s, +23°14'18.7", -26.71, —, 1.016774, —
Vigorous (Sun), 1600-06-25 08:31:59,    6h39m43.1s, +23°10'35.0", -26.71, —, 1.016787, —
Vigorous (Sun), 1600-06-26 08:31:59,    6h43m51.1s, +23°06'27.1", -26.71, —, 1.016797, —
Vigorous (Sun), 1600-06-27 08:31:59,    6h47m58.9s, +23°01'54.9", -26.71, —, 1.016803, —
Vigorous (Sun), 1600-06-28 08:31:59,    6h52m06.3s, +22°56'58.7", -26.71, —, 1.016805, —
Vigorous (Sun), 1600-06-29 08:31:59,    6h56m13.5s, +22°51'38.6", -26.71, —, 1.016804, —
Vigorous (Sun), 1600-06-30 08:31:59,    7h00m20.3s, +22°45'54.6", -26.71, —, 1.016799, —
Vigorous (Sun), 1600-07-01 08:31:59,    7h04m26.8s, +22°39'46.8", -26.71, —, 1.016791, —
Vigorous (Sun), 1600-07-02 08:31:59,    7h08m32.9s, +22°33'15.5", -26.71, —, 1.016778, —
Vigorous (Sun), 1600-07-03 08:31:59,    7h12m38.7s, +22°26'20.7", -26.71, —, 1.016762, —
Vigorous (Sun), 1600-07-04 08:31:59,    7h16m44.1s, +22°19'02.6", -26.71, —, 1.016740, —
Vigorous (Sun), 1600-07-05 08:31:59,    7h20m49.0s, +22°11'21.4", -26.71, —, 1.016714, —
Vigorous (Sun), 1600-07-06 08:31:59,    7h24m53.6s, +22°03'17.2", -26.71, —, 1.016683, —
Vigorous (Sun), 1600-07-07 08:31:59,    7h28m57.7s, +21°54'50.3", -26.71, —, 1.016646, —
Vigorous (Sun), 1600-07-08 08:31:59,    7h33m01.4s, +21°46'00.7", -26.71, —, 1.016603, —
Vigorous (Sun), 1600-07-09 08:31:59,    7h37m04.6s, +21°36'48.9", -26.71, —, 1.016554, —
Vigorous (Sun), 1600-07-10 08:31:59,    7h41m07.3s, +21°27'14.8", -26.71, —, 1.016498, —
Vigorous (Sun), 1600-07-11 08:31:59,    7h45m09.4s, +21°17'18.9", -26.71, —, 1.016437, —
Vigorous (Sun), 1600-07-12 08:31:59,    7h49m11.1s, +21°07'01.3", -26.71, —, 1.016369, —
Vigorous (Sun), 1600-07-13 08:31:59,    7h53m12.2s, +20°56'22.3", -26.71, —, 1.016296, —
Vigorous (Sun), 1600-07-14 08:31:59,    7h57m12.8s, +20°45'22.2", -26.71, —, 1.016216, —
Vigorous (Sun), 1600-07-15 08:31:59,    8h01m12.8s, +20°34'01.1", -26.71, —, 1.016131, —
