Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2029-12-16 04:52:00,   17h33m15.3s, -23°17'34.7", -26.78, —, 0.984193, —
Vigorous (Sun), 2029-12-17 04:52:00,   17h37m40.9s, -23°20'10.5", -26.78, —, 0.984097, —
Vigorous (Sun), 2029-12-18 04:52:00,   17h42m06.7s, -23°22'18.3", -26.78, —, 0.984007, —
Vigorous (Sun), 2029-12-19 04:52:00,   17h46m32.6s, -23°23'58.0", -26.78, —, 0.983923, —
Vigorous (Sun), 2029-12-20 04:52:00,   17h50m58.7s, -23°25'09.6", -26.78, —, 0.983845, —
Vigorous (Sun), 2029-12-21 04:52:00,   17h55m24.9s, -23°25'53.1", -26.78, —, 0.983773, —
Vigorous (Sun), 2029-12-22 04:52:00,   17h59m51.2s, -23°26'08.3", -26.78, —, 0.983707, —
Vigorous (Sun), 2029-12-23 04:52:00,   18h04m17.5s, -23°25'55.3", -26.78, —, 0.983648, —
Vigorous (Sun), 2029-12-24 04:52:00,   18h08m43.8s, -23°25'14.1", -26.78, —, 0.983594, —
Vigorous (Sun), 2029-12-25 04:52:00,   18h13m10.1s, -23°24'04.7", -26.78, —, 0.983547, —
Vigorous (Sun), 2029-12-26 04:52:00,   18h17m36.3s, -23°22'27.0", -26.78, —, 0.983506, —
Vigorous (Sun), 2029-12-27 04:52:00,   18h22m02.5s, -23°20'21.1", -26.78, —, 0.983470, —
Vigorous (Sun), 2029-12-28 04:52:00,   18h26m28.5s, -23°17'47.0", -26.78, —, 0.983441, —
Vigorous (Sun), 2029-12-29 04:52:00,   18h30m54.4s, -23°14'44.9", -26.78, —, 0.983416, —
Vigorous (Sun), 2029-12-30 04:52:00,   18h35m20.1s, -23°11'14.8", -26.78, —, 0.983396, —
Vigorous (Sun), 2029-12-31 04:52:00,   18h39m45.6s, -23°07'16.7", -26.78, —, 0.983381, —
Vigorous (Sun), 2030-01-01 04:52:00,   18h44m10.9s, -23°02'50.9", -26.78, —, 0.983370, —
Vigorous (Sun), 2030-01-02 04:52:00,   18h48m35.8s, -22°57'57.4", -26.78, —, 0.983363, —
Vigorous (Sun), 2030-01-03 04:52:00,   18h53m00.5s, -22°52'36.4", -26.78, —, 0.983359, —
Vigorous (Sun), 2030-01-04 04:52:00,   18h57m24.8s, -22°46'48.0", -26.78, —, 0.983359, —
Vigorous (Sun), 2030-01-05 04:52:00,   19h01m48.7s, -22°40'32.5", -26.78, —, 0.983363, —
Vigorous (Sun), 2030-01-06 04:52:00,   19h06m12.2s, -22°33'50.1", -26.78, —, 0.983371, —
Vigorous (Sun), 2030-01-07 04:52:00,   19h10m35.2s, -22°26'40.9", -26.78, —, 0.983382, —
Vigorous (Sun), 2030-01-08 04:52:00,   19h14m57.8s, -22°19'05.2", -26.78, —, 0.983397, —
Vigorous (Sun), 2030-01-09 04:52:00,   19h19m19.8s, -22°11'03.2", -26.78, —, 0.983416, —
Vigorous (Sun), 2030-01-10 04:52:00,   19h23m41.3s, -22°02'35.1", -26.78, —, 0.983440, —
Vigorous (Sun), 2030-01-11 04:52:00,   19h28m02.2s, -21°53'41.3", -26.78, —, 0.983469, —
Vigorous (Sun), 2030-01-12 04:52:00,   19h32m22.5s, -21°44'22.0", -26.78, —, 0.983502, —
Vigorous (Sun), 2030-01-13 04:52:00,   19h36m42.2s, -21°34'37.4", -26.78, —, 0.983540, —
Vigorous (Sun), 2030-01-14 04:52:00,   19h41m01.3s, -21°24'27.8", -26.78, —, 0.983584, —
Vigorous (Sun), 2030-01-15 04:52:00,   19h45m19.7s, -21°13'53.5", -26.78, —, 0.983633, —
Vigorous (Sun), 2030-01-16 04:52:00,   19h49m37.4s, -21°02'54.8", -26.78, —, 0.983689, —
Vigorous (Sun), 2030-01-17 04:52:00,   19h53m54.5s, -20°51'32.1", -26.78, —, 0.983750, —
Vigorous (Sun), 2030-01-18 04:52:00,   19h58m10.8s, -20°39'45.5", -26.78, —, 0.983817, —
Vigorous (Sun), 2030-01-19 04:52:00,   20h02m26.5s, -20°27'35.5", -26.78, —, 0.983890, —
Vigorous (Sun), 2030-01-20 04:52:00,   20h06m41.4s, -20°15'02.2", -26.78, —, 0.983969, —
