Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2029-05-15 00:51:00,    3h25m56.0s, +18°44'00.4", -26.72, —, 1.010845, —
Vigorous (Sun), 2029-05-16 00:51:00,    3h29m53.2s, +18°58'11.1", -26.72, —, 1.011058, —
Vigorous (Sun), 2029-05-17 00:51:00,    3h33m51.0s, +19°12'02.5", -26.72, —, 1.011267, —
Vigorous (Sun), 2029-05-18 00:51:00,    3h37m49.3s, +19°25'34.3", -26.72, —, 1.011471, —
Vigorous (Sun), 2029-05-19 00:51:00,    3h41m48.1s, +19°38'46.2", -26.72, —, 1.011671, —
Vigorous (Sun), 2029-05-20 00:51:00,    3h45m47.5s, +19°51'38.0", -26.72, —, 1.011867, —
Vigorous (Sun), 2029-05-21 00:51:00,    3h49m47.4s, +20°04'09.5", -26.72, —, 1.012059, —
Vigorous (Sun), 2029-05-22 00:51:00,    3h53m47.8s, +20°16'20.4", -26.72, —, 1.012248, —
Vigorous (Sun), 2029-05-23 00:51:00,    3h57m48.8s, +20°28'10.4", -26.72, —, 1.012433, —
Vigorous (Sun), 2029-05-24 00:51:00,    4h01m50.2s, +20°39'39.3", -26.71, —, 1.012615, —
Vigorous (Sun), 2029-05-25 00:51:00,    4h05m52.1s, +20°50'46.9", -26.71, —, 1.012794, —
Vigorous (Sun), 2029-05-26 00:51:00,    4h09m54.5s, +21°01'33.0", -26.71, —, 1.012971, —
Vigorous (Sun), 2029-05-27 00:51:00,    4h13m57.4s, +21°11'57.4", -26.71, —, 1.013145, —
Vigorous (Sun), 2029-05-28 00:51:00,    4h18m00.8s, +21°21'59.8", -26.71, —, 1.013317, —
Vigorous (Sun), 2029-05-29 00:51:00,    4h22m04.6s, +21°31'40.1", -26.71, —, 1.013487, —
Vigorous (Sun), 2029-05-30 00:51:00,    4h26m08.8s, +21°40'58.1", -26.71, —, 1.013655, —
Vigorous (Sun), 2029-05-31 00:51:00,    4h30m13.6s, +21°49'53.5", -26.71, —, 1.013819, —
Vigorous (Sun), 2029-06-01 00:51:00,    4h34m18.7s, +21°58'26.2", -26.71, —, 1.013981, —
Vigorous (Sun), 2029-06-02 00:51:00,    4h38m24.3s, +22°06'35.9", -26.71, —, 1.014140, —
Vigorous (Sun), 2029-06-03 00:51:00,    4h42m30.3s, +22°14'22.5", -26.71, —, 1.014295, —
Vigorous (Sun), 2029-06-04 00:51:00,    4h46m36.7s, +22°21'45.9", -26.71, —, 1.014446, —
Vigorous (Sun), 2029-06-05 00:51:00,    4h50m43.4s, +22°28'45.8", -26.71, —, 1.014594, —
Vigorous (Sun), 2029-06-06 00:51:00,    4h54m50.5s, +22°35'22.1", -26.71, —, 1.014736, —
Vigorous (Sun), 2029-06-07 00:51:00,    4h58m58.0s, +22°41'34.7", -26.71, —, 1.014875, —
Vigorous (Sun), 2029-06-08 00:51:00,    5h03m05.7s, +22°47'23.3", -26.71, —, 1.015008, —
Vigorous (Sun), 2029-06-09 00:51:00,    5h07m13.8s, +22°52'47.9", -26.71, —, 1.015136, —
Vigorous (Sun), 2029-06-10 00:51:00,    5h11m22.1s, +22°57'48.4", -26.71, —, 1.015259, —
Vigorous (Sun), 2029-06-11 00:51:00,    5h15m30.7s, +23°02'24.6", -26.71, —, 1.015376, —
Vigorous (Sun), 2029-06-12 00:51:00,    5h19m39.4s, +23°06'36.4", -26.71, —, 1.015488, —
Vigorous (Sun), 2029-06-13 00:51:00,    5h23m48.4s, +23°10'23.8", -26.71, —, 1.015594, —
Vigorous (Sun), 2029-06-14 00:51:00,    5h27m57.6s, +23°13'46.7", -26.71, —, 1.015694, —
Vigorous (Sun), 2029-06-15 00:51:00,    5h32m06.9s, +23°16'45.0", -26.71, —, 1.015788, —
Vigorous (Sun), 2029-06-16 00:51:00,    5h36m16.3s, +23°19'18.6", -26.71, —, 1.015877, —
Vigorous (Sun), 2029-06-17 00:51:00,    5h40m25.8s, +23°21'27.5", -26.71, —, 1.015960, —
Vigorous (Sun), 2029-06-18 00:51:00,    5h44m35.3s, +23°23'11.7", -26.71, —, 1.016038, —
Vigorous (Sun), 2029-06-19 00:51:00,    5h48m44.9s, +23°24'31.1", -26.71, —, 1.016110, —
Vigorous (Sun), 2029-06-20 00:51:00,    5h52m54.5s, +23°25'25.8", -26.71, —, 1.016178, —
