Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2030-03-15 01:34:00,   23h37m27.5s, -2°26'19.2", -26.75, —, 0.994303, —
Vigorous (Sun), 2030-03-16 01:34:00,   23h41m07.2s, -2°02'38.7", -26.75, —, 0.994570, —
Vigorous (Sun), 2030-03-17 01:34:00,   23h44m46.7s, -1°38'57.1", -26.75, —, 0.994839, —
Vigorous (Sun), 2030-03-18 01:34:00,   23h48m26.0s, -1°15'14.9", -26.75, —, 0.995110, —
Vigorous (Sun), 2030-03-19 01:34:00,   23h52m05.1s, -0°51'32.3", -26.75, —, 0.995384, —
Vigorous (Sun), 2030-03-20 01:34:00,   23h55m44.0s, -0°27'49.7", -26.75, —, 0.995661, —
Vigorous (Sun), 2030-03-21 01:34:00,   23h59m22.8s, -0°04'07.4", -26.75, —, 0.995941, —
Vigorous (Sun), 2030-03-22 01:34:00,    0h03m01.4s, +0°19'34.1", -26.75, —, 0.996223, —
Vigorous (Sun), 2030-03-23 01:34:00,    0h06m39.9s, +0°43'14.7", -26.75, —, 0.996508, —
Vigorous (Sun), 2030-03-24 01:34:00,    0h10m18.4s, +1°06'53.9", -26.75, —, 0.996795, —
Vigorous (Sun), 2030-03-25 01:34:00,    0h13m56.8s, +1°30'31.4", -26.75, —, 0.997084, —
Vigorous (Sun), 2030-03-26 01:34:00,    0h17m35.2s, +1°54'06.8", -26.75, —, 0.997374, —
Vigorous (Sun), 2030-03-27 01:34:00,    0h21m13.6s, +2°17'39.9", -26.75, —, 0.997665, —
Vigorous (Sun), 2030-03-28 01:34:00,    0h24m52.0s, +2°41'10.2", -26.75, —, 0.997956, —
Vigorous (Sun), 2030-03-29 01:34:00,    0h28m30.4s, +3°04'37.3", -26.75, —, 0.998248, —
Vigorous (Sun), 2030-03-30 01:34:00,    0h32m08.9s, +3°28'00.9", -26.75, —, 0.998539, —
Vigorous (Sun), 2030-03-31 01:34:00,    0h35m47.5s, +3°51'20.6", -26.74, —, 0.998830, —
Vigorous (Sun), 2030-04-01 01:34:00,    0h39m26.1s, +4°14'36.1", -26.74, —, 0.999120, —
Vigorous (Sun), 2030-04-02 01:34:00,    0h43m04.9s, +4°37'46.9", -26.74, —, 0.999408, —
Vigorous (Sun), 2030-04-03 01:34:00,    0h46m43.7s, +5°00'52.8", -26.74, —, 0.999696, —
Vigorous (Sun), 2030-04-04 01:34:00,    0h50m22.7s, +5°23'53.2", -26.74, —, 0.999983, —
Vigorous (Sun), 2030-04-05 01:34:00,    0h54m01.8s, +5°46'48.0", -26.74, —, 1.000268, —
Vigorous (Sun), 2030-04-06 01:34:00,    0h57m41.1s, +6°09'36.6", -26.74, —, 1.000552, —
Vigorous (Sun), 2030-04-07 01:34:00,    1h01m20.6s, +6°32'18.8", -26.74, —, 1.000834, —
Vigorous (Sun), 2030-04-08 01:34:00,    1h05m00.3s, +6°54'54.2", -26.74, —, 1.001116, —
Vigorous (Sun), 2030-04-09 01:34:00,    1h08m40.2s, +7°17'22.4", -26.74, —, 1.001396, —
Vigorous (Sun), 2030-04-10 01:34:00,    1h12m20.3s, +7°39'43.1", -26.74, —, 1.001675, —
Vigorous (Sun), 2030-04-11 01:34:00,    1h16m00.7s, +8°01'56.0", -26.74, —, 1.001954, —
Vigorous (Sun), 2030-04-12 01:34:00,    1h19m41.3s, +8°24'00.7", -26.74, —, 1.002231, —
Vigorous (Sun), 2030-04-13 01:34:00,    1h23m22.2s, +8°45'56.9", -26.74, —, 1.002508, —
Vigorous (Sun), 2030-04-14 01:34:00,    1h27m03.4s, +9°07'44.3", -26.74, —, 1.002785, —
Vigorous (Sun), 2030-04-15 01:34:00,    1h30m44.9s, +9°29'22.4", -26.74, —, 1.003062, —
Vigorous (Sun), 2030-04-16 01:34:00,    1h34m26.7s, +9°50'51.1", -26.73, —, 1.003338, —
Vigorous (Sun), 2030-04-17 01:34:00,    1h38m08.8s, +10°12'10.0", -26.73, —, 1.003615, —
Vigorous (Sun), 2030-04-18 01:34:00,    1h41m51.4s, +10°33'18.8", -26.73, —, 1.003892, —
Vigorous (Sun), 2030-04-19 01:34:00,    1h45m34.3s, +10°54'17.1", -26.73, —, 1.004170, —
Vigorous (Sun), 2030-04-20 01:34:00,    1h49m17.6s, +11°15'04.7", -26.73, —, 1.004448, —
