Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 1600-05-09 01:28:59,    3h25m53.3s, +18°46'48.1", -26.72, —, 1.011222, —
Vigorous (Sun), 1600-05-10 01:28:59,    3h29m50.4s, +19°01'00.1", -26.72, —, 1.011440, —
Vigorous (Sun), 1600-05-11 01:28:59,    3h33m48.0s, +19°14'52.9", -26.72, —, 1.011654, —
Vigorous (Sun), 1600-05-12 01:28:59,    3h37m46.2s, +19°28'26.2", -26.72, —, 1.011863, —
Vigorous (Sun), 1600-05-13 01:28:59,    3h41m44.9s, +19°41'39.6", -26.72, —, 1.012067, —
Vigorous (Sun), 1600-05-14 01:28:59,    3h45m44.2s, +19°54'32.9", -26.72, —, 1.012266, —
Vigorous (Sun), 1600-05-15 01:28:59,    3h49m44.1s, +20°07'05.8", -26.72, —, 1.012460, —
Vigorous (Sun), 1600-05-16 01:28:59,    3h53m44.5s, +20°19'18.1", -26.71, —, 1.012648, —
Vigorous (Sun), 1600-05-17 01:28:59,    3h57m45.4s, +20°31'09.4", -26.71, —, 1.012832, —
Vigorous (Sun), 1600-05-18 01:28:59,    4h01m46.8s, +20°42'39.7", -26.71, —, 1.013012, —
Vigorous (Sun), 1600-05-19 01:28:59,    4h05m48.7s, +20°53'48.5", -26.71, —, 1.013187, —
Vigorous (Sun), 1600-05-20 01:28:59,    4h09m51.1s, +21°04'35.8", -26.71, —, 1.013358, —
Vigorous (Sun), 1600-05-21 01:28:59,    4h13m54.0s, +21°15'01.3", -26.71, —, 1.013525, —
Vigorous (Sun), 1600-05-22 01:28:59,    4h17m57.3s, +21°25'04.8", -26.71, —, 1.013688, —
Vigorous (Sun), 1600-05-23 01:28:59,    4h22m01.1s, +21°34'46.0", -26.71, —, 1.013848, —
Vigorous (Sun), 1600-05-24 01:28:59,    4h26m05.3s, +21°44'04.9", -26.71, —, 1.014005, —
Vigorous (Sun), 1600-05-25 01:28:59,    4h30m09.9s, +21°53'01.1", -26.71, —, 1.014158, —
Vigorous (Sun), 1600-05-26 01:28:59,    4h34m15.0s, +22°01'34.6", -26.71, —, 1.014309, —
Vigorous (Sun), 1600-05-27 01:28:59,    4h38m20.4s, +22°09'45.1", -26.71, —, 1.014456, —
Vigorous (Sun), 1600-05-28 01:28:59,    4h42m26.3s, +22°17'32.5", -26.71, —, 1.014601, —
Vigorous (Sun), 1600-05-29 01:28:59,    4h46m32.5s, +22°24'56.7", -26.71, —, 1.014742, —
Vigorous (Sun), 1600-05-30 01:28:59,    4h50m39.1s, +22°31'57.3", -26.71, —, 1.014880, —
Vigorous (Sun), 1600-05-31 01:28:59,    4h54m46.0s, +22°38'34.4", -26.71, —, 1.015016, —
Vigorous (Sun), 1600-06-01 01:28:59,    4h58m53.3s, +22°44'47.8", -26.71, —, 1.015148, —
Vigorous (Sun), 1600-06-02 01:28:59,    5h03m00.9s, +22°50'37.2", -26.71, —, 1.015277, —
Vigorous (Sun), 1600-06-03 01:28:59,    5h07m08.8s, +22°56'02.6", -26.71, —, 1.015402, —
Vigorous (Sun), 1600-06-04 01:28:59,    5h11m16.9s, +23°01'03.9", -26.71, —, 1.015524, —
Vigorous (Sun), 1600-06-05 01:28:59,    5h15m25.3s, +23°05'41.0", -26.71, —, 1.015641, —
Vigorous (Sun), 1600-06-06 01:28:59,    5h19m34.0s, +23°09'53.6", -26.71, —, 1.015754, —
Vigorous (Sun), 1600-06-07 01:28:59,    5h23m42.9s, +23°13'41.8", -26.71, —, 1.015861, —
Vigorous (Sun), 1600-06-08 01:28:59,    5h27m52.0s, +23°17'05.4", -26.71, —, 1.015963, —
Vigorous (Sun), 1600-06-09 01:28:59,    5h32m01.2s, +23°20'04.4", -26.71, —, 1.016060, —
Vigorous (Sun), 1600-06-10 01:28:59,    5h36m10.6s, +23°22'38.6", -26.71, —, 1.016151, —
Vigorous (Sun), 1600-06-11 01:28:59,    5h40m20.1s, +23°24'48.1", -26.71, —, 1.016235, —
Vigorous (Sun), 1600-06-12 01:28:59,    5h44m29.7s, +23°26'32.8", -26.71, —, 1.016314, —
Vigorous (Sun), 1600-06-13 01:28:59,    5h48m39.4s, +23°27'52.6", -26.71, —, 1.016386, —
Vigorous (Sun), 1600-06-14 01:28:59,    5h52m49.0s, +23°28'47.6", -26.71, —, 1.016452, —
Vigorous (Sun), 1600-06-15 01:28:59,    5h56m58.7s, +23°29'17.7", -26.71, —, 1.016512, —
