Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2029-10-17 14:32:00,   13h28m21.3s, -9°15'32.2", -26.75, —, 0.996508, —
Vigorous (Sun), 2029-10-18 14:32:00,   13h32m05.8s, -9°37'24.3", -26.75, —, 0.996222, —
Vigorous (Sun), 2029-10-19 14:32:00,   13h35m51.0s, -9°59'08.0", -26.75, —, 0.995937, —
Vigorous (Sun), 2029-10-20 14:32:00,   13h39m36.8s, -10°20'43.0", -26.75, —, 0.995655, —
Vigorous (Sun), 2029-10-21 14:32:00,   13h43m23.2s, -10°42'08.8", -26.75, —, 0.995375, —
Vigorous (Sun), 2029-10-22 14:32:00,   13h47m10.2s, -11°03'25.1", -26.75, —, 0.995098, —
Vigorous (Sun), 2029-10-23 14:32:00,   13h50m58.0s, -11°24'31.5", -26.75, —, 0.994823, —
Vigorous (Sun), 2029-10-24 14:32:00,   13h54m46.4s, -11°45'27.6", -26.75, —, 0.994551, —
Vigorous (Sun), 2029-10-25 14:32:00,   13h58m35.6s, -12°06'13.1", -26.75, —, 0.994281, —
Vigorous (Sun), 2029-10-26 14:32:00,   14h02m25.4s, -12°26'47.5", -26.76, —, 0.994014, —
Vigorous (Sun), 2029-10-27 14:32:00,   14h06m16.0s, -12°47'10.6", -26.76, —, 0.993750, —
Vigorous (Sun), 2029-10-28 14:32:00,   14h10m07.4s, -13°07'21.7", -26.76, —, 0.993489, —
Vigorous (Sun), 2029-10-29 14:32:00,   14h13m59.6s, -13°27'20.7", -26.76, —, 0.993229, —
Vigorous (Sun), 2029-10-30 14:32:00,   14h17m52.5s, -13°47'07.0", -26.76, —, 0.992973, —
Vigorous (Sun), 2029-10-31 14:32:00,   14h21m46.2s, -14°06'40.3", -26.76, —, 0.992718, —
Vigorous (Sun), 2029-11-01 14:32:00,   14h25m40.7s, -14°26'00.1", -26.76, —, 0.992465, —
Vigorous (Sun), 2029-11-02 14:32:00,   14h29m36.1s, -14°45'06.0", -26.76, —, 0.992213, —
Vigorous (Sun), 2029-11-03 14:32:00,   14h33m32.3s, -15°03'57.7", -26.76, —, 0.991963, —
Vigorous (Sun), 2029-11-04 14:32:00,   14h37m29.3s, -15°22'34.6", -26.76, —, 0.991715, —
Vigorous (Sun), 2029-11-05 14:32:00,   14h41m27.1s, -15°40'56.4", -26.76, —, 0.991467, —
Vigorous (Sun), 2029-11-06 14:32:00,   14h45m25.8s, -15°59'02.6", -26.76, —, 0.991220, —
Vigorous (Sun), 2029-11-07 14:32:00,   14h49m25.3s, -16°16'52.9", -26.76, —, 0.990974, —
Vigorous (Sun), 2029-11-08 14:32:00,   14h53m25.6s, -16°34'26.7", -26.76, —, 0.990729, —
Vigorous (Sun), 2029-11-09 14:32:00,   14h57m26.8s, -16°51'43.7", -26.76, —, 0.990486, —
Vigorous (Sun), 2029-11-10 14:32:00,   15h01m28.8s, -17°08'43.4", -26.76, —, 0.990244, —
Vigorous (Sun), 2029-11-11 14:32:00,   15h05m31.6s, -17°25'25.5", -26.76, —, 0.990004, —
Vigorous (Sun), 2029-11-12 14:32:00,   15h09m35.3s, -17°41'49.6", -26.76, —, 0.989767, —
Vigorous (Sun), 2029-11-13 14:32:00,   15h13m39.8s, -17°57'55.2", -26.76, —, 0.989533, —
Vigorous (Sun), 2029-11-14 14:32:00,   15h17m45.1s, -18°13'42.0", -26.77, —, 0.989302, —
Vigorous (Sun), 2029-11-15 14:32:00,   15h21m51.2s, -18°29'09.7", -26.77, —, 0.989074, —
Vigorous (Sun), 2029-11-16 14:32:00,   15h25m58.2s, -18°44'17.8", -26.77, —, 0.988851, —
Vigorous (Sun), 2029-11-17 14:32:00,   15h30m06.0s, -18°59'05.9", -26.77, —, 0.988631, —
Vigorous (Sun), 2029-11-18 14:32:00,   15h34m14.6s, -19°13'33.7", -26.77, —, 0.988416, —
Vigorous (Sun), 2029-11-19 14:32:00,   15h38m24.0s, -19°27'40.9", -26.77, —, 0.988205, —
Vigorous (Sun), 2029-11-20 14:32:00,   15h42m34.3s, -19°41'27.0", -26.77, —, 0.987999, —
