Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2030-04-19 05:40:00,    1h46m12.7s, +10°57'52.3", -26.73, —, 1.004185, —
Vigorous (Sun), 2030-04-20 05:40:00,    1h49m56.1s, +11°18'38.1", -26.73, —, 1.004463, —
Vigorous (Sun), 2030-04-21 05:40:00,    1h53m39.9s, +11°39'12.8", -26.73, —, 1.004741, —
Vigorous (Sun), 2030-04-22 05:40:00,    1h57m24.2s, +11°59'36.0", -26.73, —, 1.005018, —
Vigorous (Sun), 2030-04-23 05:40:00,    2h01m08.9s, +12°19'47.5", -26.73, —, 1.005296, —
Vigorous (Sun), 2030-04-24 05:40:00,    2h04m54.1s, +12°39'46.9", -26.73, —, 1.005572, —
Vigorous (Sun), 2030-04-25 05:40:00,    2h08m39.7s, +12°59'34.0", -26.73, —, 1.005846, —
Vigorous (Sun), 2030-04-26 05:40:00,    2h12m25.9s, +13°19'08.2", -26.73, —, 1.006119, —
Vigorous (Sun), 2030-04-27 05:40:00,    2h16m12.5s, +13°38'29.4", -26.73, —, 1.006390, —
Vigorous (Sun), 2030-04-28 05:40:00,    2h19m59.7s, +13°57'37.2", -26.73, —, 1.006658, —
Vigorous (Sun), 2030-04-29 05:40:00,    2h23m47.4s, +14°16'31.2", -26.73, —, 1.006923, —
Vigorous (Sun), 2030-04-30 05:40:00,    2h27m35.7s, +14°35'11.1", -26.73, —, 1.007186, —
Vigorous (Sun), 2030-05-01 05:40:00,    2h31m24.4s, +14°53'36.6", -26.73, —, 1.007444, —
Vigorous (Sun), 2030-05-02 05:40:00,    2h35m13.7s, +15°11'47.3", -26.73, —, 1.007700, —
Vigorous (Sun), 2030-05-03 05:40:00,    2h39m03.6s, +15°29'42.9", -26.72, —, 1.007952, —
Vigorous (Sun), 2030-05-04 05:40:00,    2h42m54.0s, +15°47'23.1", -26.72, —, 1.008200, —
Vigorous (Sun), 2030-05-05 05:40:00,    2h46m44.9s, +16°04'47.5", -26.72, —, 1.008445, —
Vigorous (Sun), 2030-05-06 05:40:00,    2h50m36.4s, +16°21'55.9", -26.72, —, 1.008686, —
Vigorous (Sun), 2030-05-07 05:40:00,    2h54m28.4s, +16°38'47.9", -26.72, —, 1.008924, —
Vigorous (Sun), 2030-05-08 05:40:00,    2h58m21.0s, +16°55'23.2", -26.72, —, 1.009158, —
Vigorous (Sun), 2030-05-09 05:40:00,    3h02m14.1s, +17°11'41.6", -26.72, —, 1.009389, —
Vigorous (Sun), 2030-05-10 05:40:00,    3h06m07.8s, +17°27'42.6", -26.72, —, 1.009616, —
Vigorous (Sun), 2030-05-11 05:40:00,    3h10m02.1s, +17°43'26.1", -26.72, —, 1.009841, —
Vigorous (Sun), 2030-05-12 05:40:00,    3h13m56.9s, +17°58'51.7", -26.72, —, 1.010062, —
Vigorous (Sun), 2030-05-13 05:40:00,    3h17m52.2s, +18°13'59.1", -26.72, —, 1.010282, —
Vigorous (Sun), 2030-05-14 05:40:00,    3h21m48.1s, +18°28'48.1", -26.72, —, 1.010498, —
Vigorous (Sun), 2030-05-15 05:40:00,    3h25m44.6s, +18°43'18.4", -26.72, —, 1.010713, —
Vigorous (Sun), 2030-05-16 05:40:00,    3h29m41.6s, +18°57'29.7", -26.72, —, 1.010926, —
Vigorous (Sun), 2030-05-17 05:40:00,    3h33m39.2s, +19°11'21.8", -26.72, —, 1.011137, —
Vigorous (Sun), 2030-05-18 05:40:00,    3h37m37.3s, +19°24'54.4", -26.72, —, 1.011346, —
Vigorous (Sun), 2030-05-19 05:40:00,    3h41m36.0s, +19°38'07.2", -26.72, —, 1.011554, —
Vigorous (Sun), 2030-05-20 05:40:00,    3h45m35.2s, +19°51'00.0", -26.72, —, 1.011760, —
Vigorous (Sun), 2030-05-21 05:40:00,    3h49m35.0s, +20°03'32.6", -26.72, —, 1.011964, —
Vigorous (Sun), 2030-05-22 05:40:00,    3h53m35.4s, +20°15'44.7", -26.72, —, 1.012165, —
Vigorous (Sun), 2030-05-23 05:40:00,    3h57m36.3s, +20°27'36.0", -26.72, —, 1.012364, —
Vigorous (Sun), 2030-05-24 05:40:00,    4h01m37.7s, +20°39'06.2", -26.72, —, 1.012559, —
Vigorous (Sun), 2030-05-25 05:40:00,    4h05m39.7s, +20°50'15.3", -26.71, —, 1.012750, —
Vigorous (Sun), 2030-05-26 05:40:00,    4h09m42.2s, +21°01'02.8", -26.71, —, 1.012938, —
Vigorous (Sun), 2030-05-27 05:40:00,    4h13m45.2s, +21°11'28.6", -26.71, —, 1.013121, —
Vigorous (Sun), 2030-05-28 05:40:00,    4h17m48.7s, +21°21'32.4", -26.71, —, 1.013300, —
Vigorous (Sun), 2030-05-29 05:40:00,    4h21m52.7s, +21°31'14.1", -26.71, —, 1.013474, —
Vigorous (Sun), 2030-05-30 05:40:00,    4h25m57.1s, +21°40'33.4", -26.71, —, 1.013644, —
Vigorous (Sun), 2030-05-31 05:40:00,    4h30m02.0s, +21°49'30.1", -26.71, —, 1.013808, —
Vigorous (Sun), 2030-06-01 05:40:00,    4h34m07.3s, +21°58'04.0", -26.71, —, 1.013967, —
Vigorous (Sun), 2030-06-02 05:40:00,    4h38m13.1s, +22°06'15.0", -26.71, —, 1.014121, —
Vigorous (Sun), 2030-06-03 05:40:00,    4h42m19.2s, +22°14'02.8", -26.71, —, 1.014269, —
Vigorous (Sun), 2030-06-04 05:40:00,    4h46m25.7s, +22°21'27.2", -26.71, —, 1.014412, —
Vigorous (Sun), 2030-06-05 05:40:00,    4h50m32.5s, +22°28'28.3", -26.71, —, 1.014550, —
Vigorous (Sun), 2030-06-06 05:40:00,    4h54m39.6s, +22°35'05.6", -26.71, —, 1.014683, —
Vigorous (Sun), 2030-06-07 05:40:00,    4h58m47.1s, +22°41'19.3", -26.71, —, 1.014811, —
Vigorous (Sun), 2030-06-08 05:40:00,    5h02m54.8s, +22°47'09.0", -26.71, —, 1.014934, —
Vigorous (Sun), 2030-06-09 05:40:00,    5h07m02.8s, +22°52'34.7", -26.71, —, 1.015052, —
Vigorous (Sun), 2030-06-10 05:40:00,    5h11m11.0s, +22°57'36.4", -26.71, —, 1.015166, —
Vigorous (Sun), 2030-06-11 05:40:00,    5h15m19.5s, +23°02'13.7", -26.71, —, 1.015275, —
Vigorous (Sun), 2030-06-12 05:40:00,    5h19m28.1s, +23°06'26.8", -26.71, —, 1.015381, —
Vigorous (Sun), 2030-06-13 05:40:00,    5h23m36.9s, +23°10'15.5", -26.71, —, 1.015484, —
Vigorous (Sun), 2030-06-14 05:40:00,    5h27m45.9s, +23°13'39.6", -26.71, —, 1.015583, —
Vigorous (Sun), 2030-06-15 05:40:00,    5h31m55.0s, +23°16'39.3", -26.71, —, 1.015679, —
Vigorous (Sun), 2030-06-16 05:40:00,    5h36m04.2s, +23°19'14.3", -26.71, —, 1.015773, —
Vigorous (Sun), 2030-06-17 05:40:00,    5h40m13.6s, +23°21'24.6", -26.71, —, 1.015863, —
Vigorous (Sun), 2030-06-18 05:40:00,    5h44m23.0s, +23°23'10.2", -26.71, —, 1.015950, —
Vigorous (Sun), 2030-06-19 05:40:00,    5h48m32.5s, +23°24'31.0", -26.71, —, 1.016034, —
Vigorous (Sun), 2030-06-20 05:40:00,    5h52m42.0s, +23°25'27.1", -26.71, —, 1.016115, —
Vigorous (Sun), 2030-06-21 05:40:00,    5h56m51.6s, +23°25'58.3", -26.71, —, 1.016192, —
Vigorous (Sun), 2030-06-22 05:40:00,    6h01m01.2s, +23°26'04.7", -26.71, —, 1.016264, —
Vigorous (Sun), 2030-06-23 05:40:00,    6h05m10.7s, +23°25'46.3", -26.71, —, 1.016332, —
Vigorous (Sun), 2030-06-24 05:40:00,    6h09m20.2s, +23°25'03.1", -26.71, —, 1.016396, —
Vigorous (Sun), 2030-06-25 05:40:00,    6h13m29.7s, +23°23'55.1", -26.71, —, 1.016454, —
Vigorous (Sun), 2030-06-26 05:40:00,    6h17m39.0s, +23°22'22.4", -26.71, —, 1.016507, —
Vigorous (Sun), 2030-06-27 05:40:00,    6h21m48.3s, +23°20'24.9", -26.71, —, 1.016555, —
Vigorous (Sun), 2030-06-28 05:40:00,    6h25m57.4s, +23°18'02.8", -26.71, —, 1.016597, —
Vigorous (Sun), 2030-06-29 05:40:00,    6h30m06.3s, +23°15'16.1", -26.71, —, 1.016633, —
Vigorous (Sun), 2030-06-30 05:40:00,    6h34m15.0s, +23°12'05.0", -26.71, —, 1.016663, —
Vigorous (Sun), 2030-07-01 05:40:00,    6h38m23.5s, +23°08'29.4", -26.71, —, 1.016687, —
Vigorous (Sun), 2030-07-02 05:40:00,    6h42m31.8s, +23°04'29.5", -26.71, —, 1.016705, —
Vigorous (Sun), 2030-07-03 05:40:00,    6h46m39.8s, +23°00'05.5", -26.71, —, 1.016717, —
Vigorous (Sun), 2030-07-04 05:40:00,    6h50m47.5s, +22°55'17.3", -26.71, —, 1.016724, —
Vigorous (Sun), 2030-07-05 05:40:00,    6h54m54.9s, +22°50'05.3", -26.71, —, 1.016724, —
Vigorous (Sun), 2030-07-06 05:40:00,    6h59m02.0s, +22°44'29.4", -26.71, —, 1.016718, —
Vigorous (Sun), 2030-07-07 05:40:00,    7h03m08.6s, +22°38'29.9", -26.71, —, 1.016708, —
Vigorous (Sun), 2030-07-08 05:40:00,    7h07m14.9s, +22°32'06.9", -26.71, —, 1.016691, —
Vigorous (Sun), 2030-07-09 05:40:00,    7h11m20.8s, +22°25'20.6", -26.71, —, 1.016670, —
Vigorous (Sun), 2030-07-10 05:40:00,    7h15m26.3s, +22°18'11.1", -26.71, —, 1.016645, —
Vigorous (Sun), 2030-07-11 05:40:00,    7h19m31.3s, +22°10'38.6", -26.71, —, 1.016615, —
Vigorous (Sun), 2030-07-12 05:40:00,    7h23m35.9s, +22°02'43.3", -26.71, —, 1.016581, —
Vigorous (Sun), 2030-07-13 05:40:00,    7h27m39.9s, +21°54'25.3", -26.71, —, 1.016543, —
Vigorous (Sun), 2030-07-14 05:40:00,    7h31m43.6s, +21°45'44.9", -26.71, —, 1.016502, —
Vigorous (Sun), 2030-07-15 05:40:00,    7h35m46.7s, +21°36'42.2", -26.71, —, 1.016458, —
Vigorous (Sun), 2030-07-16 05:40:00,    7h39m49.3s, +21°27'17.4", -26.71, —, 1.016411, —
Vigorous (Sun), 2030-07-17 05:40:00,    7h43m51.5s, +21°17'30.7", -26.71, —, 1.016361, —
Vigorous (Sun), 2030-07-18 05:40:00,    7h47m53.1s, +21°07'22.2", -26.71, —, 1.016307, —
Vigorous (Sun), 2030-07-19 05:40:00,    7h51m54.2s, +20°56'52.3", -26.71, —, 1.016250, —
Vigorous (Sun), 2030-07-20 05:40:00,    7h55m54.8s, +20°46'01.1", -26.71, —, 1.016189, —
Vigorous (Sun), 2030-07-21 05:40:00,    7h59m54.8s, +20°34'48.8", -26.71, —, 1.016124, —
Vigorous (Sun), 2030-07-22 05:40:00,    8h03m54.3s, +20°23'15.7", -26.71, —, 1.016054, —
Vigorous (Sun), 2030-07-23 05:40:00,    8h07m53.2s, +20°11'22.1", -26.71, —, 1.015980, —
Vigorous (Sun), 2030-07-24 05:40:00,    8h11m51.6s, +19°59'08.1", -26.71, —, 1.015902, —
Vigorous (Sun), 2030-07-25 05:40:00,    8h15m49.4s, +19°46'34.1", -26.71, —, 1.015818, —
Vigorous (Sun), 2030-07-26 05:40:00,    8h19m46.7s, +19°33'40.3", -26.71, —, 1.015729, —
Vigorous (Sun), 2030-07-27 05:40:00,    8h23m43.3s, +19°20'27.0", -26.71, —, 1.015635, —
Vigorous (Sun), 2030-07-28 05:40:00,    8h27m39.4s, +19°06'54.4", -26.71, —, 1.015535, —
Vigorous (Sun), 2030-07-29 05:40:00,    8h31m34.9s, +18°53'02.9", -26.71, —, 1.015430, —
Vigorous (Sun), 2030-07-30 05:40:00,    8h35m29.8s, +18°38'52.7", -26.71, —, 1.015319, —
Vigorous (Sun), 2030-07-31 05:40:00,    8h39m24.1s, +18°24'24.1", -26.71, —, 1.015203, —
Vigorous (Sun), 2030-08-01 05:40:00,    8h43m17.7s, +18°09'37.5", -26.71, —, 1.015080, —
Vigorous (Sun), 2030-08-02 05:40:00,    8h47m10.8s, +17°54'33.1", -26.71, —, 1.014952, —
Vigorous (Sun), 2030-08-03 05:40:00,    8h51m03.2s, +17°39'11.3", -26.71, —, 1.014819, —
Vigorous (Sun), 2030-08-04 05:40:00,    8h54m55.1s, +17°23'32.3", -26.71, —, 1.014680, —
Vigorous (Sun), 2030-08-05 05:40:00,    8h58m46.2s, +17°07'36.5", -26.71, —, 1.014536, —
Vigorous (Sun), 2030-08-06 05:40:00,    9h02m36.8s, +16°51'24.2", -26.71, —, 1.014388, —
Vigorous (Sun), 2030-08-07 05:40:00,    9h06m26.8s, +16°34'55.6", -26.71, —, 1.014235, —
Vigorous (Sun), 2030-08-08 05:40:00,    9h10m16.1s, +16°18'11.1", -26.71, —, 1.014078, —
Vigorous (Sun), 2030-08-09 05:40:00,    9h14m04.9s, +16°01'11.0", -26.71, —, 1.013917, —
Vigorous (Sun), 2030-08-10 05:40:00,    9h17m53.0s, +15°43'55.6", -26.71, —, 1.013753, —
Vigorous (Sun), 2030-08-11 05:40:00,    9h21m40.6s, +15°26'25.1", -26.71, —, 1.013586, —
Vigorous (Sun), 2030-08-12 05:40:00,    9h25m27.5s, +15°08'39.8", -26.71, —, 1.013417, —
Vigorous (Sun), 2030-08-13 05:40:00,    9h29m13.9s, +14°50'40.1", -26.71, —, 1.013245, —
Vigorous (Sun), 2030-08-14 05:40:00,    9h32m59.7s, +14°32'26.1", -26.71, —, 1.013070, —
Vigorous (Sun), 2030-08-15 05:40:00,    9h36m45.0s, +14°13'58.3", -26.71, —, 1.012894, —
Vigorous (Sun), 2030-08-16 05:40:00,    9h40m29.8s, +13°55'16.8", -26.71, —, 1.012715, —
Vigorous (Sun), 2030-08-17 05:40:00,    9h44m14.0s, +13°36'22.0", -26.72, —, 1.012533, —
Vigorous (Sun), 2030-08-18 05:40:00,    9h47m57.8s, +13°17'14.2", -26.72, —, 1.012349, —
Vigorous (Sun), 2030-08-19 05:40:00,    9h51m41.0s, +12°57'53.7", -26.72, —, 1.012161, —
Vigorous (Sun), 2030-08-20 05:40:00,    9h55m23.8s, +12°38'20.7", -26.72, —, 1.011971, —
Vigorous (Sun), 2030-08-21 05:40:00,    9h59m06.1s, +12°18'35.6", -26.72, —, 1.011777, —
Vigorous (Sun), 2030-08-22 05:40:00,   10h02m47.9s, +11°58'38.8", -26.72, —, 1.011580, —
Vigorous (Sun), 2030-08-23 05:40:00,   10h06m29.3s, +11°38'30.5", -26.72, —, 1.011380, —
Vigorous (Sun), 2030-08-24 05:40:00,   10h10m10.3s, +11°18'11.1", -26.72, —, 1.011175, —
Vigorous (Sun), 2030-08-25 05:40:00,   10h13m50.9s, +10°57'40.9", -26.72, —, 1.010967, —
Vigorous (Sun), 2030-08-26 05:40:00,   10h17m31.0s, +10°37'00.2", -26.72, —, 1.010754, —
Vigorous (Sun), 2030-08-27 05:40:00,   10h21m10.8s, +10°16'09.4", -26.72, —, 1.010538, —
Vigorous (Sun), 2030-08-28 05:40:00,   10h24m50.2s, +9°55'08.8", -26.72, —, 1.010317, —
Vigorous (Sun), 2030-08-29 05:40:00,   10h28m29.2s, +9°33'58.7", -26.72, —, 1.010091, —
Vigorous (Sun), 2030-08-30 05:40:00,   10h32m07.8s, +9°12'39.6", -26.72, —, 1.009861, —
Vigorous (Sun), 2030-08-31 05:40:00,   10h35m46.1s, +8°51'11.6", -26.72, —, 1.009627, —
Vigorous (Sun), 2030-09-01 05:40:00,   10h39m24.1s, +8°29'35.3", -26.72, —, 1.009389, —
Vigorous (Sun), 2030-09-02 05:40:00,   10h43m01.8s, +8°07'50.9", -26.72, —, 1.009147, —
Vigorous (Sun), 2030-09-03 05:40:00,   10h46m39.1s, +7°45'58.7", -26.72, —, 1.008901, —
Vigorous (Sun), 2030-09-04 05:40:00,   10h50m16.2s, +7°23'59.2", -26.72, —, 1.008652, —
Vigorous (Sun), 2030-09-05 05:40:00,   10h53m53.0s, +7°01'52.5", -26.72, —, 1.008400, —
Vigorous (Sun), 2030-09-06 05:40:00,   10h57m29.5s, +6°39'39.1", -26.72, —, 1.008145, —
Vigorous (Sun), 2030-09-07 05:40:00,   11h01m05.8s, +6°17'19.3", -26.73, —, 1.007889, —
Vigorous (Sun), 2030-09-08 05:40:00,   11h04m41.8s, +5°54'53.4", -26.73, —, 1.007630, —
Vigorous (Sun), 2030-09-09 05:40:00,   11h08m17.7s, +5°32'21.6", -26.73, —, 1.007371, —
Vigorous (Sun), 2030-09-10 05:40:00,   11h11m53.4s, +5°09'44.3", -26.73, —, 1.007110, —
Vigorous (Sun), 2030-09-11 05:40:00,   11h15m28.9s, +4°47'01.8", -26.73, —, 1.006849, —
Vigorous (Sun), 2030-09-12 05:40:00,   11h19m04.3s, +4°24'14.4", -26.73, —, 1.006586, —
Vigorous (Sun), 2030-09-13 05:40:00,   11h22m39.6s, +4°01'22.3", -26.73, —, 1.006324, —
Vigorous (Sun), 2030-09-14 05:40:00,   11h26m14.8s, +3°38'26.0", -26.73, —, 1.006060, —
Vigorous (Sun), 2030-09-15 05:40:00,   11h29m50.0s, +3°15'25.6", -26.73, —, 1.005796, —
Vigorous (Sun), 2030-09-16 05:40:00,   11h33m25.1s, +2°52'21.6", -26.73, —, 1.005532, —
Vigorous (Sun), 2030-09-17 05:40:00,   11h37m00.2s, +2°29'14.2", -26.73, —, 1.005266, —
Vigorous (Sun), 2030-09-18 05:40:00,   11h40m35.3s, +2°06'03.7", -26.73, —, 1.004999, —
Vigorous (Sun), 2030-09-19 05:40:00,   11h44m10.4s, +1°42'50.6", -26.73, —, 1.004732, —
Vigorous (Sun), 2030-09-20 05:40:00,   11h47m45.6s, +1°19'35.1", -26.73, —, 1.004463, —
Vigorous (Sun), 2030-09-21 05:40:00,   11h51m20.8s, +0°56'17.5", -26.73, —, 1.004192, —
Vigorous (Sun), 2030-09-22 05:40:00,   11h54m56.1s, +0°32'58.3", -26.73, —, 1.003920, —
Vigorous (Sun), 2030-09-23 05:40:00,   11h58m31.5s, +0°09'37.7", -26.73, —, 1.003646, —
Vigorous (Sun), 2030-09-24 05:40:00,   12h02m07.1s, -0°13'43.9", -26.73, —, 1.003371, —
Vigorous (Sun), 2030-09-25 05:40:00,   12h05m42.8s, -0°37'06.1", -26.74, —, 1.003093, —
Vigorous (Sun), 2030-09-26 05:40:00,   12h09m18.7s, -1°00'28.6", -26.74, —, 1.002813, —
Vigorous (Sun), 2030-09-27 05:40:00,   12h12m54.7s, -1°23'51.0", -26.74, —, 1.002531, —
Vigorous (Sun), 2030-09-28 05:40:00,   12h16m30.9s, -1°47'12.9", -26.74, —, 1.002247, —
Vigorous (Sun), 2030-09-29 05:40:00,   12h20m07.4s, -2°10'34.0", -26.74, —, 1.001960, —
Vigorous (Sun), 2030-09-30 05:40:00,   12h23m44.1s, -2°33'53.9", -26.74, —, 1.001671, —
Vigorous (Sun), 2030-10-01 05:40:00,   12h27m21.0s, -2°57'12.2", -26.74, —, 1.001381, —
Vigorous (Sun), 2030-10-02 05:40:00,   12h30m58.2s, -3°20'28.6", -26.74, —, 1.001089, —
Vigorous (Sun), 2030-10-03 05:40:00,   12h34m35.7s, -3°43'42.6", -26.74, —, 1.000795, —
Vigorous (Sun), 2030-10-04 05:40:00,   12h38m13.4s, -4°06'54.0", -26.74, —, 1.000501, —
Vigorous (Sun), 2030-10-05 05:40:00,   12h41m51.5s, -4°30'02.4", -26.74, —, 1.000207, —
Vigorous (Sun), 2030-10-06 05:40:00,   12h45m29.9s, -4°53'07.4", -26.74, —, 0.999913, —
Vigorous (Sun), 2030-10-07 05:40:00,   12h49m08.7s, -5°16'08.7", -26.74, —, 0.999620, —
Vigorous (Sun), 2030-10-08 05:40:00,   12h52m47.8s, -5°39'05.9", -26.74, —, 0.999327, —
Vigorous (Sun), 2030-10-09 05:40:00,   12h56m27.4s, -6°01'58.8", -26.74, —, 0.999035, —
Vigorous (Sun), 2030-10-10 05:40:00,   13h00m07.4s, -6°24'46.9", -26.74, —, 0.998745, —
Vigorous (Sun), 2030-10-11 05:40:00,   13h03m47.8s, -6°47'29.9", -26.75, —, 0.998457, —
Vigorous (Sun), 2030-10-12 05:40:00,   13h07m28.7s, -7°10'07.4", -26.75, —, 0.998170, —
Vigorous (Sun), 2030-10-13 05:40:00,   13h11m10.1s, -7°32'39.2", -26.75, —, 0.997885, —
Vigorous (Sun), 2030-10-14 05:40:00,   13h14m52.0s, -7°55'04.8", -26.75, —, 0.997602, —
Vigorous (Sun), 2030-10-15 05:40:00,   13h18m34.5s, -8°17'23.9", -26.75, —, 0.997320, —
Vigorous (Sun), 2030-10-16 05:40:00,   13h22m17.5s, -8°39'36.1", -26.75, —, 0.997040, —
Vigorous (Sun), 2030-10-17 05:40:00,   13h26m01.1s, -9°01'41.0", -26.75, —, 0.996762, —
Vigorous (Sun), 2030-10-18 05:40:00,   13h29m45.3s, -9°23'38.3", -26.75, —, 0.996485, —
Vigorous (Sun), 2030-10-19 05:40:00,   13h33m30.1s, -9°45'27.5", -26.75, —, 0.996209, —
Vigorous (Sun), 2030-10-20 05:40:00,   13h37m15.5s, -10°07'08.4", -26.75, —, 0.995935, —
Vigorous (Sun), 2030-10-21 05:40:00,   13h41m01.6s, -10°28'40.4", -26.75, —, 0.995662, —
Vigorous (Sun), 2030-10-22 05:40:00,   13h44m48.3s, -10°50'03.2", -26.75, —, 0.995389, —
Vigorous (Sun), 2030-10-23 05:40:00,   13h48m35.8s, -11°11'16.5", -26.75, —, 0.995117, —
Vigorous (Sun), 2030-10-24 05:40:00,   13h52m23.9s, -11°32'19.7", -26.75, —, 0.994846, —
Vigorous (Sun), 2030-10-25 05:40:00,   13h56m12.7s, -11°53'12.4", -26.75, —, 0.994575, —
Vigorous (Sun), 2030-10-26 05:40:00,   14h00m02.3s, -12°13'54.4", -26.75, —, 0.994305, —
Vigorous (Sun), 2030-10-27 05:40:00,   14h03m52.6s, -12°34'25.0", -26.76, —, 0.994034, —
Vigorous (Sun), 2030-10-28 05:40:00,   14h07m43.6s, -12°54'44.0", -26.76, —, 0.993764, —
Vigorous (Sun), 2030-10-29 05:40:00,   14h11m35.4s, -13°14'50.9", -26.76, —, 0.993494, —
Vigorous (Sun), 2030-10-30 05:40:00,   14h15m27.9s, -13°34'45.2", -26.76, —, 0.993224, —
Vigorous (Sun), 2030-10-31 05:40:00,   14h19m21.2s, -13°54'26.6", -26.76, —, 0.992956, —
Vigorous (Sun), 2030-11-01 05:40:00,   14h23m15.2s, -14°13'54.7", -26.76, —, 0.992688, —
Vigorous (Sun), 2030-11-02 05:40:00,   14h27m10.0s, -14°33'09.0", -26.76, —, 0.992422, —
Vigorous (Sun), 2030-11-03 05:40:00,   14h31m05.6s, -14°52'09.2", -26.76, —, 0.992158, —
Vigorous (Sun), 2030-11-04 05:40:00,   14h35m02.0s, -15°10'54.8", -26.76, —, 0.991897, —
Vigorous (Sun), 2030-11-05 05:40:00,   14h38m59.2s, -15°29'25.5", -26.76, —, 0.991639, —
Vigorous (Sun), 2030-11-06 05:40:00,   14h42m57.2s, -15°47'40.8", -26.76, —, 0.991383, —
Vigorous (Sun), 2030-11-07 05:40:00,   14h46m56.0s, -16°05'40.4", -26.76, —, 0.991131, —
Vigorous (Sun), 2030-11-08 05:40:00,   14h50m55.6s, -16°23'23.9", -26.76, —, 0.990883, —
Vigorous (Sun), 2030-11-09 05:40:00,   14h54m56.0s, -16°40'50.9", -26.76, —, 0.990639, —
Vigorous (Sun), 2030-11-10 05:40:00,   14h58m57.3s, -16°58'01.0", -26.76, —, 0.990398, —
Vigorous (Sun), 2030-11-11 05:40:00,   15h02m59.5s, -17°14'53.8", -26.76, —, 0.990162, —
Vigorous (Sun), 2030-11-12 05:40:00,   15h07m02.5s, -17°31'28.9", -26.76, —, 0.989930, —
Vigorous (Sun), 2030-11-13 05:40:00,   15h11m06.3s, -17°47'45.9", -26.76, —, 0.989702, —
Vigorous (Sun), 2030-11-14 05:40:00,   15h15m11.0s, -18°03'44.5", -26.77, —, 0.989478, —
