Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2023-12-16 16:03:00,   17h33m14.6s, -23°17'41.3", -26.78, —, 0.984208, —
Vigorous (Sun), 2023-12-24 16:03:00,   18h08m43.7s, -23°25'18.6", -26.78, —, 0.983564, —
Vigorous (Sun), 2024-01-01 16:03:00,   18h44m10.2s, -23°02'55.3", -26.78, —, 0.983297, —
Vigorous (Sun), 2024-01-09 16:03:00,   19h19m18.7s, -22°11'09.8", -26.78, —, 0.983389, —
Vigorous (Sun), 2024-01-17 16:03:00,   19h53m54.2s, -20°51'35.2", -26.78, —, 0.983741, —
