Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2030-01-14 15:44:00,   19h42m57.3s, -21°19'46.7", -26.78, —, 0.983568, —
Vigorous (Sun), 2030-01-15 15:44:00,   19h47m15.4s, -21°09'01.4", -26.78, —, 0.983619, —
Vigorous (Sun), 2030-01-16 15:44:00,   19h51m32.8s, -20°57'51.7", -26.78, —, 0.983677, —
Vigorous (Sun), 2030-01-17 15:44:00,   19h55m49.6s, -20°46'18.1", -26.78, —, 0.983740, —
Vigorous (Sun), 2030-01-18 15:44:00,   20h00m05.6s, -20°34'20.9", -26.78, —, 0.983810, —
Vigorous (Sun), 2030-01-19 15:44:00,   20h04m20.9s, -20°22'00.3", -26.78, —, 0.983886, —
Vigorous (Sun), 2030-01-20 15:44:00,   20h08m35.5s, -20°09'16.6", -26.78, —, 0.983968, —
Vigorous (Sun), 2030-01-21 15:44:00,   20h12m49.3s, -19°56'10.3", -26.78, —, 0.984056, —
Vigorous (Sun), 2030-01-22 15:44:00,   20h17m02.4s, -19°42'41.6", -26.78, —, 0.984151, —
Vigorous (Sun), 2030-01-23 15:44:00,   20h21m14.7s, -19°28'50.9", -26.78, —, 0.984251, —
Vigorous (Sun), 2030-01-24 15:44:00,   20h25m26.3s, -19°14'38.5", -26.78, —, 0.984357, —
Vigorous (Sun), 2030-01-25 15:44:00,   20h29m37.1s, -19°00'04.8", -26.78, —, 0.984469, —
Vigorous (Sun), 2030-01-26 15:44:00,   20h33m47.1s, -18°45'10.1", -26.78, —, 0.984586, —
Vigorous (Sun), 2030-01-27 15:44:00,   20h37m56.3s, -18°29'54.8", -26.78, —, 0.984708, —
Vigorous (Sun), 2030-01-28 15:44:00,   20h42m04.8s, -18°14'19.4", -26.78, —, 0.984834, —
Vigorous (Sun), 2030-01-29 15:44:00,   20h46m12.4s, -17°58'24.1", -26.78, —, 0.984964, —
Vigorous (Sun), 2030-01-30 15:44:00,   20h50m19.3s, -17°42'09.4", -26.77, —, 0.985098, —
Vigorous (Sun), 2030-01-31 15:44:00,   20h54m25.4s, -17°25'35.7", -26.77, —, 0.985235, —
Vigorous (Sun), 2030-02-01 15:44:00,   20h58m30.6s, -17°08'43.4", -26.77, —, 0.985375, —
Vigorous (Sun), 2030-02-02 15:44:00,   21h02m35.1s, -16°51'33.1", -26.77, —, 0.985519, —
Vigorous (Sun), 2030-02-03 15:44:00,   21h06m38.7s, -16°34'05.0", -26.77, —, 0.985665, —
Vigorous (Sun), 2030-02-04 15:44:00,   21h10m41.5s, -16°16'19.6", -26.77, —, 0.985814, —
Vigorous (Sun), 2030-02-05 15:44:00,   21h14m43.5s, -15°58'17.4", -26.77, —, 0.985966, —
Vigorous (Sun), 2030-02-06 15:44:00,   21h18m44.7s, -15°39'58.7", -26.77, —, 0.986122, —
Vigorous (Sun), 2030-02-07 15:44:00,   21h22m45.1s, -15°21'24.1", -26.77, —, 0.986281, —
Vigorous (Sun), 2030-02-08 15:44:00,   21h26m44.6s, -15°02'33.9", -26.77, —, 0.986443, —
Vigorous (Sun), 2030-02-09 15:44:00,   21h30m43.4s, -14°43'28.6", -26.77, —, 0.986609, —
Vigorous (Sun), 2030-02-10 15:44:00,   21h34m41.3s, -14°24'08.5", -26.77, —, 0.986778, —
Vigorous (Sun), 2030-02-11 15:44:00,   21h38m38.4s, -14°04'34.1", -26.77, —, 0.986952, —
Vigorous (Sun), 2030-02-12 15:44:00,   21h42m34.8s, -13°44'45.9", -26.77, —, 0.987129, —
Vigorous (Sun), 2030-02-13 15:44:00,   21h46m30.4s, -13°24'44.1", -26.77, —, 0.987311, —
Vigorous (Sun), 2030-02-14 15:44:00,   21h50m25.2s, -13°04'29.3", -26.77, —, 0.987498, —
Vigorous (Sun), 2030-02-15 15:44:00,   21h54m19.3s, -12°44'01.8", -26.77, —, 0.987689, —
Vigorous (Sun), 2030-02-16 15:44:00,   21h58m12.7s, -12°23'22.0", -26.77, —, 0.987885, —
Vigorous (Sun), 2030-02-17 15:44:00,   22h02m05.3s, -12°02'30.4", -26.77, —, 0.988085, —
Vigorous (Sun), 2030-02-18 15:44:00,   22h05m57.2s, -11°41'27.2", -26.77, —, 0.988291, —
Vigorous (Sun), 2030-02-19 15:44:00,   22h09m48.4s, -11°20'13.0", -26.77, —, 0.988501, —
Vigorous (Sun), 2030-02-20 15:44:00,   22h13m39.0s, -10°58'48.0", -26.77, —, 0.988717, —
