Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2023-09-01 00:00:00,   10h37m47.3s, +8°39'09.0", -26.72, —, 1.009487, —
Vigorous (Sun), 2023-09-02 00:00:00,   10h41m25.0s, +8°17'29.1", -26.72, —, 1.009252, —
Vigorous (Sun), 2023-09-03 00:00:00,   10h45m02.3s, +7°55'41.1", -26.72, —, 1.009017, —
Vigorous (Sun), 2023-09-04 00:00:00,   10h48m39.4s, +7°33'45.5", -26.72, —, 1.008780, —
Vigorous (Sun), 2023-09-05 00:00:00,   10h52m16.3s, +7°11'42.4", -26.72, —, 1.008541, —
Vigorous (Sun), 2023-09-06 00:00:00,   10h55m52.9s, +6°49'32.1", -26.72, —, 1.008300, —
Vigorous (Sun), 2023-09-07 00:00:00,   10h59m29.2s, +6°27'15.1", -26.72, —, 1.008058, —
Vigorous (Sun), 2023-09-08 00:00:00,   11h03m05.5s, +6°04'51.5", -26.73, —, 1.007812, —
Vigorous (Sun), 2023-09-09 00:00:00,   11h06m41.5s, +5°42'21.8", -26.73, —, 1.007565, —
Vigorous (Sun), 2023-09-10 00:00:00,   11h10m17.3s, +5°19'46.3", -26.73, —, 1.007314, —
Vigorous (Sun), 2023-09-11 00:00:00,   11h13m53.1s, +4°57'05.3", -26.73, —, 1.007061, —
Vigorous (Sun), 2023-09-12 00:00:00,   11h17m28.6s, +4°34'19.1", -26.73, —, 1.006805, —
Vigorous (Sun), 2023-09-13 00:00:00,   11h21m04.1s, +4°11'28.0", -26.73, —, 1.006545, —
Vigorous (Sun), 2023-09-14 00:00:00,   11h24m39.5s, +3°48'32.5", -26.73, —, 1.006283, —
Vigorous (Sun), 2023-09-15 00:00:00,   11h28m14.9s, +3°25'32.9", -26.73, —, 1.006018, —
Vigorous (Sun), 2023-09-16 00:00:00,   11h31m50.1s, +3°02'29.5", -26.73, —, 1.005749, —
Vigorous (Sun), 2023-09-17 00:00:00,   11h35m25.4s, +2°39'22.7", -26.73, —, 1.005477, —
Vigorous (Sun), 2023-09-18 00:00:00,   11h39m00.6s, +2°16'12.8", -26.73, —, 1.005203, —
Vigorous (Sun), 2023-09-19 00:00:00,   11h42m35.8s, +1°53'00.2", -26.73, —, 1.004926, —
Vigorous (Sun), 2023-09-20 00:00:00,   11h46m11.0s, +1°29'45.3", -26.73, —, 1.004646, —
Vigorous (Sun), 2023-09-21 00:00:00,   11h49m46.2s, +1°06'28.4", -26.73, —, 1.004364, —
Vigorous (Sun), 2023-09-22 00:00:00,   11h53m21.5s, +0°43'09.8", -26.73, —, 1.004081, —
Vigorous (Sun), 2023-09-23 00:00:00,   11h56m56.8s, +0°19'50.0", -26.73, —, 1.003795, —
Vigorous (Sun), 2023-09-24 00:00:00,   12h00m32.2s, -0°03'30.7", -26.73, —, 1.003509, —
Vigorous (Sun), 2023-09-25 00:00:00,   12h04m07.8s, -0°26'52.0", -26.74, —, 1.003221, —
Vigorous (Sun), 2023-09-26 00:00:00,   12h07m43.4s, -0°50'13.6", -26.74, —, 1.002934, —
Vigorous (Sun), 2023-09-27 00:00:00,   12h11m19.3s, -1°13'35.1", -26.74, —, 1.002646, —
Vigorous (Sun), 2023-09-28 00:00:00,   12h14m55.3s, -1°36'56.2", -26.74, —, 1.002359, —
Vigorous (Sun), 2023-09-29 00:00:00,   12h18m31.4s, -2°00'16.5", -26.74, —, 1.002072, —
Vigorous (Sun), 2023-09-30 00:00:00,   12h22m07.8s, -2°23'35.9", -26.74, —, 1.001786, —
Vigorous (Sun), 2023-10-01 00:00:00,   12h25m44.5s, -2°46'53.9", -26.74, —, 1.001502, —
Vigorous (Sun), 2023-10-02 00:00:00,   12h29m21.4s, -3°10'10.2", -26.74, —, 1.001218, —
Vigorous (Sun), 2023-10-03 00:00:00,   12h32m58.7s, -3°33'24.6", -26.74, —, 1.000935, —
Vigorous (Sun), 2023-10-04 00:00:00,   12h36m36.2s, -3°56'36.7", -26.74, —, 1.000653, —
Vigorous (Sun), 2023-10-05 00:00:00,   12h40m14.1s, -4°19'46.2", -26.74, —, 1.000371, —
Vigorous (Sun), 2023-10-06 00:00:00,   12h43m52.4s, -4°42'52.7", -26.74, —, 1.000090, —
Vigorous (Sun), 2023-10-07 00:00:00,   12h47m31.0s, -5°05'55.9", -26.74, —, 0.999808, —
Vigorous (Sun), 2023-10-08 00:00:00,   12h51m10.0s, -5°28'55.4", -26.74, —, 0.999527, —
Vigorous (Sun), 2023-10-09 00:00:00,   12h54m49.5s, -5°51'50.8", -26.74, —, 0.999245, —
Vigorous (Sun), 2023-10-10 00:00:00,   12h58m29.4s, -6°14'41.7", -26.74, —, 0.998963, —
Vigorous (Sun), 2023-10-11 00:00:00,   13h02m09.8s, -6°37'27.8", -26.75, —, 0.998681, —
Vigorous (Sun), 2023-10-12 00:00:00,   13h05m50.6s, -7°00'08.8", -26.75, —, 0.998398, —
Vigorous (Sun), 2023-10-13 00:00:00,   13h09m31.9s, -7°22'44.1", -26.75, —, 0.998114, —
Vigorous (Sun), 2023-10-14 00:00:00,   13h13m13.8s, -7°45'13.4", -26.75, —, 0.997830, —
Vigorous (Sun), 2023-10-15 00:00:00,   13h16m56.1s, -8°07'36.4", -26.63, —, 0.997545, —
Vigorous (Sun), 2023-10-16 00:00:00,   13h20m39.0s, -8°29'52.5", -26.75, —, 0.997259, —
Vigorous (Sun), 2023-10-17 00:00:00,   13h24m22.5s, -8°52'01.5", -26.75, —, 0.996973, —
Vigorous (Sun), 2023-10-18 00:00:00,   13h28m06.5s, -9°14'02.8", -26.75, —, 0.996687, —
Vigorous (Sun), 2023-10-19 00:00:00,   13h31m51.1s, -9°35'56.1", -26.75, —, 0.996400, —
Vigorous (Sun), 2023-10-20 00:00:00,   13h35m36.4s, -9°57'41.0", -26.75, —, 0.996114, —
Vigorous (Sun), 2023-10-21 00:00:00,   13h39m22.2s, -10°19'17.0", -26.75, —, 0.995827, —
Vigorous (Sun), 2023-10-22 00:00:00,   13h43m08.6s, -10°40'43.8", -26.75, —, 0.995542, —
Vigorous (Sun), 2023-10-23 00:00:00,   13h46m55.7s, -11°02'00.9", -26.75, —, 0.995258, —
Vigorous (Sun), 2023-10-24 00:00:00,   13h50m43.4s, -11°23'08.0", -26.75, —, 0.994975, —
Vigorous (Sun), 2023-10-25 00:00:00,   13h54m31.9s, -11°44'04.7", -26.75, —, 0.994694, —
Vigorous (Sun), 2023-10-26 00:00:00,   13h58m21.0s, -12°04'50.6", -26.75, —, 0.994416, —
Vigorous (Sun), 2023-10-27 00:00:00,   14h02m10.8s, -12°25'25.4", -26.75, —, 0.994140, —
Vigorous (Sun), 2023-10-28 00:00:00,   14h06m01.3s, -12°45'48.6", -26.76, —, 0.993868, —
Vigorous (Sun), 2023-10-29 00:00:00,   14h09m52.5s, -13°05'59.9", -26.76, —, 0.993598, —
Vigorous (Sun), 2023-10-30 00:00:00,   14h13m44.5s, -13°25'58.9", -26.76, —, 0.993333, —
Vigorous (Sun), 2023-10-31 00:00:00,   14h17m37.3s, -13°45'45.3", -26.76, —, 0.993070, —
Vigorous (Sun), 2023-11-01 00:00:00,   14h21m30.9s, -14°05'18.7", -26.76, —, 0.992811, —
Vigorous (Sun), 2023-11-02 00:00:00,   14h25m25.2s, -14°24'38.7", -26.76, —, 0.992555, —
Vigorous (Sun), 2023-11-03 00:00:00,   14h29m20.4s, -14°43'44.9", -26.76, —, 0.992302, —
Vigorous (Sun), 2023-11-04 00:00:00,   14h33m16.4s, -15°02'36.9", -26.76, —, 0.992052, —
Vigorous (Sun), 2023-11-05 00:00:00,   14h37m13.2s, -15°21'14.3", -26.76, —, 0.991805, —
Vigorous (Sun), 2023-11-06 00:00:00,   14h41m10.9s, -15°39'36.7", -26.76, —, 0.991560, —
Vigorous (Sun), 2023-11-07 00:00:00,   14h45m09.4s, -15°57'43.6", -26.76, —, 0.991318, —
Vigorous (Sun), 2023-11-08 00:00:00,   14h49m08.8s, -16°15'34.8", -26.76, —, 0.991078, —
Vigorous (Sun), 2023-11-09 00:00:00,   14h53m09.0s, -16°33'09.7", -26.76, —, 0.990840, —
Vigorous (Sun), 2023-11-10 00:00:00,   14h57m10.1s, -16°50'27.9", -26.76, —, 0.990604, —
Vigorous (Sun), 2023-11-11 00:00:00,   15h01m12.0s, -17°07'29.1", -26.76, —, 0.990370, —
Vigorous (Sun), 2023-11-12 00:00:00,   15h05m14.8s, -17°24'12.8", -26.76, —, 0.990138, —
Vigorous (Sun), 2023-11-13 00:00:00,   15h09m18.4s, -17°40'38.5", -26.76, —, 0.989907, —
Vigorous (Sun), 2023-11-14 00:00:00,   15h13m22.9s, -17°56'45.9", -26.76, —, 0.989678, —
Vigorous (Sun), 2023-11-15 00:00:00,   15h17m28.3s, -18°12'34.5", -26.77, —, 0.989451, —
Vigorous (Sun), 2023-11-16 00:00:00,   15h21m34.5s, -18°28'04.0", -26.77, —, 0.989226, —
Vigorous (Sun), 2023-11-17 00:00:00,   15h25m41.5s, -18°43'13.8", -26.77, —, 0.989003, —
Vigorous (Sun), 2023-11-18 00:00:00,   15h29m49.3s, -18°58'03.7", -26.77, —, 0.988781, —
Vigorous (Sun), 2023-11-19 00:00:00,   15h33m58.0s, -19°12'33.2", -26.77, —, 0.988563, —
Vigorous (Sun), 2023-11-20 00:00:00,   15h38m07.5s, -19°26'42.0", -26.77, —, 0.988347, —
Vigorous (Sun), 2023-11-21 00:00:00,   15h42m17.8s, -19°40'29.6", -26.77, —, 0.988135, —
Vigorous (Sun), 2023-11-22 00:00:00,   15h46m28.8s, -19°53'55.7", -26.77, —, 0.987926, —
Vigorous (Sun), 2023-11-23 00:00:00,   15h50m40.7s, -20°07'00.0", -26.77, —, 0.987721, —
Vigorous (Sun), 2023-11-24 00:00:00,   15h54m53.3s, -20°19'42.1", -26.77, —, 0.987521, —
Vigorous (Sun), 2023-11-25 00:00:00,   15h59m06.7s, -20°32'01.7", -26.77, —, 0.987326, —
Vigorous (Sun), 2023-11-26 00:00:00,   16h03m20.9s, -20°43'58.5", -26.77, —, 0.987135, —
Vigorous (Sun), 2023-11-27 00:00:00,   16h07m35.7s, -20°55'32.1", -26.77, —, 0.986950, —
Vigorous (Sun), 2023-11-28 00:00:00,   16h11m51.4s, -21°06'42.3", -26.77, —, 0.986771, —
Vigorous (Sun), 2023-11-29 00:00:00,   16h16m07.7s, -21°17'28.7", -26.77, —, 0.986596, —
Vigorous (Sun), 2023-11-30 00:00:00,   16h20m24.8s, -21°27'51.1", -26.77, —, 0.986427, —
Vigorous (Sun), 2023-12-01 00:00:00,   16h24m42.6s, -21°37'49.1", -26.77, —, 0.986264, —
Vigorous (Sun), 2023-12-02 00:00:00,   16h29m01.0s, -21°47'22.5", -26.77, —, 0.986105, —
Vigorous (Sun), 2023-12-03 00:00:00,   16h33m20.1s, -21°56'30.9", -26.77, —, 0.985952, —
Vigorous (Sun), 2023-12-04 00:00:00,   16h37m39.9s, -22°05'14.2", -26.77, —, 0.985803, —
Vigorous (Sun), 2023-12-05 00:00:00,   16h42m00.2s, -22°13'31.9", -26.77, —, 0.985659, —
Vigorous (Sun), 2023-12-06 00:00:00,   16h46m21.2s, -22°21'23.9", -26.77, —, 0.985519, —
Vigorous (Sun), 2023-12-07 00:00:00,   16h50m42.7s, -22°28'49.8", -26.77, —, 0.985384, —
Vigorous (Sun), 2023-12-08 00:00:00,   16h55m04.8s, -22°35'49.6", -26.77, —, 0.985253, —
Vigorous (Sun), 2023-12-09 00:00:00,   16h59m27.4s, -22°42'22.8", -26.77, —, 0.985126, —
Vigorous (Sun), 2023-12-10 00:00:00,   17h03m50.5s, -22°48'29.3", -26.77, —, 0.985002, —
Vigorous (Sun), 2023-12-11 00:00:00,   17h08m14.1s, -22°54'08.9", -26.78, —, 0.984882, —
Vigorous (Sun), 2023-12-12 00:00:00,   17h12m38.0s, -22°59'21.4", -26.78, —, 0.984766, —
Vigorous (Sun), 2023-12-13 00:00:00,   17h17m02.4s, -23°04'06.5", -26.78, —, 0.984652, —
Vigorous (Sun), 2023-12-14 00:00:00,   17h21m27.2s, -23°08'24.2", -26.78, —, 0.984542, —
Vigorous (Sun), 2023-12-15 00:00:00,   17h25m52.2s, -23°12'14.2", -26.78, —, 0.984436, —
Vigorous (Sun), 2023-12-16 00:00:00,   17h30m17.5s, -23°15'36.5", -26.78, —, 0.984332, —
Vigorous (Sun), 2023-12-17 00:00:00,   17h34m43.1s, -23°18'30.8", -26.78, —, 0.984233, —
Vigorous (Sun), 2023-12-18 00:00:00,   17h39m08.9s, -23°20'57.2", -26.78, —, 0.984137, —
Vigorous (Sun), 2023-12-19 00:00:00,   17h43m34.9s, -23°22'55.5", -26.78, —, 0.984045, —
Vigorous (Sun), 2023-12-20 00:00:00,   17h48m01.0s, -23°24'25.7", -26.78, —, 0.983958, —
Vigorous (Sun), 2023-12-21 00:00:00,   17h52m27.2s, -23°25'27.6", -26.78, —, 0.983876, —
Vigorous (Sun), 2023-12-22 00:00:00,   17h56m53.5s, -23°26'01.4", -26.78, —, 0.983799, —
Vigorous (Sun), 2023-12-23 00:00:00,   18h01m19.8s, -23°26'06.9", -26.78, —, 0.983727, —
Vigorous (Sun), 2023-12-24 00:00:00,   18h05m46.1s, -23°25'44.3", -26.78, —, 0.983662, —
Vigorous (Sun), 2023-12-25 00:00:00,   18h10m12.4s, -23°24'53.4", -26.78, —, 0.983603, —
Vigorous (Sun), 2023-12-26 00:00:00,   18h14m38.7s, -23°23'34.3", -26.78, —, 0.983549, —
Vigorous (Sun), 2023-12-27 00:00:00,   18h19m04.8s, -23°21'47.1", -26.78, —, 0.983503, —
Vigorous (Sun), 2023-12-28 00:00:00,   18h23m30.9s, -23°19'31.7", -26.78, —, 0.983462, —
Vigorous (Sun), 2023-12-29 00:00:00,   18h27m56.8s, -23°16'48.3", -26.78, —, 0.983428, —
Vigorous (Sun), 2023-12-30 00:00:00,   18h32m22.5s, -23°13'37.0", -26.78, —, 0.983400, —
Vigorous (Sun), 2023-12-31 00:00:00,   18h36m48.1s, -23°09'57.8", -26.78, —, 0.983379, —
