jul_day,true_long (na),true_long (sa),ayanamsha,vakya_sign,min,sec,trd
2463709.459929,7.819166,24.328863,-,10,51,0.059489
2463717.459929,15.608605,24.329169,-,12,38,1.361697
2463725.459929,23.365827,24.329476,-,14,33,59.982714
2463733.459929,31.090081,24.329783,-,16,32,41.077371
2463740.329162,37.702647,24.330046,-,17,50,28.337028
2463748.329162,45.386238,24.330353,-,18,59,4.356560
2463756.329162,53.048629,24.330659,-,20,15,23.539810
2463764.329162,60.692689,24.330966,-,21,21,22.882916
2463771.603682,67.635887,24.331245,-,21,50,48.468321
2463779.603682,75.268261,24.331551,-,22,3,27.051534
2463787.603682,82.895217,24.331858,-,22,22,57.501408
2463795.603682,90.522153,24.332164,-,22,23,1.910393
2463803.056214,97.636477,24.332450,-,21,48,40.875015
2463811.056214,105.285429,24.332757,-,21,3,46.529661
2463819.056214,112.946127,24.333063,-,20,21,29.104655
2463827.056214,120.624998,24.333370,-,19,16,3.969125
2463834.406098,127.703984,24.333652,-,17,45,39.376518
2463842.406098,135.434074,24.333958,-,16,11,40.614227
2463850.406098,143.189581,24.334265,-,14,40,10.528171
2463858.406098,150.977672,24.334572,-,12,42,52.405962
2463865.403981,157.820966,24.334840,-,10,44,31.433714
2463873.403981,165.676126,24.335146,-,8,41,25.295415
2463881.403981,173.563245,24.335453,-,6,46,22.304106
2463889.403981,181.488869,24.335760,-,4,27,45.193046
2463895.904244,187.957365,24.336009,-,2,33,29.056887
2463903.904244,195.948055,24.336315,-,0,33,31.105689
2463911.904244,203.968122,24.336622,+,1,12,14.416036
2463919.904244,212.021577,24.336929,+,3,12,26.434485
2463925.899169,218.076814,24.337158,+,4,36,31.866865
2463933.899169,226.176396,24.337465,+,5,58,29.564403
2463941.899169,234.293349,24.337772,+,7,1,2.011996
2463949.899169,242.429130,24.338078,+,8,8,48.691106
2463955.512403,248.146494,24.338293,+,8,47,22.639735
2463963.512403,256.298168,24.338600,+,9,6,1.655622
2463971.512403,264.448722,24.338907,+,9,1,59.663600
2463979.512403,272.598682,24.339213,+,8,59,51.340714
2463984.961368,278.147058,24.339422,+,8,49,24.495022
2463992.961368,286.279778,24.339729,+,7,57,47.551988
2464000.961368,294.392089,24.340035,+,6,44,19.119007
2464008.961368,302.485555,24.340342,+,5,36,28.609696
2464014.502509,308.078558,24.340554,+,4,42,48.481085
2464022.502509,316.127027,24.340861,+,2,54,29.364915
2464030.502509,324.140992,24.341168,+,0,50,16.454582
2464038.502509,332.124376,24.341474,-,0,59,49.118928
2464044.370797,337.960242,24.341699,-,2,23,7.729038
2464052.370797,345.882521,24.342006,-,4,39,47.705035
2464060.370797,353.765395,24.342312,-,7,1,39.275390
2464068.370797,1.615320,24.342619,-,9,0,16.066171
