jul_day,true_long (na),true_long (sa),ayanamsha,vakya_sign,min,sec,trd
2464439.973339,7.820139,24.356862,-,10,47,30.000811
2464447.973339,15.606451,24.357169,-,12,49,16.562645
2464455.973339,23.364790,24.357475,-,14,29,58.807360
2464463.973339,31.093436,24.357782,-,16,16,52.363989
2464470.839439,37.702313,24.358045,-,17,51,40.407984
2464478.839439,45.382395,24.358352,-,19,11,42.267276
2464486.839439,53.046952,24.358658,-,20,7,35.728426
2464494.839439,60.694037,24.358965,-,21,10,29.607613
2464502.112615,67.633952,24.359244,-,21,57,46.435403
2464510.112615,75.262817,24.359550,-,22,16,5.153035
2464518.112615,82.892616,24.359857,-,22,12,43.399184
2464526.112615,90.521111,24.360164,-,22,17,24.975855
2464533.566177,97.632589,24.360449,-,22,2,40.719617
2464541.566177,105.279376,24.360756,-,21,11,34.007523
2464549.566177,112.942853,24.361063,-,20,11,28.934067
2464557.566177,120.621880,24.361369,-,19,15,30.365552
2464564.919025,127.699037,24.361651,-,18,3,27.912023
2464572.919025,135.428638,24.361958,-,16,13,26.242972
2464580.919025,143.187211,24.362264,-,14,29,8.375650
2464588.919025,150.973869,24.362571,-,12,48,1.785392
2464595.920203,157.816634,24.362839,-,11,0,7.105524
2464603.920203,165.672587,24.363146,-,8,38,34.105590
2464611.920203,173.563364,24.363452,-,6,33,12.138800
2464619.920203,181.486709,24.363759,-,4,35,57.529575
2464626.421839,187.954062,24.364008,-,2,45,22.645795
2464634.421839,195.946690,24.364315,-,0,26,32.232266
2464642.421839,203.970552,24.364622,+,1,25,54.215030
2464650.421839,212.021711,24.364928,+,3,4,10.184072
2464656.415737,218.073900,24.365158,+,4,26,2.341455
2464664.415737,226.176110,24.365465,+,6,7,57.473875
2464672.415737,234.296601,24.365771,+,7,13,46.006857
2464680.415737,242.430007,24.366078,+,8,0,15.750059
2464686.027004,248.143300,24.366293,+,8,35,52.701654
2464694.027004,256.297528,24.366600,+,9,15,13.439676
2464702.027004,264.451300,24.366906,+,9,13,34.629157
2464710.027004,272.598525,24.367213,+,8,50,0.729244
2464715.474749,278.143383,24.367422,+,8,36,10.748684
2464723.474749,286.278130,24.367728,+,8,5,5.360514
2464731.474749,294.393499,24.368035,+,6,55,19.705937
2464739.474749,302.483869,24.368341,+,5,25,19.961367
2464745.016101,308.074664,24.368554,+,4,28,47.372503
2464753.016101,316.124720,24.368861,+,3,0,12.099463
2464761.016101,324.141720,24.369167,+,1,1,12.099578
2464769.016101,332.121812,24.369474,-,1,11,40.273102
2464774.885702,337.956505,24.369699,-,2,36,34.823186
2464782.885702,345.880459,24.370005,-,4,33,46.116253
2464790.885702,353.766170,24.370312,-,6,51,26.377681
2464798.885702,1.612772,24.370619,-,9,12,13.855500
