jul_day,true_long (na),true_long (sa),ayanamsha,vakya_sign,min,sec,trd
2471379.847223,7.820007,24.622879,-,10,47,58.445496
2471387.847223,15.606459,24.623186,-,12,48,46.333304
2471395.847223,23.364884,24.623493,-,14,29,40.194404
2471403.847223,31.093691,24.623799,-,16,16,17.834439
2471410.713085,37.702451,24.624063,-,17,51,10.588554
2471418.713085,45.382994,24.624369,-,19,10,2.783038
2471426.713085,53.047845,24.624676,-,20,6,32.142701
2471434.713085,60.695294,24.624983,-,21,9,11.057931
2471441.984967,67.634293,24.625261,-,21,56,32.809206
2471449.984967,75.263691,24.625568,-,22,14,10.024803
2471457.984967,82.893865,24.625875,-,22,11,22.252246
2471465.984967,90.522625,24.626181,-,22,16,27.926280
2471473.436954,97.632951,24.626467,-,22,1,22.510017
2471481.436954,105.280042,24.626774,-,21,10,28.451626
2471489.436954,112.943780,24.627080,-,20,10,32.518447
2471497.436954,120.622809,24.627387,-,19,15,29.742407
2471504.788841,127.699250,24.627669,-,18,2,42.042657
2471512.788841,135.428887,24.627976,-,16,13,18.385635
2471520.788841,143.187425,24.628282,-,14,29,15.839188
2471528.788841,150.973881,24.628589,-,12,48,45.457933
2471535.790011,157.816579,24.628857,-,11,0,18.906744
2471543.790011,165.672412,24.629164,-,8,39,0.163697
2471551.790011,173.562853,24.629471,-,6,34,24.729853
2471559.790011,181.485946,24.629777,-,4,36,51.821759
2471566.292390,187.953839,24.630027,-,2,46,10.738556
2471574.292390,195.946321,24.630333,-,0,27,3.869303
2471582.292390,203.969737,24.630640,+,1,24,17.854744
2471590.292390,212.020720,24.630947,+,3,3,32.349260
2471596.287228,218.073738,24.631177,+,4,25,27.431370
2471604.287228,226.175951,24.631483,+,6,7,57.882374
2471612.287228,234.296171,24.631790,+,7,12,47.714011
2471620.287228,242.429623,24.632097,+,8,0,25.458146
2471625.898887,248.143383,24.632312,+,8,36,10.704364
2471633.898887,256.297858,24.632618,+,9,16,6.591046
2471641.898887,264.451649,24.632925,+,9,13,38.990612
2471649.898887,272.599138,24.633232,+,8,50,57.559059
2471655.346108,278.143699,24.633441,+,8,37,19.078053
2471663.346108,286.278830,24.633747,+,8,6,28.283902
2471671.346108,294.394374,24.634054,+,6,55,57.471068
2471679.346108,302.485049,24.634361,+,5,26,25.857766
2471684.886365,308.075043,24.634573,+,4,30,9.363596
2471692.886365,316.125414,24.634880,+,3,1,20.098121
2471700.886365,324.142561,24.635186,+,1,1,43.749407
2471708.886365,332.122851,24.635493,-,1,10,57.287650
2471714.754968,337.956839,24.635718,-,2,35,22.775432
2471722.754968,345.880953,24.636025,-,4,33,11.367610
2471730.754968,353.766769,24.636331,-,6,51,3.726820
2471738.754968,1.613490,24.636638,-,9,11,48.235677
